:ID,:LABEL,name,rank,station_id
OFF-0000972,Officer,Umesh Thakur,Head Constable,STN-KA-MGL-0019
OFF-0000973,Officer,Mahesh Shastri,Constable,STN-KA-MGL-0019
OFF-0000974,Officer,Mahesh Prabhu,ASI,STN-KA-MGL-0019
OFF-0000975,Officer,Ganesh Aras,Constable,STN-KA-MGL-0019
OFF-0000976,Officer,Basavaraj Hegde,Inspector,STN-KA-MGL-0019
OFF-0000977,Officer,Gaurav Joshi,Sub-Inspector,STN-KA-MGL-0019
OFF-0000978,Officer,Mohan Tantri,Head Constable,STN-KA-MGL-0019
OFF-0000979,Officer,Mohan Adiga,Head Constable,STN-KA-MGL-0019
OFF-0000980,Officer,Tejas Nambiar,Constable,STN-KA-MGL-0019
OFF-0000981,Officer,Bharathi Naik,Constable,STN-KA-MGL-0019
OFF-0000982,Officer,Kiran Verma,ASI,STN-KA-MGL-0020
OFF-0000983,Officer,Seeta Nambiar,Inspector,STN-KA-MGL-0020
OFF-0000984,Officer,Raghavendra Swamy,Constable,STN-KA-MGL-0020
OFF-0000985,Officer,Prashanth Swamy,Head Constable,STN-KA-MGL-0020
OFF-0000986,Officer,Srikanth Pillai,Head Constable,STN-KA-MGL-0020
OFF-0000987,Officer,Anita Nambiar,Constable,STN-KA-MGL-0020
OFF-0000988,Officer,Suresh Shetty,Constable,STN-KA-MGL-0020
OFF-0000989,Officer,Abhishek Bhat,ASI,STN-KA-MGL-0020
OFF-0000990,Officer,Suma Singh,Constable,STN-KA-MGL-0020
OFF-0000991,Officer,Ganesh Pillai,Constable,STN-KA-MGL-0020
OFF-0000992,Officer,Nagaraj Ayyar,Constable,STN-KA-MGL-0020
OFF-0000993,Officer,Sujatha Gowda,Constable,STN-KA-MGL-0021
OFF-0000994,Officer,Ramesh Gowda,Constable,STN-KA-MGL-0021
OFF-0000995,Officer,Mahesh Shastri,Sub-Inspector,STN-KA-MGL-0021
OFF-0000996,Officer,Deepak Pillai,Constable,STN-KA-MGL-0021
OFF-0000997,Officer,Srikanth Tantri,Constable,STN-KA-MGL-0021
OFF-0000998,Officer,Ravi Nayak,Constable,STN-KA-MGL-0021
OFF-0000999,Officer,Ajay Krishnamurthy,Constable,STN-KA-MGL-0021
OFF-0001000,Officer,Raghavendra Nambiar,Head Constable,STN-KA-MGL-0021
OFF-0001001,Officer,Akash Desai,Constable,STN-KA-MGL-0021
OFF-0001002,Officer,Ganesh Aras,ASI,STN-KA-MGL-0021
OFF-0001003,Officer,Satish Nayak,SP,STN-KA-MGL-0021
OFF-0001004,Officer,Ajay Prabhu,Head Constable,STN-KA-MGL-0021
OFF-0001005,Officer,Sangeetha Shastri,Head Constable,STN-KA-MGL-0021
OFF-0001006,Officer,Vikram Singh,Constable,STN-KA-MGL-0021
OFF-0001007,Officer,Gaurav Ayyar,Constable,STN-KA-MGL-0021
OFF-0001008,Officer,Srikanth Rao,Constable,STN-KA-MGL-0021
OFF-0001009,Officer,Yogesh Nambiar,Constable,STN-KA-MGL-0022
OFF-0001010,Officer,Srikanth Bhat,Head Constable,STN-KA-MGL-0022
OFF-0001011,Officer,Srikanth Naik,Head Constable,STN-KA-MGL-0022
OFF-0001012,Officer,Ganesh Swamy,Constable,STN-KA-MGL-0022
OFF-0001013,Officer,Mahesh Aras,Constable,STN-KA-MGL-0022
OFF-0001014,Officer,Naveen Naik,Head Constable,STN-KA-MGL-0023
OFF-0001015,Officer,Lakshmi Rao,Constable,STN-KA-MGL-0023
OFF-0001016,Officer,Gaurav Kamath,Constable,STN-KA-MGL-0023
OFF-0001017,Officer,Umesh Pillai,Constable,STN-KA-MGL-0023
OFF-0001018,Officer,Pooja Hegde,Head Constable,STN-KA-MGL-0024
OFF-0001019,Officer,Tejas Kamath,Constable,STN-KA-MGL-0024
OFF-0001020,Officer,Kavitha Tantri,Constable,STN-KA-MGL-0024
OFF-0001021,Officer,Lakshmi Thakur,Sub-Inspector,STN-KA-MGL-0024
OFF-0001022,Officer,Swathi Kamath,Head Constable,STN-KA-MGL-0025
OFF-0001023,Officer,Prashanth Bhat,Constable,STN-KA-MGL-0025
OFF-0001024,Officer,Kiran Gowda,ASI,STN-KA-MGL-0025
OFF-0001025,Officer,Rajesh Adiga,Constable,STN-KA-MGL-0025
OFF-0001026,Officer,Tejas Kamath,Constable,STN-KA-MGL-0026
OFF-0001027,Officer,Prashanth Nayak,Head Constable,STN-KA-MGL-0026
OFF-0001028,Officer,Basavaraj Pillai,Head Constable,STN-KA-MGL-0026
OFF-0001029,Officer,Basavaraj Sharma,Head Constable,STN-KA-MGL-0026
OFF-0001030,Officer,Shivakumar Kamath,Constable,STN-KA-MGL-0026
OFF-0001031,Officer,Shivakumar Raju,Head Constable,STN-KA-MGL-0026
OFF-0001032,Officer,Suresh Kamath,Constable,STN-KA-MGL-0026
OFF-0001033,Officer,Yogesh Nambiar,Constable,STN-KA-MGL-0026
OFF-0001034,Officer,Harsh Gowda,Constable,STN-KA-MGL-0026
OFF-0001035,Officer,Radha Naik,Head Constable,STN-KA-MGL-0026
OFF-0001036,Officer,Mohan Swamy,Inspector,STN-KA-MGL-0026
OFF-0001037,Officer,Ganesh Ayyar,Constable,STN-KA-MGL-0026
OFF-0001038,Officer,Manjunath Joshi,Head Constable,STN-KA-MGL-0026
OFF-0001039,Officer,Shantha Nayak,Constable,STN-KA-MGL-0026
OFF-0001040,Officer,Anil Vokkaliga,Constable,STN-KA-MGL-0027
OFF-0001041,Officer,Manjunath Verma,Constable,STN-KA-MGL-0027
OFF-0001042,Officer,Srikanth Gowda,Constable,STN-KA-MGL-0027
OFF-0001043,Officer,Lakshmi Swamy,Constable,STN-KA-MGL-0027
OFF-0001044,Officer,Naveen Patil,ASI,STN-KA-MGL-0027
OFF-0001045,Officer,Deepak Udupi,Constable,STN-KA-MGL-0027
OFF-0001046,Officer,Radha Hegde,Constable,STN-KA-MGL-0027
OFF-0001047,Officer,Arjun Adiga,Constable,STN-KA-MGL-0027
OFF-0001048,Officer,Naveen Hegde,Constable,STN-KA-MGL-0027
OFF-0001049,Officer,Sangeetha Tantri,ASI,STN-KA-MGL-0027
OFF-0001050,Officer,Rohit Vokkaliga,Sub-Inspector,STN-KA-MGL-0027
OFF-0001051,Officer,Manjunath Rao,Constable,STN-KA-MGL-0027
OFF-0001052,Officer,Abhishek Desai,Constable,STN-KA-MGL-0028
OFF-0001053,Officer,Suresh Shetty,Constable,STN-KA-MGL-0028
OFF-0001054,Officer,Suresh Nayak,Constable,STN-KA-MGL-0028
OFF-0001055,Officer,Abhishek Patil,DIG,STN-KA-MGL-0028
OFF-0001056,Officer,Nagaraj Kumar,Head Constable,STN-KA-MGL-0028
OFF-0001057,Officer,Tejas Kumar,Constable,STN-KA-MGL-0028
OFF-0001058,Officer,Seeta Sharma,Inspector,STN-KA-MGL-0028
OFF-0001059,Officer,Prashanth Nayak,Constable,STN-KA-MGL-0028
OFF-0001060,Officer,Satish Pillai,Head Constable,STN-KA-MGL-0029
OFF-0001061,Officer,Bharathi Thakur,Head Constable,STN-KA-MGL-0029
OFF-0001062,Officer,Rohit Singh,DSP,STN-KA-MGL-0029
OFF-0001063,Officer,Suresh Naik,ASI,STN-KA-MGL-0029
OFF-0001064,Officer,Lakshmi Sharma,Sub-Inspector,STN-KA-MGL-0029
OFF-0001065,Officer,Srikanth Patil,Constable,STN-KA-MGL-0029
OFF-0001066,Officer,Kiran Sharma,Constable,STN-KA-MGL-0029
OFF-0001067,Officer,Anil Tantri,Constable,STN-KA-MGL-0029
OFF-0001068,Officer,Abhishek Sharma,Constable,STN-KA-MGL-0029
OFF-0001069,Officer,Sandeep Thakur,Constable,STN-KA-MGL-0029
OFF-0001070,Officer,Ravi Tantri,Head Constable,STN-KA-MGL-0029
OFF-0001071,Officer,Vinay Patil,Sub-Inspector,STN-KA-MGL-0029
OFF-0001072,Officer,Jyothi Naik,Constable,STN-KA-MGL-0029
OFF-0001073,Officer,Swathi Raju,Constable,STN-KA-HBL-0000
OFF-0001074,Officer,Tejas Lingayat,Sub-Inspector,STN-KA-HBL-0000
OFF-0001075,Officer,Radha Vokkaliga,Constable,STN-KA-HBL-0000
OFF-0001076,Officer,Anita Tantri,Sub-Inspector,STN-KA-HBL-0000
OFF-0001077,Officer,Harsh Murthy,Constable,STN-KA-HBL-0001
OFF-0001078,Officer,Prakash Tantri,Constable,STN-KA-HBL-0001
OFF-0001079,Officer,Ravi Vokkaliga,Sub-Inspector,STN-KA-HBL-0001
OFF-0001080,Officer,Ravi Sharma,Head Constable,STN-KA-HBL-0001
OFF-0001081,Officer,Satish Rao,Sub-Inspector,STN-KA-HBL-0002
OFF-0001082,Officer,Meera Shastri,Constable,STN-KA-HBL-0002
OFF-0001083,Officer,Tejas Aras,Inspector,STN-KA-HBL-0002
OFF-0001084,Officer,Harsh Sharma,Constable,STN-KA-HBL-0002
OFF-0001085,Officer,Ramesh Prabhu,Constable,STN-KA-HBL-0003
OFF-0001086,Officer,Deepak Kumar,Constable,STN-KA-HBL-0003
OFF-0001087,Officer,Pooja Tantri,ASI,STN-KA-HBL-0003
OFF-0001088,Officer,Manjunath Shastri,Constable,STN-KA-HBL-0003
OFF-0001089,Officer,Shantha Swamy,Sub-Inspector,STN-KA-HBL-0004
OFF-0001090,Officer,Shantha Shastri,Head Constable,STN-KA-HBL-0004
OFF-0001091,Officer,Anil Pillai,Constable,STN-KA-HBL-0004
OFF-0001092,Officer,Ramesh Nambiar,Head Constable,STN-KA-HBL-0004
OFF-0001093,Officer,Ramesh Krishnamurthy,ASI,STN-KA-HBL-0005
OFF-0001094,Officer,Suma Rao,Constable,STN-KA-HBL-0005
OFF-0001095,Officer,Gaurav Joshi,Sub-Inspector,STN-KA-HBL-0005
OFF-0001096,Officer,Harsh Lingayat,Head Constable,STN-KA-HBL-0005
OFF-0001097,Officer,Sandeep Gowda,Head Constable,STN-KA-HBL-0005
OFF-0001098,Officer,Arjun Murthy,DSP,STN-KA-HBL-0005
OFF-0001099,Officer,Akash Vokkaliga,Head Constable,STN-KA-HBL-0005
OFF-0001100,Officer,Harsh Thakur,Constable,STN-KA-HBL-0005
OFF-0001101,Officer,Meera Joshi,Constable,STN-KA-HBL-0005
OFF-0001102,Officer,Ajay Krishnamurthy,Head Constable,STN-KA-HBL-0005
OFF-0001103,Officer,Vikram Tantri,Head Constable,STN-KA-HBL-0005
OFF-0001104,Officer,Rajesh Shastri,Head Constable,STN-KA-HBL-0005
OFF-0001105,Officer,Geetha Nambiar,Constable,STN-KA-HBL-0005
OFF-0001106,Officer,Satish Shetty,Constable,STN-KA-HBL-0006
OFF-0001107,Officer,Nagaraj Verma,Constable,STN-KA-HBL-0006
OFF-0001108,Officer,Ravi Joshi,Head Constable,STN-KA-HBL-0006
OFF-0001109,Officer,Arjun Reddy,Constable,STN-KA-HBL-0006
OFF-0001110,Officer,Sandeep Murthy,Constable,STN-KA-HBL-0007
OFF-0001111,Officer,Madhu Rao,Head Constable,STN-KA-HBL-0007
OFF-0001112,Officer,Nagaraj Naik,ASI,STN-KA-HBL-0007
OFF-0001113,Officer,Ramesh Joshi,Head Constable,STN-KA-HBL-0007
OFF-0001114,Officer,Nagaraj Joshi,Constable,STN-KA-HBL-0008
OFF-0001115,Officer,Ajay Kamath,Constable,STN-KA-HBL-0008
OFF-0001116,Officer,Umesh Prabhu,Constable,STN-KA-HBL-0008
OFF-0001117,Officer,Vidya Nayak,Constable,STN-KA-HBL-0008
OFF-0001118,Officer,Vikram Thakur,Sub-Inspector,STN-KA-HBL-0008
OFF-0001119,Officer,Anjali Nambiar,ASI,STN-KA-HBL-0008
OFF-0001120,Officer,Kiran Adiga,Constable,STN-KA-HBL-0008
OFF-0001121,Officer,Abhishek Shetty,Head Constable,STN-KA-HBL-0008
OFF-0001122,Officer,Prakash Murthy,Constable,STN-KA-HBL-0008
OFF-0001123,Officer,Anita Raju,Head Constable,STN-KA-HBL-0008
OFF-0001124,Officer,Basavaraj Swamy,Head Constable,STN-KA-HBL-0008
OFF-0001125,Officer,Suresh Singh,ASI,STN-KA-HBL-0009
OFF-0001126,Officer,Prakash Singh,Sub-Inspector,STN-KA-HBL-0009
OFF-0001127,Officer,Priya Rao,Inspector,STN-KA-HBL-0009
OFF-0001128,Officer,Naveen Prabhu,Constable,STN-KA-HBL-0009
OFF-0001129,Officer,Bharathi Nayak,Head Constable,STN-KA-HBL-0009
OFF-0001130,Officer,Deepak Krishnamurthy,Constable,STN-KA-HBL-0009
OFF-0001131,Officer,Mohan Kamath,Sub-Inspector,STN-KA-HBL-0009
OFF-0001132,Officer,Raghavendra Desai,Constable,STN-KA-HBL-0009
OFF-0001133,Officer,Gaurav Gowda,Constable,STN-KA-HBL-0009
OFF-0001134,Officer,Prakash Desai,ASI,STN-KA-HBL-0009
OFF-0001135,Officer,Rohit Tantri,Constable,STN-KA-HBL-0009
OFF-0001136,Officer,Deepak Kumar,Constable,STN-KA-HBL-0009
OFF-0001137,Officer,Amala Adiga,Constable,STN-KA-HBL-0009
OFF-0001138,Officer,Nirmala Desai,Constable,STN-KA-HBL-0010
OFF-0001139,Officer,Nirmala Swamy,ASI,STN-KA-HBL-0010
OFF-0001140,Officer,Akash Verma,Sub-Inspector,STN-KA-HBL-0010
OFF-0001141,Officer,Anil Naik,Constable,STN-KA-HBL-0010
OFF-0001142,Officer,Meera Krishnamurthy,Constable,STN-KA-HBL-0011
OFF-0001143,Officer,Shivakumar Krishnamurthy,Constable,STN-KA-HBL-0011
OFF-0001144,Officer,Mohan Kumar,Constable,STN-KA-HBL-0011
OFF-0001145,Officer,Mohan Adiga,Sub-Inspector,STN-KA-HBL-0011
OFF-0001146,Officer,Rekha Kumar,Constable,STN-KA-HBL-0011
OFF-0001147,Officer,Sandeep Rao,Constable,STN-KA-HBL-0011
OFF-0001148,Officer,Meera Kamath,Head Constable,STN-KA-HBL-0011
OFF-0001149,Officer,Anita Kumar,Constable,STN-KA-HBL-0012
OFF-0001150,Officer,Akash Ayyar,Head Constable,STN-KA-HBL-0012
OFF-0001151,Officer,Tejas Hegde,Constable,STN-KA-HBL-0012
OFF-0001152,Officer,Deepak Krishnamurthy,Head Constable,STN-KA-HBL-0012
OFF-0001153,Officer,Ramesh Desai,Constable,STN-KA-HBL-0012
OFF-0001154,Officer,Vikram Sharma,Sub-Inspector,STN-KA-HBL-0012
OFF-0001155,Officer,Geetha Aras,ASI,STN-KA-HBL-0012
OFF-0001156,Officer,Anjali Naik,Head Constable,STN-KA-HBL-0013
OFF-0001157,Officer,Ramesh Verma,Constable,STN-KA-HBL-0013
OFF-0001158,Officer,Basavaraj Adiga,DIG,STN-KA-HBL-0013
OFF-0001159,Officer,Naveen Thakur,ADGP,STN-KA-HBL-0013
OFF-0001160,Officer,Gaurav Naik,Head Constable,STN-KA-HBL-0014
OFF-0001161,Officer,Ganesh Shastri,Sub-Inspector,STN-KA-HBL-0014
OFF-0001162,Officer,Vikram Naik,Head Constable,STN-KA-HBL-0014
OFF-0001163,Officer,Harsh Prabhu,Sub-Inspector,STN-KA-HBL-0014
OFF-0001164,Officer,Saritha Verma,Head Constable,STN-KA-HBL-0015
OFF-0001165,Officer,Tejas Kamath,Constable,STN-KA-HBL-0015
OFF-0001166,Officer,Nagaraj Vokkaliga,Head Constable,STN-KA-HBL-0015
OFF-0001167,Officer,Yogesh Shastri,Constable,STN-KA-HBL-0015
OFF-0001168,Officer,Srikanth Rao,Constable,STN-KA-HBL-0015
OFF-0001169,Officer,Harsh Desai,Constable,STN-KA-HBL-0015
OFF-0001170,Officer,Ganesh Bhat,Constable,STN-KA-HBL-0016
OFF-0001171,Officer,Shivakumar Bhat,Sub-Inspector,STN-KA-HBL-0016
OFF-0001172,Officer,Shivakumar Ayyar,ASI,STN-KA-HBL-0016
OFF-0001173,Officer,Mahesh Pillai,Constable,STN-KA-HBL-0016
OFF-0001174,Officer,Sangeetha Vokkaliga,Head Constable,STN-KA-HBL-0016
OFF-0001175,Officer,Yogesh Shetty,Constable,STN-KA-HBL-0016
OFF-0001176,Officer,Pooja Pillai,Constable,STN-KA-HBL-0016
OFF-0001177,Officer,Meera Singh,Constable,STN-KA-HBL-0017
OFF-0001178,Officer,Arjun Verma,ASI,STN-KA-HBL-0017
OFF-0001179,Officer,Lakshmi Prabhu,DSP,STN-KA-HBL-0017
OFF-0001180,Officer,Satish Tantri,ASI,STN-KA-HBL-0017
OFF-0001181,Officer,Gaurav Gowda,Head Constable,STN-KA-HBL-0017
OFF-0001182,Officer,Gaurav Ayyar,Constable,STN-KA-HBL-0017
OFF-0001183,Officer,Gaurav Patil,Head Constable,STN-KA-HBL-0017
OFF-0001184,Officer,Nitya Prabhu,Head Constable,STN-KA-HBL-0017
OFF-0001185,Officer,Akash Kumar,Constable,STN-KA-HBL-0018
OFF-0001186,Officer,Umesh Raju,Head Constable,STN-KA-HBL-0018
OFF-0001187,Officer,Ajay Kumar,Head Constable,STN-KA-HBL-0018
OFF-0001188,Officer,Sandeep Bhat,ASI,STN-KA-HBL-0018
OFF-0001189,Officer,Vinay Patil,Constable,STN-KA-HBL-0018
OFF-0001190,Officer,Sangeetha Joshi,Head Constable,STN-KA-HBL-0018
OFF-0001191,Officer,Prashanth Krishnamurthy,Head Constable,STN-KA-HBL-0018
OFF-0001192,Officer,Manjunath Verma,Constable,STN-KA-HBL-0018
OFF-0001193,Officer,Deepak Tantri,Head Constable,STN-KA-HBL-0018
OFF-0001194,Officer,Ramesh Verma,Constable,STN-KA-HBL-0019
OFF-0001195,Officer,Gaurav Rao,Constable,STN-KA-HBL-0019
OFF-0001196,Officer,Srikanth Reddy,Constable,STN-KA-HBL-0019
OFF-0001197,Officer,Prashanth Sharma,Constable,STN-KA-HBL-0019
OFF-0001198,Officer,Tejas Bhat,Head Constable,STN-KA-HBL-0020
OFF-0001199,Officer,Arjun Bhat,Constable,STN-KA-HBL-0020
OFF-0001200,Officer,Akash Tantri,Constable,STN-KA-HBL-0020
OFF-0001201,Officer,Rajesh Rao,Inspector,STN-KA-HBL-0020
OFF-0001202,Officer,Vinay Murthy,ASI,STN-KA-HBL-0021
OFF-0001203,Officer,Ravi Vokkaliga,Constable,STN-KA-HBL-0021
OFF-0001204,Officer,Harsh Joshi,Constable,STN-KA-HBL-0021
OFF-0001205,Officer,Vikram Pillai,Constable,STN-KA-HBL-0021
OFF-0001206,Officer,Ganesh Hegde,ASI,STN-KA-HBL-0021
OFF-0001207,Officer,Shantha Krishnamurthy,Constable,STN-KA-HBL-0021
OFF-0001208,Officer,Manjunath Pillai,Head Constable,STN-KA-HBL-0022
OFF-0001209,Officer,Harsh Tantri,Head Constable,STN-KA-HBL-0022
OFF-0001210,Officer,Umesh Patil,Head Constable,STN-KA-HBL-0022
OFF-0001211,Officer,Suresh Pillai,Constable,STN-KA-HBL-0022
OFF-0001212,Officer,Yogesh Patil,Inspector,STN-KA-HBL-0023
OFF-0001213,Officer,Deepa Joshi,Constable,STN-KA-HBL-0023
OFF-0001214,Officer,Suresh Udupi,Head Constable,STN-KA-HBL-0023
OFF-0001215,Officer,Harsh Joshi,DIG,STN-KA-HBL-0023
OFF-0001216,Officer,Tejas Verma,ASP,STN-KA-HBL-0023
OFF-0001217,Officer,Vinay Prabhu,Constable,STN-KA-HBL-0023
OFF-0001218,Officer,Ramesh Adiga,Constable,STN-KA-HBL-0024
OFF-0001219,Officer,Nagaraj Shetty,Constable,STN-KA-HBL-0024
OFF-0001220,Officer,Mahesh Adiga,Constable,STN-KA-HBL-0024
OFF-0001221,Officer,Srikanth Adiga,Sub-Inspector,STN-KA-HBL-0024
OFF-0001222,Officer,Ajay Reddy,ASI,STN-KA-HBL-0024
OFF-0001223,Officer,Umesh Rao,Constable,STN-KA-HBL-0024
OFF-0001224,Officer,Akash Rao,ASI,STN-KA-HBL-0024
OFF-0001225,Officer,Srikanth Gowda,SP,STN-KA-HBL-0024
OFF-0001226,Officer,Shivakumar Thakur,Sub-Inspector,STN-KA-HBL-0024
OFF-0001227,Officer,Vikram Desai,DSP,STN-KA-HBL-0024
OFF-0001228,Officer,Suresh Singh,Inspector,STN-KA-HBL-0024
OFF-0001229,Officer,Pooja Hegde,Constable,STN-KA-HBL-0025
OFF-0001230,Officer,Kiran Joshi,Constable,STN-KA-HBL-0025
OFF-0001231,Officer,Prakash Aras,Constable,STN-KA-HBL-0025
OFF-0001232,Officer,Shruthi Pillai,Head Constable,STN-KA-HBL-0025
OFF-0001233,Officer,Nagaraj Desai,Head Constable,STN-KA-HBL-0025
OFF-0001234,Officer,Sneha Shetty,ASI,STN-KA-HBL-0025
OFF-0001235,Officer,Harsh Reddy,Head Constable,STN-KA-HBL-0025
OFF-0001236,Officer,Naveen Singh,Head Constable,STN-KA-HBL-0025
OFF-0001237,Officer,Umesh Ayyar,Constable,STN-KA-HBL-0025
OFF-0001238,Officer,Nagaraj Shetty,Head Constable,STN-KA-HBL-0025
OFF-0001239,Officer,Suresh Bhat,Constable,STN-KA-HBL-0025
OFF-0001240,Officer,Mohan Gowda,Constable,STN-KA-HBL-0025
OFF-0001241,Officer,Basavaraj Raju,ASI,STN-KA-HBL-0025
OFF-0001242,Officer,Ajay Patil,Head Constable,STN-KA-HBL-0026
OFF-0001243,Officer,Satish Sharma,Constable,STN-KA-HBL-0026
OFF-0001244,Officer,Prakash Swamy,Head Constable,STN-KA-HBL-0026
OFF-0001245,Officer,Mahesh Udupi,ASI,STN-KA-HBL-0026
OFF-0001246,Officer,Rohit Nambiar,Constable,STN-KA-HBL-0026
OFF-0001247,Officer,Tejas Ayyar,ASI,STN-KA-HBL-0027
OFF-0001248,Officer,Basavaraj Nayak,Head Constable,STN-KA-HBL-0027
OFF-0001249,Officer,Abhishek Reddy,Head Constable,STN-KA-HBL-0027
OFF-0001250,Officer,Anil Thakur,Constable,STN-KA-HBL-0027
OFF-0001251,Officer,Yogesh Vokkaliga,Sub-Inspector,STN-KA-HBL-0028
OFF-0001252,Officer,Ajay Bhat,Constable,STN-KA-HBL-0028
OFF-0001253,Officer,Vinay Udupi,Constable,STN-KA-HBL-0028
OFF-0001254,Officer,Seeta Gowda,Sub-Inspector,STN-KA-HBL-0028
OFF-0001255,Officer,Prashanth Gowda,Head Constable,STN-KA-HBL-0029
OFF-0001256,Officer,Rohit Murthy,Head Constable,STN-KA-HBL-0029
OFF-0001257,Officer,Sandeep Raju,ASI,STN-KA-HBL-0029
OFF-0001258,Officer,Raghavendra Udupi,Constable,STN-KA-HBL-0029
OFF-0001259,Officer,Prashanth Kumar,Inspector,STN-KA-HBL-0029
OFF-0001260,Officer,Mahesh Singh,Head Constable,STN-KA-HBL-0029
OFF-0001261,Officer,Deepak Murthy,Head Constable,STN-KA-HBL-0029
OFF-0001262,Officer,Sujatha Verma,ASP,STN-KA-HBL-0029
OFF-0001263,Officer,Gaurav Desai,Sub-Inspector,STN-KA-HBL-0029
OFF-0001264,Officer,Kavitha Swamy,Head Constable,STN-KA-HBL-0029
OFF-0001265,Officer,Rohit Shetty,Head Constable,STN-KA-BLG-0000
OFF-0001266,Officer,Raghavendra Rao,Constable,STN-KA-BLG-0000
OFF-0001267,Officer,Prashanth Hegde,Inspector,STN-KA-BLG-0000
OFF-0001268,Officer,Tejas Raju,ASI,STN-KA-BLG-0000
OFF-0001269,Officer,Rekha Aras,Sub-Inspector,STN-KA-BLG-0001
OFF-0001270,Officer,Rohit Patil,Constable,STN-KA-BLG-0001
OFF-0001271,Officer,Raghavendra Naik,Head Constable,STN-KA-BLG-0001
OFF-0001272,Officer,Shantha Rao,Head Constable,STN-KA-BLG-0001
OFF-0001273,Officer,Geetha Kamath,Constable,STN-KA-BLG-0002
OFF-0001274,Officer,Sandeep Thakur,Head Constable,STN-KA-BLG-0002
OFF-0001275,Officer,Akash Lingayat,DSP,STN-KA-BLG-0002
OFF-0001276,Officer,Gaurav Hegde,Head Constable,STN-KA-BLG-0002
OFF-0001277,Officer,Ajay Shetty,Constable,STN-KA-BLG-0003
OFF-0001278,Officer,Mohan Kamath,SP,STN-KA-BLG-0003
OFF-0001279,Officer,Pooja Krishnamurthy,Sub-Inspector,STN-KA-BLG-0003
OFF-0001280,Officer,Prakash Vokkaliga,ASI,STN-KA-BLG-0003
OFF-0001281,Officer,Swathi Pillai,ASI,STN-KA-BLG-0003
OFF-0001282,Officer,Suresh Ayyar,Sub-Inspector,STN-KA-BLG-0003
OFF-0001283,Officer,Nirmala Krishnamurthy,Constable,STN-KA-BLG-0003
OFF-0001284,Officer,Kiran Pillai,Constable,STN-KA-BLG-0003
OFF-0001285,Officer,Arjun Rao,Constable,STN-KA-BLG-0003
OFF-0001286,Officer,Prashanth Sharma,Sub-Inspector,STN-KA-BLG-0003
OFF-0001287,Officer,Swathi Verma,Sub-Inspector,STN-KA-BLG-0003
OFF-0001288,Officer,Srikanth Raju,Constable,STN-KA-BLG-0004
OFF-0001289,Officer,Basavaraj Singh,Sub-Inspector,STN-KA-BLG-0004
OFF-0001290,Officer,Rajesh Nambiar,ASI,STN-KA-BLG-0004
OFF-0001291,Officer,Suma Lingayat,Constable,STN-KA-BLG-0004
OFF-0001292,Officer,Suresh Verma,Constable,STN-KA-BLG-0004
OFF-0001293,Officer,Srikanth Raju,Head Constable,STN-KA-BLG-0004
OFF-0001294,Officer,Basavaraj Joshi,Constable,STN-KA-BLG-0005
OFF-0001295,Officer,Amala Hegde,Sub-Inspector,STN-KA-BLG-0005
OFF-0001296,Officer,Harsh Aras,Constable,STN-KA-BLG-0005
OFF-0001297,Officer,Deepak Pillai,Constable,STN-KA-BLG-0005
OFF-0001298,Officer,Suma Pillai,Constable,STN-KA-BLG-0006
OFF-0001299,Officer,Arjun Naik,Inspector,STN-KA-BLG-0006
OFF-0001300,Officer,Raghavendra Murthy,Constable,STN-KA-BLG-0006
OFF-0001301,Officer,Pooja Lingayat,Constable,STN-KA-BLG-0006
OFF-0001302,Officer,Bharathi Hegde,Constable,STN-KA-BLG-0007
OFF-0001303,Officer,Prashanth Prabhu,Constable,STN-KA-BLG-0007
OFF-0001304,Officer,Yogesh Patil,Head Constable,STN-KA-BLG-0007
OFF-0001305,Officer,Umesh Kumar,Head Constable,STN-KA-BLG-0007
OFF-0001306,Officer,Vinay Patil,Constable,STN-KA-BLG-0007
OFF-0001307,Officer,Deepak Naik,ASP,STN-KA-BLG-0007
OFF-0001308,Officer,Rajesh Verma,Inspector,STN-KA-BLG-0007
OFF-0001309,Officer,Ganesh Udupi,Head Constable,STN-KA-BLG-0008
OFF-0001310,Officer,Deepak Desai,Constable,STN-KA-BLG-0008
OFF-0001311,Officer,Manjunath Shastri,Head Constable,STN-KA-BLG-0008
OFF-0001312,Officer,Manjunath Raju,Head Constable,STN-KA-BLG-0008
OFF-0001313,Officer,Abhishek Patil,ASI,STN-KA-BLG-0009
OFF-0001314,Officer,Basavaraj Tantri,Head Constable,STN-KA-BLG-0009
OFF-0001315,Officer,Ravi Desai,Constable,STN-KA-BLG-0009
OFF-0001316,Officer,Naveen Ayyar,Constable,STN-KA-BLG-0009
OFF-0001317,Officer,Umesh Aras,Head Constable,STN-KA-BLG-0010
OFF-0001318,Officer,Prashanth Gowda,Head Constable,STN-KA-BLG-0010
OFF-0001319,Officer,Ravi Desai,Head Constable,STN-KA-BLG-0010
OFF-0001320,Officer,Madhu Reddy,Constable,STN-KA-BLG-0010
OFF-0001321,Officer,Rohit Patil,Constable,STN-KA-BLG-0011
OFF-0001322,Officer,Prakash Verma,Head Constable,STN-KA-BLG-0011
OFF-0001323,Officer,Rajesh Reddy,Constable,STN-KA-BLG-0011
OFF-0001324,Officer,Nagaraj Lingayat,Constable,STN-KA-BLG-0011
OFF-0001325,Officer,Nagaraj Hegde,Constable,STN-KA-BLG-0011
