:ID,:LABEL,age,career_stage,district_id,expertise,gender,name,name_kn,risk_level,role
VIC-VIC-FIR-RBG-2021-00027-004,Person,42,,,,M,Abhishek Shastri,,,victim
VIC-VIC-FIR-VKT-2021-00016-000,Person,33,,,,M,Abhishek Murthy,,,victim
VIC-VIC-FIR-VKT-2021-00016-001,Person,30,,,,F,Shruthi Reddy,,,victim
VIC-VIC-FIR-VKT-2021-00016-002,Person,36,,,,F,Sangeetha Desai,,,victim
VIC-VIC-FIR-VKT-2021-00016-003,Person,60,,,,F,Nitya Hegde,,,victim
VIC-VIC-FIR-HVR-2021-00009-000,Person,60,,,,F,Shantha Aras,,,victim
VIC-VIC-FIR-RBG-2021-00028-000,Person,51,,,,F,Meera Nayak,,,victim
VIC-VIC-FIR-RBG-2021-00028-001,Person,32,,,,M,Anil Desai,,,victim
VIC-VIC-FIR-VKT-2021-00017-000,Person,48,,,,F,Suma Ayyar,,,victim
VIC-VIC-FIR-VKT-2021-00017-001,Person,69,,,,F,Vidya Patil,,,victim
VIC-VIC-FIR-VKT-2021-00017-002,Person,71,,,,F,Meera Pillai,,,victim
VIC-VIC-FIR-VKT-2021-00018-000,Person,55,,,,M,Akash Reddy,,,victim
VIC-VIC-FIR-VKT-2021-00018-001,Person,18,,,,M,Tejas Hegde,,,victim
VIC-VIC-FIR-VKT-2021-00018-002,Person,45,,,,F,Priya Swamy,,,victim
VIC-VIC-FIR-HVR-2021-00010-000,Person,59,,,,M,Srikanth Nambiar,,,victim
VIC-VIC-FIR-HVR-2021-00010-001,Person,62,,,,M,Abhishek Kumar,,,victim
VIC-VIC-FIR-HVR-2021-00010-002,Person,49,,,,F,Sangeetha Ayyar,,,victim
VIC-VIC-FIR-HVR-2021-00011-000,Person,53,,,,F,Madhu Shastri,,,victim
VIC-VIC-FIR-HVR-2021-00011-001,Person,70,,,,F,Swathi Nayak,,,victim
VIC-VIC-FIR-RMN-2021-00002-000,Person,54,,,,F,Amala Singh,,,victim
VIC-VIC-FIR-RBG-2021-00029-000,Person,55,,,,F,Shruthi Singh,,,victim
VIC-VIC-FIR-HVR-2021-00012-000,Person,74,,,,M,Yogesh Hegde,,,victim
VIC-VIC-FIR-HVR-2021-00012-001,Person,18,,,,F,Sangeetha Kamath,,,victim
VIC-VIC-FIR-RBG-2021-00030-000,Person,35,,,,M,Ravi Rao,,,victim
VIC-VIC-FIR-HVR-2021-00013-000,Person,20,,,,M,Yogesh Shetty,,,victim
VIC-VIC-FIR-MGL-2021-00004-000,Person,42,,,,F,Pooja Vokkaliga,,,victim
VIC-VIC-FIR-MGL-2021-00004-001,Person,45,,,,M,Raghavendra Reddy,,,victim
VIC-VIC-FIR-RBG-2021-00031-000,Person,55,,,,M,Deepak Kumar,,,victim
VIC-VIC-FIR-RBG-2021-00031-001,Person,46,,,,F,Sujatha Rao,,,victim
VIC-VIC-FIR-RBG-2021-00031-002,Person,33,,,,F,Pooja Thakur,,,victim
VIC-VIC-FIR-RBG-2021-00031-003,Person,27,,,,M,Vikram Ayyar,,,victim
VIC-VIC-FIR-HVR-2021-00014-000,Person,69,,,,M,Arjun Kamath,,,victim
VIC-VIC-FIR-HVR-2021-00014-001,Person,70,,,,F,Rekha Kumar,,,victim
VIC-VIC-FIR-HVR-2021-00014-002,Person,41,,,,F,Suma Lingayat,,,victim
VIC-VIC-FIR-MGL-2021-00005-000,Person,62,,,,F,Geetha Aras,,,victim
VIC-VIC-FIR-MGL-2021-00005-001,Person,45,,,,M,Harsh Ayyar,,,victim
VIC-VIC-FIR-MGL-2021-00005-002,Person,29,,,,M,Arjun Hegde,,,victim
VIC-VIC-FIR-HBL-2021-00005-000,Person,44,,,,M,Akash Bhat,,,victim
VIC-VIC-FIR-HBL-2021-00005-001,Person,39,,,,M,Suresh Udupi,,,victim
VIC-VIC-FIR-RBG-2021-00032-000,Person,57,,,,F,Sangeetha Swamy,,,victim
VIC-VIC-FIR-RBG-2021-00032-001,Person,75,,,,M,Abhishek Verma,,,victim
VIC-VIC-FIR-HVR-2021-00015-000,Person,56,,,,M,Kiran Nambiar,,,victim
VIC-VIC-FIR-HBL-2021-00006-000,Person,30,,,,M,Srikanth Gowda,,,victim
VIC-VIC-FIR-RBG-2021-00033-000,Person,19,,,,F,Seeta Hegde,,,victim
VIC-VIC-FIR-RBG-2021-00033-001,Person,68,,,,F,Meera Thakur,,,victim
VIC-VIC-FIR-RBG-2021-00033-002,Person,53,,,,M,Vinay Swamy,,,victim
VIC-VIC-FIR-RBG-2021-00033-003,Person,19,,,,F,Sneha Adiga,,,victim
VIC-VIC-FIR-RBG-2021-00033-004,Person,37,,,,F,Bharathi Pillai,,,victim
VIC-VIC-FIR-HVR-2021-00016-000,Person,24,,,,F,Rekha Vokkaliga,,,victim
VIC-VIC-FIR-HVR-2021-00016-001,Person,29,,,,M,Prakash Bhat,,,victim
VIC-VIC-FIR-MGL-2021-00006-000,Person,51,,,,M,Sandeep Nayak,,,victim
VIC-VIC-FIR-MGL-2021-00006-001,Person,37,,,,F,Anjali Pillai,,,victim
VIC-VIC-FIR-HBL-2021-00007-000,Person,53,,,,M,Raghavendra Rao,,,victim
VIC-VIC-FIR-HBL-2021-00007-001,Person,73,,,,M,Sandeep Shastri,,,victim
VIC-VIC-FIR-RBG-2021-00034-000,Person,57,,,,F,Sujatha Aras,,,victim
VIC-VIC-FIR-RBG-2021-00034-001,Person,35,,,,M,Mahesh Sharma,,,victim
VIC-VIC-FIR-HVR-2021-00017-000,Person,72,,,,M,Rohit Naik,,,victim
VIC-VIC-FIR-HVR-2021-00017-001,Person,33,,,,M,Abhishek Prabhu,,,victim
VIC-VIC-FIR-HVR-2021-00017-002,Person,33,,,,M,Rajesh Sharma,,,victim
VIC-VIC-FIR-MGL-2021-00007-000,Person,25,,,,M,Shivakumar Sharma,,,victim
VIC-VIC-FIR-MGL-2021-00007-001,Person,37,,,,M,Shivakumar Nayak,,,victim
VIC-VIC-FIR-MGL-2021-00007-002,Person,62,,,,F,Bharathi Reddy,,,victim
VIC-VIC-FIR-VKT-2021-00019-000,Person,47,,,,M,Vinay Vokkaliga,,,victim
VIC-VIC-FIR-VKT-2021-00019-001,Person,48,,,,M,Basavaraj Adiga,,,victim
VIC-VIC-FIR-HVR-2021-00018-000,Person,44,,,,F,Nirmala Verma,,,victim
VIC-VIC-FIR-HVR-2021-00018-001,Person,59,,,,M,Vikram Naik,,,victim
VIC-VIC-FIR-MGL-2021-00008-000,Person,70,,,,M,Prakash Desai,,,victim
VIC-VIC-FIR-MGL-2021-00008-001,Person,71,,,,M,Sandeep Ayyar,,,victim
VIC-VIC-FIR-HBL-2021-00008-000,Person,23,,,,F,Madhu Ayyar,,,victim
VIC-VIC-FIR-HVR-2021-00019-000,Person,40,,,,M,Basavaraj Singh,,,victim
VIC-VIC-FIR-HVR-2021-00019-001,Person,66,,,,F,Bharathi Singh,,,victim
VIC-VIC-FIR-MGL-2021-00009-000,Person,18,,,,F,Rekha Tantri,,,victim
VIC-VIC-FIR-HBL-2021-00009-000,Person,58,,,,F,Seeta Verma,,,victim
VIC-VIC-FIR-HBL-2021-00009-001,Person,33,,,,F,Shruthi Prabhu,,,victim
VIC-VIC-FIR-HBL-2021-00010-000,Person,19,,,,M,Shivakumar Aras,,,victim
VIC-VIC-FIR-HBL-2021-00010-001,Person,34,,,,F,Bharathi Shetty,,,victim
VIC-VIC-FIR-HBL-2021-00010-002,Person,31,,,,F,Anita Krishnamurthy,,,victim
VIC-VIC-FIR-BLR-2021-00027-000,Person,58,,,,M,Arjun Patil,,,victim
VIC-VIC-FIR-BLR-2021-00027-001,Person,23,,,,F,Radha Patil,,,victim
VIC-VIC-FIR-BLR-2021-00027-002,Person,51,,,,F,Deepa Singh,,,victim
VIC-VIC-FIR-HVR-2021-00020-000,Person,26,,,,F,Seeta Lingayat,,,victim
VIC-VIC-FIR-HVR-2021-00020-001,Person,73,,,,M,Raghavendra Raju,,,victim
VIC-VIC-FIR-MGL-2021-00010-000,Person,50,,,,F,Jyothi Lingayat,,,victim
VIC-VIC-FIR-MGL-2021-00010-001,Person,62,,,,M,Basavaraj Thakur,,,victim
VIC-VIC-FIR-MGL-2021-00010-002,Person,64,,,,M,Kiran Shastri,,,victim
VIC-VIC-FIR-MGL-2021-00011-000,Person,66,,,,M,Vikram Bhat,,,victim
VIC-VIC-FIR-HBL-2021-00011-000,Person,22,,,,M,Kiran Reddy,,,victim
VIC-VIC-FIR-HBL-2021-00011-001,Person,47,,,,M,Tejas Kumar,,,victim
VIC-VIC-FIR-HBL-2021-00012-000,Person,59,,,,M,Sandeep Ayyar,,,victim
VIC-VIC-FIR-HSN-2021-00002-000,Person,28,,,,F,Kavitha Thakur,,,victim
VIC-VIC-FIR-HSN-2021-00002-001,Person,51,,,,F,Jyothi Shastri,,,victim
VIC-VIC-FIR-HSN-2021-00002-002,Person,50,,,,F,Meera Aras,,,victim
VIC-VIC-FIR-MGL-2021-00012-000,Person,69,,,,M,Ajay Nayak,,,victim
VIC-VIC-FIR-MGL-2021-00012-001,Person,34,,,,F,Radha Murthy,,,victim
VIC-VIC-FIR-MGL-2021-00012-002,Person,41,,,,M,Shivakumar Lingayat,,,victim
VIC-VIC-FIR-RBG-2021-00035-000,Person,73,,,,M,Mahesh Ayyar,,,victim
VIC-VIC-FIR-RBG-2021-00035-001,Person,66,,,,M,Anil Aras,,,victim
VIC-VIC-FIR-RBG-2021-00035-002,Person,29,,,,M,Ramesh Kamath,,,victim
VIC-VIC-FIR-HBL-2021-00013-000,Person,42,,,,M,Abhishek Udupi,,,victim
VIC-VIC-FIR-HBL-2021-00013-001,Person,42,,,,F,Shruthi Aras,,,victim
VIC-VIC-FIR-HBL-2021-00013-002,Person,30,,,,F,Priya Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00028-000,Person,62,,,,M,Umesh Singh,,,victim
VIC-VIC-FIR-BLR-2021-00028-001,Person,38,,,,F,Anjali Vokkaliga,,,victim
VIC-VIC-FIR-BLG-2021-00004-000,Person,30,,,,M,Mahesh Hegde,,,victim
VIC-VIC-FIR-BLG-2021-00004-001,Person,75,,,,M,Mahesh Desai,,,victim
VIC-VIC-FIR-HBL-2021-00014-000,Person,43,,,,M,Nagaraj Raju,,,victim
VIC-VIC-FIR-HBL-2021-00014-001,Person,46,,,,M,Ganesh Kumar,,,victim
VIC-VIC-FIR-HBL-2021-00014-002,Person,59,,,,M,Nagaraj Kamath,,,victim
VIC-VIC-FIR-RMN-2021-00003-000,Person,26,,,,M,Prashanth Krishnamurthy,,,victim
VIC-VIC-FIR-RMN-2021-00003-001,Person,22,,,,F,Geetha Shastri,,,victim
VIC-VIC-FIR-RMN-2021-00003-002,Person,26,,,,M,Sandeep Naik,,,victim
VIC-VIC-FIR-RMN-2021-00003-003,Person,58,,,,M,Ganesh Nayak,,,victim
VIC-VIC-FIR-RMN-2021-00003-004,Person,50,,,,M,Ajay Vokkaliga,,,victim
VIC-VIC-FIR-BLR2-2021-00007-000,Person,37,,,,F,Meera Murthy,,,victim
VIC-VIC-FIR-BLR2-2021-00007-001,Person,43,,,,F,Priya Shetty,,,victim
VIC-VIC-FIR-BLR2-2021-00007-002,Person,70,,,,M,Ravi Verma,,,victim
VIC-VIC-FIR-MGL-2021-00013-000,Person,57,,,,F,Saritha Hegde,,,victim
VIC-VIC-FIR-MGL-2021-00013-001,Person,72,,,,F,Jyothi Kumar,,,victim
VIC-VIC-FIR-HBL-2021-00015-000,Person,18,,,,F,Saritha Raju,,,victim
VIC-VIC-FIR-HBL-2021-00015-001,Person,71,,,,M,Manjunath Joshi,,,victim
VIC-VIC-FIR-KDG-2021-00001-000,Person,45,,,,M,Umesh Kumar,,,victim
VIC-VIC-FIR-KDG-2021-00001-001,Person,48,,,,F,Bharathi Patil,,,victim
VIC-VIC-FIR-KDG-2021-00001-002,Person,70,,,,F,Radha Lingayat,,,victim
VIC-VIC-FIR-MGL-2021-00014-000,Person,51,,,,F,Amala Joshi,,,victim
VIC-VIC-FIR-MGL-2021-00014-001,Person,49,,,,F,Sneha Bhat,,,victim
VIC-VIC-FIR-MGL-2021-00014-002,Person,42,,,,F,Nirmala Raju,,,victim
VIC-VIC-FIR-HBL-2021-00016-000,Person,20,,,,F,Vidya Adiga,,,victim
VIC-VIC-FIR-HBL-2021-00016-001,Person,43,,,,F,Sujatha Swamy,,,victim
VIC-VIC-FIR-HBL-2021-00016-002,Person,43,,,,F,Shantha Gowda,,,victim
VIC-VIC-FIR-KDG-2021-00002-000,Person,49,,,,F,Lakshmi Murthy,,,victim
VIC-VIC-FIR-MGL-2021-00015-000,Person,25,,,,F,Pooja Adiga,,,victim
VIC-VIC-FIR-MGL-2021-00015-001,Person,62,,,,M,Akash Tantri,,,victim
VIC-VIC-FIR-HBL-2021-00017-000,Person,40,,,,F,Sujatha Patil,,,victim
VIC-VIC-FIR-HBL-2021-00017-001,Person,37,,,,F,Rekha Adiga,,,victim
VIC-VIC-FIR-HBL-2021-00017-002,Person,58,,,,F,Rekha Rao,,,victim
VIC-VIC-FIR-KDG-2021-00003-000,Person,24,,,,M,Raghavendra Udupi,,,victim
VIC-VIC-FIR-MGL-2021-00016-000,Person,59,,,,M,Shivakumar Vokkaliga,,,victim
VIC-VIC-FIR-MGL-2021-00016-001,Person,42,,,,F,Shantha Kamath,,,victim
VIC-VIC-FIR-KDG-2021-00004-000,Person,53,,,,M,Raghavendra Verma,,,victim
VIC-VIC-FIR-MGL-2021-00017-000,Person,26,,,,F,Radha Verma,,,victim
VIC-VIC-FIR-MGL-2021-00017-001,Person,19,,,,M,Nagaraj Raju,,,victim
VIC-VIC-FIR-MGL-2021-00017-002,Person,25,,,,M,Rajesh Naik,,,victim
VIC-VIC-FIR-MGL-2021-00018-000,Person,66,,,,F,Pooja Aras,,,victim
VIC-VIC-FIR-MGL-2021-00018-001,Person,49,,,,F,Madhu Bhat,,,victim
VIC-VIC-FIR-HBL-2021-00018-000,Person,67,,,,M,Satish Hegde,,,victim
VIC-VIC-FIR-HBL-2021-00018-001,Person,55,,,,F,Swathi Verma,,,victim
VIC-VIC-FIR-HBL-2021-00018-002,Person,48,,,,M,Mohan Udupi,,,victim
VIC-VIC-FIR-KDG-2021-00005-000,Person,75,,,,M,Anil Singh,,,victim
VIC-VIC-FIR-MGL-2021-00019-000,Person,47,,,,F,Deepa Ayyar,,,victim
VIC-VIC-FIR-MGL-2021-00019-001,Person,70,,,,F,Sangeetha Kamath,,,victim
VIC-VIC-FIR-MGL-2021-00019-002,Person,66,,,,F,Saritha Krishnamurthy,,,victim
VIC-VIC-FIR-HBL-2021-00019-000,Person,64,,,,F,Priya Shastri,,,victim
VIC-VIC-FIR-HBL-2021-00019-001,Person,48,,,,F,Rekha Krishnamurthy,,,victim
VIC-VIC-FIR-KDG-2021-00006-000,Person,33,,,,M,Akash Sharma,,,victim
VIC-VIC-FIR-CHT-2021-00001-000,Person,32,,,,M,Vinay Patil,,,victim
VIC-VIC-FIR-CHT-2021-00001-001,Person,49,,,,F,Sujatha Singh,,,victim
VIC-VIC-FIR-CHT-2021-00001-002,Person,56,,,,F,Rekha Krishnamurthy,,,victim
VIC-VIC-FIR-CHT-2021-00001-003,Person,69,,,,F,Kavitha Shastri,,,victim
VIC-VIC-FIR-CHT-2021-00001-004,Person,51,,,,M,Yogesh Shastri,,,victim
VIC-VIC-FIR-HBL-2021-00020-000,Person,21,,,,F,Geetha Sharma,,,victim
VIC-VIC-FIR-KDG-2021-00007-000,Person,28,,,,F,Meera Pillai,,,victim
VIC-VIC-FIR-CHT-2021-00002-000,Person,44,,,,M,Vinay Sharma,,,victim
VIC-VIC-FIR-CHT-2021-00002-001,Person,71,,,,M,Srikanth Gowda,,,victim
VIC-VIC-FIR-CHT-2021-00002-002,Person,67,,,,F,Geetha Patil,,,victim
VIC-VIC-FIR-HBL-2021-00021-000,Person,51,,,,F,Nirmala Tantri,,,victim
VIC-VIC-FIR-KDG-2021-00008-000,Person,31,,,,M,Suresh Desai,,,victim
VIC-VIC-FIR-CHT-2021-00003-000,Person,67,,,,M,Gaurav Nayak,,,victim
VIC-VIC-FIR-BLR-2021-00029-000,Person,65,,,,M,Ganesh Rao,,,victim
VIC-VIC-FIR-BLR-2021-00029-001,Person,24,,,,M,Yogesh Murthy,,,victim
VIC-VIC-FIR-HBL-2021-00022-000,Person,23,,,,M,Harsh Aras,,,victim
VIC-VIC-FIR-HBL-2021-00022-001,Person,48,,,,M,Gaurav Tantri,,,victim
VIC-VIC-FIR-KDG-2021-00009-000,Person,49,,,,F,Deepa Patil,,,victim
VIC-VIC-FIR-KDG-2021-00009-001,Person,51,,,,M,Mohan Aras,,,victim
VIC-VIC-FIR-CHT-2021-00004-000,Person,60,,,,F,Vidya Desai,,,victim
VIC-VIC-FIR-BLR-2021-00030-000,Person,29,,,,F,Vidya Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00030-001,Person,44,,,,F,Sneha Nambiar,,,victim
VIC-VIC-FIR-HBL-2021-00023-000,Person,64,,,,M,Shivakumar Adiga,,,victim
VIC-VIC-FIR-KDG-2021-00010-000,Person,47,,,,M,Vinay Shastri,,,victim
VIC-VIC-FIR-KDG-2021-00010-001,Person,27,,,,F,Nitya Lingayat,,,victim
VIC-VIC-FIR-CHT-2021-00005-000,Person,66,,,,M,Kiran Nambiar,,,victim
VIC-VIC-FIR-CHT-2021-00005-001,Person,46,,,,F,Suma Patil,,,victim
VIC-VIC-FIR-BLR-2021-00031-000,Person,56,,,,M,Basavaraj Udupi,,,victim
VIC-VIC-FIR-BLR-2021-00031-001,Person,61,,,,M,Gaurav Bhat,,,victim
VIC-VIC-FIR-BLR-2021-00031-002,Person,67,,,,F,Sujatha Rao,,,victim
VIC-VIC-FIR-HBL-2021-00024-000,Person,41,,,,F,Radha Shetty,,,victim
VIC-VIC-FIR-HBL-2021-00024-001,Person,71,,,,F,Sujatha Raju,,,victim
VIC-VIC-FIR-KDG-2021-00011-000,Person,52,,,,F,Nitya Singh,,,victim
VIC-VIC-FIR-KDG-2021-00011-001,Person,42,,,,F,Swathi Vokkaliga,,,victim
VIC-VIC-FIR-KDG-2021-00011-002,Person,52,,,,M,Satish Bhat,,,victim
VIC-VIC-FIR-CHT-2021-00006-000,Person,43,,,,M,Basavaraj Verma,,,victim
VIC-VIC-FIR-CHT-2021-00006-001,Person,40,,,,F,Shantha Shetty,,,victim
VIC-VIC-FIR-CHT-2021-00006-002,Person,64,,,,M,Basavaraj Adiga,,,victim
VIC-VIC-FIR-BLR-2021-00032-000,Person,21,,,,M,Ravi Nayak,,,victim
VIC-VIC-FIR-HBL-2021-00025-000,Person,48,,,,M,Harsh Patil,,,victim
VIC-VIC-FIR-HBL-2021-00025-001,Person,54,,,,F,Anita Patil,,,victim
VIC-VIC-FIR-KDG-2021-00012-000,Person,22,,,,F,Nirmala Joshi,,,victim
VIC-VIC-FIR-CHT-2021-00007-000,Person,42,,,,F,Saritha Thakur,,,victim
VIC-VIC-FIR-CHT-2021-00007-001,Person,45,,,,M,Suresh Shastri,,,victim
VIC-VIC-FIR-CHT-2021-00007-002,Person,46,,,,M,Ganesh Thakur,,,victim
VIC-VIC-FIR-BLR-2021-00033-000,Person,39,,,,M,Rajesh Kumar,,,victim
VIC-VIC-FIR-KLP-2021-00011-000,Person,54,,,,M,Naveen Udupi,,,victim
VIC-VIC-FIR-KDG-2021-00013-000,Person,55,,,,F,Seeta Pillai,,,victim
VIC-VIC-FIR-KDG-2021-00013-001,Person,67,,,,M,Arjun Reddy,,,victim
VIC-VIC-FIR-CHT-2021-00008-000,Person,42,,,,M,Anil Vokkaliga,,,victim
VIC-VIC-FIR-CHT-2021-00008-001,Person,73,,,,F,Jyothi Hegde,,,victim
VIC-VIC-FIR-CHT-2021-00008-002,Person,48,,,,F,Priya Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00034-000,Person,52,,,,F,Shruthi Patil,,,victim
VIC-VIC-FIR-BLR-2021-00034-001,Person,46,,,,M,Nagaraj Raju,,,victim
VIC-VIC-FIR-BLR-2021-00034-002,Person,37,,,,F,Amala Udupi,,,victim
VIC-VIC-FIR-HBL-2021-00026-000,Person,72,,,,M,Basavaraj Rao,,,victim
VIC-VIC-FIR-HBL-2021-00026-001,Person,46,,,,M,Ravi Kumar,,,victim
VIC-VIC-FIR-KDG-2021-00014-000,Person,54,,,,M,Vinay Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00035-000,Person,37,,,,M,Mohan Hegde,,,victim
VIC-VIC-FIR-BLR-2021-00035-001,Person,36,,,,F,Kavitha Naik,,,victim
VIC-VIC-FIR-BLR-2021-00035-002,Person,29,,,,M,Vinay Gowda,,,victim
VIC-VIC-FIR-HBL-2021-00027-000,Person,58,,,,F,Bharathi Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00036-000,Person,58,,,,F,Radha Reddy,,,victim
VIC-VIC-FIR-BLR-2021-00036-001,Person,46,,,,F,Geetha Verma,,,victim
VIC-VIC-FIR-BLR-2021-00036-002,Person,33,,,,M,Vikram Swamy,,,victim
VIC-VIC-FIR-KLP-2021-00012-000,Person,39,,,,M,Rohit Vokkaliga,,,victim
VIC-VIC-FIR-KLP-2021-00012-001,Person,24,,,,F,Nirmala Nayak,,,victim
VIC-VIC-FIR-BLR-2021-00037-000,Person,36,,,,F,Sangeetha Reddy,,,victim
VIC-VIC-FIR-BLR-2021-00037-001,Person,35,,,,F,Anjali Ayyar,,,victim
VIC-VIC-FIR-BLR-2021-00037-002,Person,32,,,,M,Rohit Gowda,,,victim
VIC-VIC-FIR-KLP-2021-00013-000,Person,28,,,,M,Satish Kamath,,,victim
VIC-VIC-FIR-KLP-2021-00014-000,Person,51,,,,M,Mahesh Sharma,,,victim
VIC-VIC-FIR-KLP-2021-00014-001,Person,61,,,,M,Suresh Nayak,,,victim
VIC-VIC-FIR-KLP-2021-00014-002,Person,51,,,,M,Tejas Prabhu,,,victim
VIC-VIC-FIR-HBL-2021-00028-000,Person,46,,,,F,Sneha Raju,,,victim
VIC-VIC-FIR-KLP-2021-00015-000,Person,70,,,,F,Sneha Udupi,,,victim
VIC-VIC-FIR-UDR-2021-00001-000,Person,62,,,,M,Manjunath Shastri,,,victim
VIC-VIC-FIR-KLP-2021-00016-000,Person,71,,,,F,Sneha Desai,,,victim
VIC-VIC-FIR-KLP-2021-00016-001,Person,55,,,,M,Umesh Hegde,,,victim
VIC-VIC-FIR-BLG-2021-00005-000,Person,23,,,,M,Kiran Vokkaliga,,,victim
VIC-VIC-FIR-BLR-2021-00038-000,Person,39,,,,F,Anjali Pillai,,,victim
VIC-VIC-FIR-BLR-2021-00038-001,Person,53,,,,M,Ajay Nayak,,,victim
VIC-VIC-FIR-BLR-2021-00038-002,Person,18,,,,M,Rohit Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00039-000,Person,61,,,,F,Jyothi Kumar,,,victim
VIC-VIC-FIR-KLP-2021-00017-000,Person,34,,,,F,Saritha Kumar,,,victim
VIC-VIC-FIR-KLP-2021-00017-001,Person,57,,,,F,Radha Hegde,,,victim
VIC-VIC-FIR-KLP-2021-00017-002,Person,22,,,,F,Geetha Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00040-000,Person,50,,,,F,Jyothi Patil,,,victim
VIC-VIC-FIR-BLR-2021-00040-001,Person,65,,,,F,Lakshmi Prabhu,,,victim
VIC-VIC-FIR-BLR-2021-00040-002,Person,63,,,,M,Satish Singh,,,victim
VIC-VIC-FIR-BLR-2021-00041-000,Person,27,,,,M,Gaurav Raju,,,victim
VIC-VIC-FIR-BLR-2021-00041-001,Person,21,,,,M,Sandeep Krishnamurthy,,,victim
VIC-VIC-FIR-BLR-2021-00041-002,Person,58,,,,M,Abhishek Thakur,,,victim
VIC-VIC-FIR-KLP-2021-00018-000,Person,75,,,,F,Saritha Krishnamurthy,,,victim
VIC-VIC-FIR-HBL-2021-00029-000,Person,75,,,,F,Anita Aras,,,victim
VIC-VIC-FIR-HBL-2021-00029-001,Person,55,,,,F,Sangeetha Udupi,,,victim
VIC-VIC-FIR-HBL-2021-00029-002,Person,71,,,,F,Suma Singh,,,victim
VIC-VIC-FIR-BLR-2021-00042-000,Person,26,,,,F,Suma Desai,,,victim
VIC-VIC-FIR-BLR-2021-00042-001,Person,30,,,,F,Seeta Adiga,,,victim
VIC-VIC-FIR-HBL-2021-00030-000,Person,21,,,,F,Madhu Shetty,,,victim
VIC-VIC-FIR-HBL-2021-00030-001,Person,43,,,,M,Prakash Joshi,,,victim
VIC-VIC-FIR-HBL-2021-00030-002,Person,56,,,,F,Saritha Pillai,,,victim
VIC-VIC-FIR-RBG-2021-00036-000,Person,41,,,,M,Mahesh Adiga,,,victim
VIC-VIC-FIR-RBG-2021-00036-001,Person,53,,,,M,Vikram Rao,,,victim
VIC-VIC-FIR-BLR-2021-00043-000,Person,52,,,,F,Lakshmi Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00043-001,Person,21,,,,M,Ajay Ayyar,,,victim
VIC-VIC-FIR-BLR-2021-00043-002,Person,20,,,,F,Bharathi Shetty,,,victim
VIC-VIC-FIR-KLP-2021-00019-000,Person,64,,,,F,Deepa Nambiar,,,victim
VIC-VIC-FIR-HBL-2021-00031-000,Person,66,,,,M,Vikram Udupi,,,victim
VIC-VIC-FIR-BLR-2021-00044-000,Person,48,,,,F,Suma Verma,,,victim
VIC-VIC-FIR-KLP-2021-00020-000,Person,60,,,,M,Vinay Naik,,,victim
VIC-VIC-FIR-CHB-2021-00004-000,Person,57,,,,M,Naveen Murthy,,,victim
VIC-VIC-FIR-CHB-2021-00004-001,Person,31,,,,F,Priya Patil,,,victim
VIC-VIC-FIR-CHB-2021-00004-002,Person,29,,,,F,Anjali Reddy,,,victim
VIC-VIC-FIR-CHB-2021-00004-003,Person,35,,,,M,Umesh Kumar,,,victim
VIC-VIC-FIR-CHB-2021-00004-004,Person,54,,,,M,Raghavendra Rao,,,victim
VIC-VIC-FIR-BLR-2021-00045-000,Person,64,,,,F,Shruthi Udupi,,,victim
VIC-VIC-FIR-BLR-2021-00045-001,Person,45,,,,F,Sangeetha Nayak,,,victim
VIC-VIC-FIR-BLR-2021-00045-002,Person,58,,,,M,Satish Gowda,,,victim
VIC-VIC-FIR-HBL-2021-00032-000,Person,58,,,,M,Arjun Thakur,,,victim
VIC-VIC-FIR-HBL-2021-00032-001,Person,38,,,,M,Prakash Shastri,,,victim
VIC-VIC-FIR-HBL-2021-00032-002,Person,66,,,,M,Manjunath Prabhu,,,victim
VIC-VIC-FIR-BLG-2021-00006-000,Person,39,,,,M,Ravi Tantri,,,victim
VIC-VIC-FIR-MGL-2021-00020-000,Person,34,,,,F,Madhu Naik,,,victim
VIC-VIC-FIR-BLR-2021-00046-000,Person,37,,,,F,Jyothi Ayyar,,,victim
VIC-VIC-FIR-BLR-2021-00046-001,Person,24,,,,M,Ravi Verma,,,victim
VIC-VIC-FIR-RCR-2021-00001-000,Person,71,,,,M,Rajesh Reddy,,,victim
VIC-VIC-FIR-RCR-2021-00001-001,Person,59,,,,M,Shivakumar Patil,,,victim
VIC-VIC-FIR-BLR-2021-00047-000,Person,50,,,,F,Madhu Murthy,,,victim
VIC-VIC-FIR-KLP-2021-00021-000,Person,66,,,,F,Radha Pillai,,,victim
VIC-VIC-FIR-HBL-2021-00033-000,Person,64,,,,M,Yogesh Joshi,,,victim
VIC-VIC-FIR-HBL-2021-00033-001,Person,62,,,,M,Manjunath Ayyar,,,victim
VIC-VIC-FIR-BLR-2021-00048-000,Person,52,,,,F,Shantha Naik,,,victim
VIC-VIC-FIR-BLR-2021-00048-001,Person,53,,,,F,Anita Gowda,,,victim
