officer_id,badge_number,name_en,gender,rank,rank_level,rank_abbr,station_id,district_id,district_name,phone,doj,tenure_years,shift,specialization,is_investigating_officer,is_station_house_officer
OFF-0000856,KSP/MYS/000856,Harsh Joshi,M,Head Constable,2,HC,STN-KA-MYS-0018,KA-MYS,Mysuru,8084416852,2012-06-04,14,afternoon_1400_2200,cyber_crime,false,false
OFF-0000857,KSP/MYS/000857,Sandeep Kamath,M,Head Constable,2,HC,STN-KA-MYS-0018,KA-MYS,Mysuru,9796619518,2005-11-12,20,morning_0600_1400,juvenile,false,false
OFF-0000858,KSP/MYS/000858,Prakash Kamath,M,Sub-Inspector,3,PSI,STN-KA-MYS-0018,KA-MYS,Mysuru,8070909983,2018-02-06,8,general_0900_1800,crime_branch,true,false
OFF-0000859,KSP/MYS/000859,Geetha Singh,F,Sub-Inspector,3,PSI,STN-KA-MYS-0018,KA-MYS,Mysuru,8067906112,2015-03-16,11,afternoon_1400_2200,traffic,true,false
OFF-0000860,KSP/MYS/000860,Shivakumar Tantri,M,Constable,1,PC,STN-KA-MYS-0019,KA-MYS,Mysuru,9273365491,2005-03-18,21,morning_0600_1400,sb_intelligence,false,false
OFF-0000861,KSP/MYS/000861,Mohan Kamath,M,ASI,2,APSI,STN-KA-MYS-0019,KA-MYS,Mysuru,9031325127,2008-12-21,17,morning_0600_1400,cyber_crime,true,false
OFF-0000862,KSP/MYS/000862,Prashanth Murthy,M,Head Constable,2,HC,STN-KA-MYS-0019,KA-MYS,Mysuru,6831505810,2014-02-08,12,afternoon_1400_2200,general,false,false
OFF-0000863,KSP/MYS/000863,Mahesh Tantri,M,Constable,1,PC,STN-KA-MYS-0019,KA-MYS,Mysuru,6873832764,2008-03-22,18,afternoon_1400_2200,sb_intelligence,false,false
OFF-0000864,KSP/MYS/000864,Manjunath Verma,M,Constable,1,PC,STN-KA-MYS-0020,KA-MYS,Mysuru,7594742162,2000-07-05,26,night_2200_0600,anti_corruption,false,false
OFF-0000865,KSP/MYS/000865,Vikram Rao,M,Constable,1,PC,STN-KA-MYS-0020,KA-MYS,Mysuru,8359445699,2002-03-06,24,afternoon_1400_2200,juvenile,false,false
OFF-0000866,KSP/MYS/000866,Nagaraj Krishnamurthy,M,Constable,1,PC,STN-KA-MYS-0020,KA-MYS,Mysuru,8827717765,1998-11-27,27,general_0900_1800,juvenile,false,false
OFF-0000867,KSP/MYS/000867,Ravi Lingayat,M,Constable,1,PC,STN-KA-MYS-0020,KA-MYS,Mysuru,8084160160,2001-04-18,25,night_2200_0600,traffic,false,false
OFF-0000868,KSP/MYS/000868,Amala Kamath,F,Constable,1,PC,STN-KA-MYS-0020,KA-MYS,Mysuru,6503295603,2005-08-03,20,general_0900_1800,traffic,false,false
OFF-0000869,KSP/MYS/000869,Srikanth Prabhu,M,Constable,1,PC,STN-KA-MYS-0020,KA-MYS,Mysuru,9086934939,2013-01-22,13,night_2200_0600,general,false,false
OFF-0000870,KSP/MYS/000870,Jyothi Swamy,F,Constable,1,PC,STN-KA-MYS-0020,KA-MYS,Mysuru,6115640220,2011-12-03,14,night_2200_0600,narcotics,false,false
OFF-0000871,KSP/MYS/000871,Gaurav Desai,M,ASI,2,APSI,STN-KA-MYS-0020,KA-MYS,Mysuru,8038130909,1997-08-14,28,night_2200_0600,sb_intelligence,true,false
OFF-0000872,KSP/MYS/000872,Vinay Reddy,M,ASI,2,APSI,STN-KA-MYS-0020,KA-MYS,Mysuru,9995013562,2015-04-20,11,afternoon_1400_2200,women_cell,true,false
OFF-0000873,KSP/MYS/000873,Ganesh Tantri,M,Constable,1,PC,STN-KA-MYS-0021,KA-MYS,Mysuru,6155868951,2007-07-01,19,night_2200_0600,sb_intelligence,false,false
OFF-0000874,KSP/MYS/000874,Shivakumar Gowda,M,ASI,2,APSI,STN-KA-MYS-0021,KA-MYS,Mysuru,6405573156,2001-07-18,25,afternoon_1400_2200,anti_corruption,true,false
OFF-0000875,KSP/MYS/000875,Satish Shastri,M,Inspector,4,PI,STN-KA-MYS-0021,KA-MYS,Mysuru,8791532386,2016-03-10,10,afternoon_1400_2200,anti_corruption,true,true
OFF-0000876,KSP/MYS/000876,Ramesh Reddy,M,Head Constable,2,HC,STN-KA-MYS-0021,KA-MYS,Mysuru,8154997235,2019-11-30,6,morning_0600_1400,juvenile,false,false
OFF-0000877,KSP/MYS/000877,Kiran Thakur,M,Head Constable,2,HC,STN-KA-MYS-0022,KA-MYS,Mysuru,7250777989,1999-08-20,26,night_2200_0600,narcotics,false,false
OFF-0000878,KSP/MYS/000878,Madhu Singh,F,Constable,1,PC,STN-KA-MYS-0022,KA-MYS,Mysuru,8786358295,2002-01-27,24,afternoon_1400_2200,cyber_crime,false,false
OFF-0000879,KSP/MYS/000879,Ganesh Pillai,M,Head Constable,2,HC,STN-KA-MYS-0022,KA-MYS,Mysuru,6988165900,2008-03-03,18,morning_0600_1400,women_cell,false,false
OFF-0000880,KSP/MYS/000880,Kiran Rao,M,Head Constable,2,HC,STN-KA-MYS-0022,KA-MYS,Mysuru,8647132220,2010-04-30,16,night_2200_0600,narcotics,false,false
OFF-0000881,KSP/MYS/000881,Rajesh Udupi,M,Constable,1,PC,STN-KA-MYS-0022,KA-MYS,Mysuru,9046636780,2020-02-16,6,afternoon_1400_2200,general,false,false
OFF-0000882,KSP/MYS/000882,Ganesh Gowda,M,ASI,2,APSI,STN-KA-MYS-0022,KA-MYS,Mysuru,9557917465,2015-08-01,10,general_0900_1800,women_cell,true,false
OFF-0000883,KSP/MYS/000883,Raghavendra Prabhu,M,Head Constable,2,HC,STN-KA-MYS-0022,KA-MYS,Mysuru,9776377097,2004-05-17,22,night_2200_0600,narcotics,false,false
OFF-0000884,KSP/MYS/000884,Swathi Verma,F,Sub-Inspector,3,PSI,STN-KA-MYS-0022,KA-MYS,Mysuru,8813466974,2017-02-13,9,night_2200_0600,women_cell,true,true
OFF-0000885,KSP/MYS/000885,Sandeep Desai,M,Constable,1,PC,STN-KA-MYS-0022,KA-MYS,Mysuru,6978146355,2025-07-15,1,afternoon_1400_2200,women_cell,false,false
OFF-0000886,KSP/MYS/000886,Raghavendra Lingayat,M,Head Constable,2,HC,STN-KA-MYS-0022,KA-MYS,Mysuru,6361994977,2016-03-04,10,morning_0600_1400,general,false,false
OFF-0000887,KSP/MYS/000887,Rohit Lingayat,M,Constable,1,PC,STN-KA-MYS-0022,KA-MYS,Mysuru,6644094251,2012-06-22,14,morning_0600_1400,sb_intelligence,false,false
OFF-0000888,KSP/MYS/000888,Rajesh Rao,M,Constable,1,PC,STN-KA-MYS-0022,KA-MYS,Mysuru,8254145937,2012-08-12,13,night_2200_0600,anti_corruption,false,false
OFF-0000889,KSP/MYS/000889,Abhishek Murthy,M,Constable,1,PC,STN-KA-MYS-0022,KA-MYS,Mysuru,6673440511,2022-11-10,3,morning_0600_1400,crime_branch,false,false
OFF-0000890,KSP/MYS/000890,Gaurav Desai,M,Constable,1,PC,STN-KA-MYS-0023,KA-MYS,Mysuru,8225508035,1998-02-03,28,afternoon_1400_2200,anti_corruption,false,false
OFF-0000891,KSP/MYS/000891,Akash Joshi,M,Head Constable,2,HC,STN-KA-MYS-0023,KA-MYS,Mysuru,7141399465,2002-12-08,23,afternoon_1400_2200,sb_intelligence,false,false
OFF-0000892,KSP/MYS/000892,Tejas Adiga,M,Constable,1,PC,STN-KA-MYS-0023,KA-MYS,Mysuru,9598325607,2000-09-27,25,general_0900_1800,narcotics,false,false
OFF-0000893,KSP/MYS/000893,Shivakumar Swamy,M,Head Constable,2,HC,STN-KA-MYS-0023,KA-MYS,Mysuru,7674647122,2020-03-22,6,afternoon_1400_2200,women_cell,false,false
OFF-0000894,KSP/MYS/000894,Priya Nayak,F,Head Constable,2,HC,STN-KA-MYS-0024,KA-MYS,Mysuru,6845716768,2010-08-23,15,morning_0600_1400,women_cell,false,false
OFF-0000895,KSP/MYS/000895,Rohit Shetty,M,Constable,1,PC,STN-KA-MYS-0024,KA-MYS,Mysuru,9749535113,2018-08-14,7,morning_0600_1400,cyber_crime,false,false
OFF-0000896,KSP/MYS/000896,Gaurav Verma,M,Head Constable,2,HC,STN-KA-MYS-0024,KA-MYS,Mysuru,8280069547,2000-05-31,26,night_2200_0600,narcotics,false,false
OFF-0000897,KSP/MYS/000897,Seeta Singh,F,Head Constable,2,HC,STN-KA-MYS-0024,KA-MYS,Mysuru,9146006839,2015-08-24,10,general_0900_1800,juvenile,false,false
OFF-0000898,KSP/MYS/000898,Anil Gowda,M,Sub-Inspector,3,PSI,STN-KA-MYS-0025,KA-MYS,Mysuru,8632206733,2008-06-16,18,morning_0600_1400,narcotics,true,true
OFF-0000899,KSP/MYS/000899,Nagaraj Prabhu,M,Inspector,4,PI,STN-KA-MYS-0025,KA-MYS,Mysuru,8936684586,2006-05-27,20,night_2200_0600,crime_branch,true,false
OFF-0000900,KSP/MYS/000900,Suresh Aras,M,Constable,1,PC,STN-KA-MYS-0025,KA-MYS,Mysuru,7661572283,1996-08-23,29,night_2200_0600,juvenile,false,false
OFF-0000901,KSP/MYS/000901,Sangeetha Kumar,F,Constable,1,PC,STN-KA-MYS-0025,KA-MYS,Mysuru,6700896447,2007-11-17,18,afternoon_1400_2200,sb_intelligence,false,false
OFF-0000902,KSP/MYS/000902,Deepak Reddy,M,Head Constable,2,HC,STN-KA-MYS-0025,KA-MYS,Mysuru,8168378319,2001-12-20,24,morning_0600_1400,narcotics,false,false
OFF-0000903,KSP/MYS/000903,Amala Krishnamurthy,F,Head Constable,2,HC,STN-KA-MYS-0026,KA-MYS,Mysuru,7546828233,2005-09-23,20,night_2200_0600,anti_corruption,false,false
OFF-0000904,KSP/MYS/000904,Arjun Nayak,M,Head Constable,2,HC,STN-KA-MYS-0026,KA-MYS,Mysuru,9128739062,2019-06-06,7,afternoon_1400_2200,juvenile,false,false
OFF-0000905,KSP/MYS/000905,Rohit Shetty,M,Constable,1,PC,STN-KA-MYS-0026,KA-MYS,Mysuru,7520133786,2021-08-06,4,afternoon_1400_2200,women_cell,false,false
OFF-0000906,KSP/MYS/000906,Basavaraj Krishnamurthy,M,Head Constable,2,HC,STN-KA-MYS-0026,KA-MYS,Mysuru,7144173194,2014-02-12,12,night_2200_0600,anti_corruption,false,false
OFF-0000907,KSP/MYS/000907,Abhishek Naik,M,Sub-Inspector,3,PSI,STN-KA-MYS-0026,KA-MYS,Mysuru,8312554137,2015-06-26,11,morning_0600_1400,general,true,true
OFF-0000908,KSP/MYS/000908,Suma Naik,F,Sub-Inspector,3,PSI,STN-KA-MYS-0026,KA-MYS,Mysuru,9460644419,2014-06-21,12,afternoon_1400_2200,crime_branch,true,false
OFF-0000909,KSP/MYS/000909,Vidya Murthy,F,Constable,1,PC,STN-KA-MYS-0026,KA-MYS,Mysuru,6112365112,2020-08-28,5,night_2200_0600,general,false,false
OFF-0000910,KSP/MYS/000910,Rohit Thakur,M,Constable,1,PC,STN-KA-MYS-0026,KA-MYS,Mysuru,8065298385,2013-02-14,13,night_2200_0600,narcotics,false,false
OFF-0000911,KSP/MYS/000911,Umesh Udupi,M,Head Constable,2,HC,STN-KA-MYS-0026,KA-MYS,Mysuru,9545999896,2012-04-28,14,general_0900_1800,women_cell,false,false
OFF-0000912,KSP/MYS/000912,Priya Lingayat,F,Constable,1,PC,STN-KA-MYS-0026,KA-MYS,Mysuru,9187876066,1999-12-17,26,night_2200_0600,traffic,false,false
OFF-0000913,KSP/MYS/000913,Shivakumar Lingayat,M,Sub-Inspector,3,PSI,STN-KA-MYS-0026,KA-MYS,Mysuru,6291948907,1999-02-18,27,general_0900_1800,traffic,true,false
OFF-0000914,KSP/MYS/000914,Vikram Krishnamurthy,M,Sub-Inspector,3,PSI,STN-KA-MYS-0026,KA-MYS,Mysuru,8907240684,2002-03-10,24,general_0900_1800,anti_corruption,true,false
OFF-0000915,KSP/MYS/000915,Arjun Singh,M,Sub-Inspector,3,PSI,STN-KA-MYS-0026,KA-MYS,Mysuru,8163278569,2000-12-02,25,morning_0600_1400,sb_intelligence,true,false
OFF-0000916,KSP/MYS/000916,Anil Rao,M,Constable,1,PC,STN-KA-MYS-0026,KA-MYS,Mysuru,9645101065,2006-03-19,20,general_0900_1800,anti_corruption,false,false
OFF-0000917,KSP/MYS/000917,Deepak Kamath,M,Head Constable,2,HC,STN-KA-MYS-0027,KA-MYS,Mysuru,9134002118,2013-07-16,13,morning_0600_1400,crime_branch,false,false
OFF-0000918,KSP/MYS/000918,Geetha Shastri,F,Constable,1,PC,STN-KA-MYS-0027,KA-MYS,Mysuru,6261000411,2015-12-21,10,morning_0600_1400,crime_branch,false,false
OFF-0000919,KSP/MYS/000919,Rekha Verma,F,Constable,1,PC,STN-KA-MYS-0027,KA-MYS,Mysuru,6923902040,2002-11-16,23,night_2200_0600,sb_intelligence,false,false
OFF-0000920,KSP/MYS/000920,Mahesh Hegde,M,Constable,1,PC,STN-KA-MYS-0027,KA-MYS,Mysuru,6637697073,2004-03-20,22,afternoon_1400_2200,traffic,false,false
OFF-0000921,KSP/MYS/000921,Tejas Lingayat,M,ASI,2,APSI,STN-KA-MYS-0027,KA-MYS,Mysuru,7430845762,2019-10-06,6,night_2200_0600,sb_intelligence,true,false
OFF-0000922,KSP/MYS/000922,Rajesh Nambiar,M,Sub-Inspector,3,PSI,STN-KA-MYS-0027,KA-MYS,Mysuru,7467790558,2006-10-02,19,afternoon_1400_2200,cyber_crime,true,true
OFF-0000923,KSP/MYS/000923,Kiran Krishnamurthy,M,Head Constable,2,HC,STN-KA-MYS-0028,KA-MYS,Mysuru,7177450549,2017-11-13,8,afternoon_1400_2200,cyber_crime,false,false
OFF-0000924,KSP/MYS/000924,Tejas Krishnamurthy,M,Constable,1,PC,STN-KA-MYS-0028,KA-MYS,Mysuru,9113789405,2000-05-23,26,night_2200_0600,anti_corruption,false,false
OFF-0000925,KSP/MYS/000925,Ravi Rao,M,Inspector,4,PI,STN-KA-MYS-0028,KA-MYS,Mysuru,9820136289,2006-09-02,19,general_0900_1800,sb_intelligence,true,true
OFF-0000926,KSP/MYS/000926,Tejas Nayak,M,Sub-Inspector,3,PSI,STN-KA-MYS-0028,KA-MYS,Mysuru,6003114850,1998-07-19,28,morning_0600_1400,general,true,false
OFF-0000927,KSP/MYS/000927,Madhu Desai,F,Constable,1,PC,STN-KA-MYS-0028,KA-MYS,Mysuru,7475091007,2004-11-30,21,night_2200_0600,narcotics,false,false
OFF-0000928,KSP/MYS/000928,Seeta Verma,F,Constable,1,PC,STN-KA-MYS-0028,KA-MYS,Mysuru,7077078342,2008-04-11,18,night_2200_0600,traffic,false,false
OFF-0000929,KSP/MYS/000929,Raghavendra Krishnamurthy,M,ASI,2,APSI,STN-KA-MYS-0029,KA-MYS,Mysuru,9980603269,2002-08-03,23,morning_0600_1400,crime_branch,true,false
OFF-0000930,KSP/MYS/000930,Vinay Sharma,M,Inspector,4,PI,STN-KA-MYS-0029,KA-MYS,Mysuru,8240183171,2006-02-24,20,afternoon_1400_2200,anti_corruption,true,true
OFF-0000931,KSP/MYS/000931,Shruthi Ayyar,F,Sub-Inspector,3,PSI,STN-KA-MYS-0029,KA-MYS,Mysuru,9692451192,2018-08-19,7,morning_0600_1400,narcotics,true,false
OFF-0000932,KSP/MYS/000932,Rekha Swamy,F,Head Constable,2,HC,STN-KA-MYS-0029,KA-MYS,Mysuru,7289946124,1996-07-31,29,afternoon_1400_2200,cyber_crime,false,false
OFF-0000933,KSP/MYS/000933,Deepak Aras,M,Head Constable,2,HC,STN-KA-MYS-0029,KA-MYS,Mysuru,6559838965,2016-10-26,9,night_2200_0600,crime_branch,false,false
OFF-0000934,KSP/MYS/000934,Rajesh Pillai,M,Constable,1,PC,STN-KA-MYS-0029,KA-MYS,Mysuru,6057821563,2018-06-21,8,afternoon_1400_2200,cyber_crime,false,false
OFF-0000935,KSP/MGL/000935,Rohit Murthy,M,Constable,1,PC,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,8499816169,2002-09-11,23,general_0900_1800,anti_corruption,false,false
OFF-0000936,KSP/MGL/000936,Shivakumar Raju,M,Constable,1,PC,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,9723957828,2015-09-03,10,afternoon_1400_2200,juvenile,false,false
OFF-0000937,KSP/MGL/000937,Mahesh Shetty,M,ASI,2,APSI,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,6165853997,2011-08-20,14,afternoon_1400_2200,general,true,false
OFF-0000938,KSP/MGL/000938,Shantha Gowda,F,Constable,1,PC,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,7074286975,2016-10-30,9,morning_0600_1400,cyber_crime,false,false
OFF-0000939,KSP/MGL/000939,Srikanth Reddy,M,Constable,1,PC,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,9919315814,2006-11-22,19,morning_0600_1400,narcotics,false,false
OFF-0000940,KSP/MGL/000940,Vinay Swamy,M,Sub-Inspector,3,PSI,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,9187418687,2004-10-15,21,general_0900_1800,women_cell,true,true
OFF-0000941,KSP/MGL/000941,Vinay Reddy,M,Head Constable,2,HC,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,8575229533,2010-02-25,16,morning_0600_1400,general,false,false
OFF-0000942,KSP/MGL/000942,Prashanth Bhat,M,Constable,1,PC,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,7638375084,2024-03-01,2,night_2200_0600,anti_corruption,false,false
OFF-0000943,KSP/MGL/000943,Kavitha Rao,F,Head Constable,2,HC,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,9518355068,2014-07-24,11,morning_0600_1400,anti_corruption,false,false
OFF-0000944,KSP/MGL/000944,Nirmala Adiga,F,Constable,1,PC,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,7499628095,2018-01-22,8,morning_0600_1400,narcotics,false,false
OFF-0000945,KSP/MGL/000945,Nirmala Shetty,F,Sub-Inspector,3,PSI,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,7490635694,2018-09-22,7,night_2200_0600,traffic,true,false
OFF-0000946,KSP/MGL/000946,Rajesh Aras,M,Head Constable,2,HC,STN-KA-MGL-0000,KA-MGL,Dakshina Kannada,6037921506,2003-09-10,22,night_2200_0600,crime_branch,false,false
OFF-0000947,KSP/MGL/000947,Kiran Adiga,M,Constable,1,PC,STN-KA-MGL-0001,KA-MGL,Dakshina Kannada,8618397802,2006-07-19,20,night_2200_0600,general,false,false
OFF-0000948,KSP/MGL/000948,Nagaraj Joshi,M,Sub-Inspector,3,PSI,STN-KA-MGL-0001,KA-MGL,Dakshina Kannada,8833136542,2001-08-10,24,morning_0600_1400,sb_intelligence,true,true
OFF-0000949,KSP/MGL/000949,Abhishek Shetty,M,Constable,1,PC,STN-KA-MGL-0001,KA-MGL,Dakshina Kannada,7828513455,2002-03-16,24,afternoon_1400_2200,sb_intelligence,false,false
OFF-0000950,KSP/MGL/000950,Arjun Vokkaliga,M,Sub-Inspector,3,PSI,STN-KA-MGL-0001,KA-MGL,Dakshina Kannada,8084199144,2012-02-23,14,morning_0600_1400,sb_intelligence,true,false
OFF-0000951,KSP/MGL/000951,Suresh Patil,M,Constable,1,PC,STN-KA-MGL-0001,KA-MGL,Dakshina Kannada,6991890032,2015-12-11,10,general_0900_1800,narcotics,false,false
OFF-0000952,KSP/MGL/000952,Akash Reddy,M,Constable,1,PC,STN-KA-MGL-0001,KA-MGL,Dakshina Kannada,7558132594,2012-04-29,14,night_2200_0600,sb_intelligence,false,false
OFF-0000953,KSP/MGL/000953,Tejas Raju,M,Head Constable,2,HC,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,6093327181,2019-07-29,6,afternoon_1400_2200,anti_corruption,false,false
OFF-0000954,KSP/MGL/000954,Satish Swamy,M,Constable,1,PC,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,9399966489,2006-08-07,19,afternoon_1400_2200,women_cell,false,false
OFF-0000955,KSP/MGL/000955,Mahesh Prabhu,M,Sub-Inspector,3,PSI,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,6755383728,1999-06-23,27,night_2200_0600,juvenile,true,true
OFF-0000956,KSP/MGL/000956,Seeta Sharma,F,Constable,1,PC,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,7199251959,2008-07-16,18,morning_0600_1400,traffic,false,false
OFF-0000957,KSP/MGL/000957,Mohan Tantri,M,Constable,1,PC,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,8419245307,2002-05-12,24,general_0900_1800,anti_corruption,false,false
OFF-0000958,KSP/MGL/000958,Umesh Desai,M,Head Constable,2,HC,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,7715649682,2019-03-08,7,morning_0600_1400,narcotics,false,false
OFF-0000959,KSP/MGL/000959,Arjun Bhat,M,Head Constable,2,HC,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,6742194587,2005-03-10,21,morning_0600_1400,narcotics,false,false
OFF-0000960,KSP/MGL/000960,Rohit Joshi,M,Constable,1,PC,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,7373781004,2012-08-20,13,night_2200_0600,anti_corruption,false,false
OFF-0000961,KSP/MGL/000961,Anil Sharma,M,Constable,1,PC,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,9936383442,2023-12-15,2,general_0900_1800,general,false,false
OFF-0000962,KSP/MGL/000962,Raghavendra Shetty,M,Constable,1,PC,STN-KA-MGL-0002,KA-MGL,Dakshina Kannada,6628561557,2014-11-18,11,general_0900_1800,anti_corruption,false,false
OFF-0000963,KSP/MGL/000963,Kiran Pillai,M,Head Constable,2,HC,STN-KA-MGL-0003,KA-MGL,Dakshina Kannada,6026473048,2004-10-22,21,night_2200_0600,juvenile,false,false
OFF-0000964,KSP/MGL/000964,Satish Joshi,M,ASI,2,APSI,STN-KA-MGL-0003,KA-MGL,Dakshina Kannada,8283637552,2006-06-25,20,afternoon_1400_2200,sb_intelligence,true,false
OFF-0000965,KSP/MGL/000965,Akash Adiga,M,Constable,1,PC,STN-KA-MGL-0003,KA-MGL,Dakshina Kannada,8696608176,2010-04-30,16,general_0900_1800,general,false,false
OFF-0000966,KSP/MGL/000966,Deepak Joshi,M,Head Constable,2,HC,STN-KA-MGL-0003,KA-MGL,Dakshina Kannada,6999311805,2011-08-21,14,night_2200_0600,cyber_crime,false,false
OFF-0000967,KSP/MGL/000967,Shivakumar Shetty,M,Constable,1,PC,STN-KA-MGL-0003,KA-MGL,Dakshina Kannada,9990190519,2014-01-08,12,night_2200_0600,women_cell,false,false
OFF-0000968,KSP/MGL/000968,Nitya Desai,F,Head Constable,2,HC,STN-KA-MGL-0003,KA-MGL,Dakshina Kannada,9824663127,1999-11-30,26,afternoon_1400_2200,general,false,false
OFF-0000969,KSP/MGL/000969,Arjun Ayyar,M,Head Constable,2,HC,STN-KA-MGL-0003,KA-MGL,Dakshina Kannada,6753754413,2006-12-07,19,night_2200_0600,crime_branch,false,false
OFF-0000970,KSP/MGL/000970,Satish Prabhu,M,Head Constable,2,HC,STN-KA-MGL-0003,KA-MGL,Dakshina Kannada,9422355640,2017-01-17,9,morning_0600_1400,crime_branch,false,false
OFF-0000971,KSP/MGL/000971,Umesh Thakur,M,Constable,1,PC,STN-KA-MGL-0003,KA-MGL,Dakshina Kannada,9503679410,2001-02-14,25,night_2200_0600,traffic,false,false
OFF-0000972,KSP/MGL/000972,Umesh Shastri,M,Head Constable,2,HC,STN-KA-MGL-0004,KA-MGL,Dakshina Kannada,7927790895,2006-04-29,20,afternoon_1400_2200,traffic,false,false
OFF-0000973,KSP/MGL/000973,Priya Joshi,F,ASI,2,APSI,STN-KA-MGL-0004,KA-MGL,Dakshina Kannada,9214705012,1998-06-05,28,afternoon_1400_2200,cyber_crime,true,false
OFF-0000974,KSP/MGL/000974,Anita Naik,F,Constable,1,PC,STN-KA-MGL-0004,KA-MGL,Dakshina Kannada,6933389758,2015-04-12,11,afternoon_1400_2200,cyber_crime,false,false
OFF-0000975,KSP/MGL/000975,Akash Swamy,M,Constable,1,PC,STN-KA-MGL-0004,KA-MGL,Dakshina Kannada,7261125291,2024-11-19,1,night_2200_0600,narcotics,false,false
OFF-0000976,KSP/MGL/000976,Manjunath Reddy,M,ASI,2,APSI,STN-KA-MGL-0004,KA-MGL,Dakshina Kannada,6453587408,2010-11-06,15,night_2200_0600,narcotics,true,false
OFF-0000977,KSP/MGL/000977,Vidya Naik,F,Sub-Inspector,3,PSI,STN-KA-MGL-0004,KA-MGL,Dakshina Kannada,6931947079,2008-05-02,18,night_2200_0600,anti_corruption,true,true
OFF-0000978,KSP/MGL/000978,Satish Kumar,M,Constable,1,PC,STN-KA-MGL-0004,KA-MGL,Dakshina Kannada,7177867900,2014-10-19,11,afternoon_1400_2200,traffic,false,false
OFF-0000979,KSP/MGL/000979,Jyothi Prabhu,F,Sub-Inspector,3,PSI,STN-KA-MGL-0005,KA-MGL,Dakshina Kannada,7435823193,1999-10-12,26,general_0900_1800,sb_intelligence,true,true
OFF-0000980,KSP/MGL/000980,Tejas Prabhu,M,Head Constable,2,HC,STN-KA-MGL-0005,KA-MGL,Dakshina Kannada,8048304749,1998-11-20,27,general_0900_1800,cyber_crime,false,false
OFF-0000981,KSP/MGL/000981,Ravi Swamy,M,Constable,1,PC,STN-KA-MGL-0005,KA-MGL,Dakshina Kannada,6396136301,2006-11-18,19,night_2200_0600,juvenile,false,false
OFF-0000982,KSP/MGL/000982,Rajesh Lingayat,M,Head Constable,2,HC,STN-KA-MGL-0005,KA-MGL,Dakshina Kannada,9154661183,2006-06-16,20,general_0900_1800,juvenile,false,false
OFF-0000983,KSP/MGL/000983,Rohit Bhat,M,Head Constable,2,HC,STN-KA-MGL-0006,KA-MGL,Dakshina Kannada,9559070665,2019-06-15,7,afternoon_1400_2200,juvenile,false,false
OFF-0000984,KSP/MGL/000984,Geetha Raju,F,Constable,1,PC,STN-KA-MGL-0006,KA-MGL,Dakshina Kannada,6343668845,2012-04-07,14,night_2200_0600,general,false,false
OFF-0000985,KSP/MGL/000985,Deepak Thakur,M,Constable,1,PC,STN-KA-MGL-0006,KA-MGL,Dakshina Kannada,9903815650,2011-10-20,14,afternoon_1400_2200,cyber_crime,false,false
OFF-0000986,KSP/MGL/000986,Ajay Naik,M,Inspector,4,PI,STN-KA-MGL-0006,KA-MGL,Dakshina Kannada,6590328041,2025-03-05,1,afternoon_1400_2200,narcotics,true,true
OFF-0000987,KSP/MGL/000987,Naveen Singh,M,Head Constable,2,HC,STN-KA-MGL-0006,KA-MGL,Dakshina Kannada,7800044173,2012-02-17,14,night_2200_0600,crime_branch,false,false
OFF-0000988,KSP/MGL/000988,Arjun Hegde,M,Head Constable,2,HC,STN-KA-MGL-0006,KA-MGL,Dakshina Kannada,6355675234,2019-08-18,6,afternoon_1400_2200,sb_intelligence,false,false
OFF-0000989,KSP/MGL/000989,Satish Vokkaliga,M,Head Constable,2,HC,STN-KA-MGL-0006,KA-MGL,Dakshina Kannada,8063962901,2017-11-24,8,general_0900_1800,sb_intelligence,false,false
OFF-0000990,KSP/MGL/000990,Amala Verma,F,ASI,2,APSI,STN-KA-MGL-0007,KA-MGL,Dakshina Kannada,9397567879,2004-12-17,21,night_2200_0600,juvenile,true,false
OFF-0000991,KSP/MGL/000991,Shivakumar Prabhu,M,Constable,1,PC,STN-KA-MGL-0007,KA-MGL,Dakshina Kannada,7189815794,2012-03-16,14,morning_0600_1400,cyber_crime,false,false
OFF-0000992,KSP/MGL/000992,Ganesh Sharma,M,Head Constable,2,HC,STN-KA-MGL-0007,KA-MGL,Dakshina Kannada,9585380042,2000-12-05,25,morning_0600_1400,juvenile,false,false
