phone_id,owner_id,phone_number,provider,type,is_burner
PHN-00000863,CIT-00001063,9690820361,Jio,feature_phone,false
PHN-00000864,CIT-00001064,8996411898,Airtel,smartphone,false
PHN-00000865,CIT-00001065,8722266197,Airtel,feature_phone,false
PHN-00000866,CIT-00001066,9179884298,Jio,smartphone,false
PHN-00000867,CIT-00001067,9519331579,Vi,smartphone,false
PHN-00000868,CIT-00001068,8963819974,Vi,smartphone,false
PHN-00000869,CIT-00001069,9194168398,BSNL,smartphone,false
PHN-00000870,CIT-00001071,7752479591,Airtel,smartphone,false
PHN-00000871,CIT-00001072,6509125808,Airtel,smartphone,false
PHN-00000872,CIT-00001073,7347123615,Vi,feature_phone,false
PHN-00000873,CIT-00001075,7441841516,Vi,smartphone,false
PHN-00000874,CIT-00001076,9400821247,Airtel,smartphone,false
PHN-00000875,CIT-00001077,6178831288,BSNL,feature_phone,false
PHN-00000876,CIT-00001078,6218642401,BSNL,smartphone,false
PHN-00000877,CIT-00001079,7071920660,Vi,smartphone,false
PHN-00000878,CIT-00001080,8560697717,BSNL,smartphone,false
PHN-00000879,CIT-00001081,6831901789,Airtel,smartphone,false
PHN-00000880,CIT-00001082,6915016971,Airtel,smartphone,false
PHN-00000881,CIT-00001083,6071890579,Jio,smartphone,false
PHN-00000882,CIT-00001084,9020320524,Airtel,smartphone,false
PHN-00000883,CIT-00001085,6285301109,Jio,smartphone,false
PHN-00000884,CIT-00001086,6221386349,Jio,smartphone,false
PHN-00000885,CIT-00001087,9798856682,Vi,smartphone,false
PHN-00000886,CIT-00001089,8613526622,Jio,smartphone,false
PHN-00000887,CIT-00001090,9585392105,BSNL,smartphone,false
PHN-00000888,CIT-00001091,8707846202,Jio,smartphone,false
PHN-00000889,CIT-00001092,9396000803,Airtel,smartphone,false
PHN-00000890,CIT-00001093,7046253463,Vi,smartphone,false
PHN-00000891,CIT-00001096,8414248893,Airtel,smartphone,false
PHN-00000892,CIT-00001097,8609329113,Airtel,smartphone,false
PHN-00000893,CIT-00001098,8412741334,BSNL,smartphone,false
PHN-00000894,CIT-00001099,8595051770,Jio,smartphone,false
PHN-00000895,CIT-00001101,6449268156,Jio,feature_phone,false
PHN-00000896,CIT-00001102,6815593780,BSNL,smartphone,false
PHN-00000897,CIT-00001103,6724849967,BSNL,smartphone,false
PHN-00000898,CIT-00001104,7998913700,Jio,smartphone,false
PHN-00000899,CIT-00001105,8970828113,Jio,feature_phone,false
PHN-00000900,CIT-00001108,8422346222,Jio,smartphone,false
PHN-00000901,CIT-00001109,6834425099,Airtel,feature_phone,false
PHN-00000902,CIT-00001110,8181144943,Jio,smartphone,false
PHN-00000903,CIT-00001111,7041834118,Vi,smartphone,false
PHN-00000904,CIT-00001114,6884810353,Airtel,smartphone,false
PHN-00000905,CIT-00001115,6063541023,Jio,smartphone,false
PHN-00000906,CIT-00001116,6323419736,Jio,feature_phone,false
PHN-00000907,CIT-00001117,9157799508,Airtel,smartphone,false
PHN-00000908,CIT-00001119,8225442782,Vi,smartphone,false
PHN-00000909,CIT-00001121,9756969882,Vi,smartphone,false
PHN-00000910,CIT-00001122,9027053633,Vi,smartphone,false
PHN-00000911,CIT-00001123,9604433530,BSNL,smartphone,false
PHN-00000912,CIT-00001124,6168512510,BSNL,smartphone,false
PHN-00000913,CIT-00001125,7678722619,Jio,smartphone,false
PHN-00000914,CIT-00001126,9179513669,Airtel,smartphone,false
PHN-00000915,CIT-00001127,8989290988,BSNL,smartphone,false
PHN-00000916,CIT-00001128,8043850057,Jio,smartphone,false
PHN-00000917,CIT-00001130,9412341281,Jio,smartphone,false
PHN-00000918,CIT-00001131,7223535209,Jio,smartphone,false
PHN-00000919,CIT-00001132,7183262181,Jio,smartphone,false
PHN-00000920,CIT-00001133,6938991086,Jio,feature_phone,false
PHN-00000921,CIT-00001135,6072329458,Airtel,smartphone,false
PHN-00000922,CIT-00001136,9061783691,BSNL,smartphone,false
PHN-00000923,CIT-00001137,6622899819,Airtel,smartphone,false
PHN-00000924,CIT-00001138,6377186044,Jio,smartphone,false
PHN-00000925,CIT-00001139,9657768275,Airtel,smartphone,false
PHN-00000926,CIT-00001140,6748106521,Airtel,feature_phone,false
PHN-00000927,CIT-00001141,6011415690,Vi,smartphone,false
PHN-00000928,CIT-00001142,7177206519,BSNL,smartphone,false
PHN-00000929,CIT-00001143,9666557318,Airtel,smartphone,false
PHN-00000930,CIT-00001144,6155110460,BSNL,smartphone,false
PHN-00000931,CIT-00001145,7949031164,Jio,feature_phone,false
PHN-00000932,CIT-00001146,7736083183,Jio,smartphone,false
PHN-00000933,CIT-00001147,8705153725,Airtel,smartphone,false
PHN-00000934,CIT-00001148,9533955131,Airtel,smartphone,false
PHN-00000935,CIT-00001151,7023754926,BSNL,smartphone,false
PHN-00000936,CIT-00001152,6927257677,BSNL,smartphone,false
PHN-00000937,CIT-00001153,9645127190,Airtel,smartphone,false
PHN-00000938,CIT-00001155,7255823345,Jio,smartphone,false
PHN-00000939,CIT-00001156,6228145341,Jio,smartphone,false
PHN-00000940,CIT-00001157,7189519209,Vi,smartphone,false
PHN-00000941,CIT-00001158,9341393299,Vi,smartphone,false
PHN-00000942,CIT-00001159,6105591468,BSNL,smartphone,false
PHN-00000943,CIT-00001160,8715850708,Jio,feature_phone,false
PHN-00000944,CIT-00001167,9884133793,BSNL,smartphone,false
PHN-00000945,CIT-00001168,6302756140,BSNL,smartphone,false
PHN-00000946,CIT-00001170,6727701708,Jio,feature_phone,false
PHN-00000947,CIT-00001171,6671163454,Airtel,smartphone,false
PHN-00000948,CIT-00001172,6939239420,Jio,smartphone,false
PHN-00000949,CIT-00001173,7865391216,Vi,smartphone,false
PHN-00000950,CIT-00001174,7589077589,Jio,feature_phone,false
PHN-00000951,CIT-00001175,6167797485,Airtel,smartphone,false
PHN-00000952,CIT-00001176,8341253739,Jio,feature_phone,false
PHN-00000953,CIT-00001177,9598626413,BSNL,feature_phone,false
PHN-00000954,CIT-00001178,6230323254,Jio,smartphone,false
PHN-00000955,CIT-00001179,7817771320,Vi,smartphone,false
PHN-00000956,CIT-00001180,6172880050,BSNL,feature_phone,false
PHN-00000957,CIT-00001182,7314309467,BSNL,smartphone,false
PHN-00000958,CIT-00001183,6913428008,BSNL,feature_phone,false
PHN-00000959,CIT-00001184,7027009246,Jio,smartphone,false
PHN-00000960,CIT-00001185,6458926335,BSNL,smartphone,false
PHN-00000961,CIT-00001186,9102650013,Airtel,smartphone,false
PHN-00000962,CIT-00001187,6671231656,Jio,smartphone,false
PHN-00000963,CIT-00001188,9360208868,BSNL,smartphone,false
PHN-00000964,CIT-00001189,7487308029,Vi,feature_phone,false
PHN-00000965,CIT-00001190,7727866965,BSNL,smartphone,false
PHN-00000966,CIT-00001191,8913681500,Airtel,smartphone,false
PHN-00000967,CIT-00001192,7517243117,Airtel,feature_phone,false
PHN-00000968,CIT-00001193,9185289194,Vi,smartphone,false
PHN-00000969,CIT-00001195,7215996636,Vi,smartphone,false
PHN-00000970,CIT-00001197,8332128023,Vi,smartphone,false
PHN-00000971,CIT-00001198,6581119074,BSNL,smartphone,false
PHN-00000972,CIT-00001199,6488151096,BSNL,smartphone,false
PHN-00000973,CIT-00001202,7419196113,Jio,smartphone,false
PHN-00000974,CIT-00001203,6332971391,Jio,smartphone,false
PHN-00000975,CIT-00001204,7404818676,Vi,smartphone,false
PHN-00000976,CIT-00001205,8891142793,BSNL,smartphone,false
PHN-00000977,CIT-00001207,6662331782,Vi,smartphone,false
PHN-00000978,CIT-00001208,8425792953,Airtel,smartphone,false
PHN-00000979,CIT-00001209,7960246365,Airtel,smartphone,false
PHN-00000980,CIT-00001212,6562397599,Airtel,smartphone,false
PHN-00000981,CIT-00001213,6687191104,BSNL,feature_phone,false
PHN-00000982,CIT-00001214,7225513651,BSNL,feature_phone,false
PHN-00000983,CIT-00001215,9641230517,BSNL,smartphone,false
PHN-00000984,CIT-00001216,7657805507,Vi,smartphone,false
PHN-00000985,CIT-00001217,9038641257,Vi,smartphone,false
PHN-00000986,CIT-00001218,6441737412,Vi,smartphone,false
PHN-00000987,CIT-00001220,9557660581,BSNL,smartphone,false
PHN-00000988,CIT-00001223,6561817302,BSNL,feature_phone,false
PHN-00000989,CIT-00001226,7784602443,Vi,smartphone,false
PHN-00000990,CIT-00001227,7287080730,Jio,feature_phone,false
PHN-00000991,CIT-00001228,6730664321,Jio,smartphone,false
PHN-00000992,CIT-00001229,8182861055,Vi,feature_phone,false
PHN-00000993,CIT-00001231,8613247193,Airtel,smartphone,false
PHN-00000994,CIT-00001232,7680288366,Vi,smartphone,false
PHN-00000995,CIT-00001233,8343175719,Airtel,feature_phone,false
PHN-00000996,CIT-00001236,8184768266,Airtel,smartphone,false
PHN-00000997,CIT-00001238,9676649916,BSNL,smartphone,false
PHN-00000998,CIT-00001239,8756615239,Airtel,smartphone,false
PHN-00000999,CIT-00001240,7300118341,Vi,smartphone,false
PHN-00001000,CIT-00001241,9822598674,BSNL,smartphone,false
PHN-00001001,CIT-00001242,8913239165,Vi,smartphone,false
PHN-00001002,CIT-00001243,8719618268,Vi,smartphone,false
PHN-00001003,CIT-00001244,9718328473,Airtel,feature_phone,false
PHN-00001004,CIT-00001245,6929861009,BSNL,feature_phone,false
PHN-00001005,CIT-00001246,9032125748,BSNL,feature_phone,false
PHN-00001006,CIT-00001247,6258084459,BSNL,smartphone,false
PHN-00001007,CIT-00001249,9140641120,Jio,smartphone,false
PHN-00001008,CIT-00001250,8567671198,Airtel,smartphone,false
PHN-00001009,CIT-00001251,7203692007,Airtel,smartphone,false
PHN-00001010,CIT-00001254,6286980921,Jio,smartphone,false
PHN-00001011,CIT-00001255,9194314338,Vi,smartphone,false
PHN-00001012,CIT-00001256,9188854726,Airtel,smartphone,false
PHN-00001013,CIT-00001257,9786051530,Airtel,smartphone,false
PHN-00001014,CIT-00001260,6472370027,Jio,smartphone,false
PHN-00001015,CIT-00001262,7072121331,BSNL,smartphone,false
PHN-00001016,CIT-00001263,6514290763,Jio,smartphone,false
PHN-00001017,CIT-00001264,6835214480,Jio,feature_phone,false
PHN-00001018,CIT-00001265,6197737195,BSNL,smartphone,false
PHN-00001019,CIT-00001266,9973173752,Airtel,smartphone,false
PHN-00001020,CIT-00001268,8971770261,Airtel,smartphone,false
PHN-00001021,CIT-00001269,6819175637,Airtel,smartphone,false
PHN-00001022,CIT-00001270,9225903779,BSNL,smartphone,false
PHN-00001023,CIT-00001271,9486243588,BSNL,feature_phone,false
PHN-00001024,CIT-00001272,8776864451,BSNL,smartphone,false
PHN-00001025,CIT-00001274,7827679807,Vi,smartphone,false
PHN-00001026,CIT-00001275,8316738959,BSNL,feature_phone,false
PHN-00001027,CIT-00001276,7948870200,Jio,smartphone,false
PHN-00001028,CIT-00001277,6081821502,Vi,smartphone,false
PHN-00001029,CIT-00001278,8633879691,BSNL,smartphone,false
PHN-00001030,CIT-00001281,8907964369,BSNL,smartphone,false
PHN-00001031,CIT-00001282,9044480645,Vi,smartphone,false
PHN-00001032,CIT-00001284,9915421076,BSNL,smartphone,false
PHN-00001033,CIT-00001285,9702448624,Vi,smartphone,false
PHN-00001034,CIT-00001286,9388311304,BSNL,smartphone,false
PHN-00001035,CIT-00001287,9997898411,Jio,smartphone,false
PHN-00001036,CIT-00001288,7363529080,Vi,smartphone,false
PHN-00001037,CIT-00001289,8305875515,Vi,smartphone,false
PHN-00001038,CIT-00001290,9724641710,Airtel,smartphone,false
PHN-00001039,CIT-00001291,8227724350,BSNL,feature_phone,false
PHN-00001040,CIT-00001292,6915486298,BSNL,smartphone,false
PHN-00001041,CIT-00001293,7575786135,Jio,smartphone,false
PHN-00001042,CIT-00001294,7785240179,Jio,smartphone,false
PHN-00001043,CIT-00001295,8652190468,Jio,feature_phone,false
PHN-00001044,CIT-00001296,9508212797,Vi,smartphone,false
PHN-00001045,CIT-00001297,8493914574,Airtel,feature_phone,false
PHN-00001046,CIT-00001299,9497764211,BSNL,smartphone,false
PHN-00001047,CIT-00001300,8264046376,Airtel,smartphone,false
PHN-00001048,CIT-00001301,7486365293,Jio,smartphone,false
PHN-00001049,CIT-00001302,9733894028,Airtel,smartphone,false
PHN-00001050,CIT-00001303,9307300142,Vi,smartphone,false
PHN-00001051,CIT-00001304,6110455174,Vi,smartphone,false
PHN-00001052,CIT-00001306,7826642220,Airtel,smartphone,false
PHN-00001053,CIT-00001307,7460162959,Vi,smartphone,false
PHN-00001054,CIT-00001308,7431091571,Jio,feature_phone,false
PHN-00001055,CIT-00001309,9127406934,Jio,smartphone,false
PHN-00001056,CIT-00001310,6295394076,BSNL,smartphone,false
PHN-00001057,CIT-00001313,6533805366,Vi,smartphone,false
PHN-00001058,CIT-00001314,7687725024,Airtel,feature_phone,false
PHN-00001059,CIT-00001316,9449008421,Airtel,smartphone,false
PHN-00001060,CIT-00001317,9406716499,Vi,feature_phone,false
PHN-00001061,CIT-00001318,7350120439,Airtel,feature_phone,false
PHN-00001062,CIT-00001319,9317223082,Jio,feature_phone,false
PHN-00001063,CIT-00001320,9033398545,Airtel,feature_phone,false
PHN-00001064,CIT-00001321,8292389017,Airtel,smartphone,false
PHN-00001065,CIT-00001322,9712820867,Airtel,smartphone,false
PHN-00001066,CIT-00001323,7606737603,Airtel,smartphone,false
PHN-00001067,CIT-00001325,9034898481,Airtel,smartphone,false
PHN-00001068,CIT-00001326,9639722909,Vi,smartphone,false
PHN-00001069,CIT-00001327,6387228331,Airtel,feature_phone,false
PHN-00001070,CIT-00001328,8581975449,Jio,smartphone,false
PHN-00001071,CIT-00001330,7996141731,Jio,smartphone,false
PHN-00001072,CIT-00001331,6220929994,Airtel,smartphone,false
PHN-00001073,CIT-00001332,7770922838,Jio,feature_phone,false
PHN-00001074,CIT-00001333,8517517603,Vi,smartphone,false
PHN-00001075,CIT-00001334,6619456666,BSNL,smartphone,false
PHN-00001076,CIT-00001337,6580108542,Jio,smartphone,false
PHN-00001077,CIT-00001338,9039618297,Airtel,smartphone,false
PHN-00001078,CIT-00001339,6286660101,Jio,smartphone,false
PHN-00001079,CIT-00001342,7632880434,Jio,feature_phone,false
PHN-00001080,CIT-00001343,9414457605,BSNL,feature_phone,false
PHN-00001081,CIT-00001344,6678463860,Jio,smartphone,false
PHN-00001082,CIT-00001346,9934320474,BSNL,smartphone,false
PHN-00001083,CIT-00001347,6600388311,Jio,feature_phone,false
PHN-00001084,CIT-00001348,8447688549,Vi,smartphone,false
PHN-00001085,CIT-00001349,9964457254,BSNL,smartphone,false
PHN-00001086,CIT-00001350,6038857754,Vi,smartphone,false
PHN-00001087,CIT-00001352,6368368201,Jio,smartphone,false
PHN-00001088,CIT-00001354,9806564216,Vi,feature_phone,false
PHN-00001089,CIT-00001355,8084368280,Airtel,smartphone,false
PHN-00001090,CIT-00001356,6475111294,Airtel,smartphone,false
PHN-00001091,CIT-00001357,9108728490,Airtel,smartphone,false
PHN-00001092,CIT-00001358,9637644290,Vi,smartphone,false
PHN-00001093,CIT-00001359,8965356029,Jio,feature_phone,false
PHN-00001094,CIT-00001361,6661585450,BSNL,smartphone,false
PHN-00001095,CIT-00001363,9203810456,Vi,smartphone,false
PHN-00001096,CIT-00001364,9026408546,BSNL,feature_phone,false
PHN-00001097,CIT-00001365,6447329444,BSNL,smartphone,false
PHN-00001098,CIT-00001366,7961611669,Airtel,feature_phone,false
PHN-00001099,CIT-00001367,9621748953,Jio,smartphone,false
PHN-00001100,CIT-00001368,6097718342,Airtel,smartphone,false
PHN-00001101,CIT-00001369,7834244670,Vi,smartphone,false
PHN-00001102,CIT-00001371,6603635716,BSNL,smartphone,false
PHN-00001103,CIT-00001372,7206420545,Jio,smartphone,false
PHN-00001104,CIT-00001373,7700780845,Jio,smartphone,false
PHN-00001105,CIT-00001374,6018016531,Jio,smartphone,false
PHN-00001106,CIT-00001375,8917042081,Airtel,smartphone,false
PHN-00001107,CIT-00001376,8404809789,Airtel,smartphone,false
PHN-00001108,CIT-00001377,8027185549,BSNL,smartphone,false
PHN-00001109,CIT-00001378,6223095821,Airtel,feature_phone,false
PHN-00001110,CIT-00001379,6118745292,Airtel,smartphone,false
PHN-00001111,CIT-00001380,9753016138,Jio,smartphone,false
PHN-00001112,CIT-00001381,8665099300,Airtel,feature_phone,false
PHN-00001113,CIT-00001382,7524671847,Jio,smartphone,false
PHN-00001114,CIT-00001384,8007967370,Vi,smartphone,false
PHN-00001115,CIT-00001385,6154602168,Jio,smartphone,false
PHN-00001116,CIT-00001386,9882325963,Jio,feature_phone,false
PHN-00001117,CIT-00001387,6893513433,Airtel,smartphone,false
PHN-00001118,CIT-00001388,6597612090,Airtel,feature_phone,false
PHN-00001119,CIT-00001389,7910516962,Airtel,smartphone,false
PHN-00001120,CIT-00001390,6998215442,Airtel,smartphone,false
PHN-00001121,CIT-00001391,9993198081,BSNL,smartphone,false
PHN-00001122,CIT-00001395,6722422137,Vi,smartphone,false
PHN-00001123,CIT-00001396,7590694579,Jio,smartphone,false
PHN-00001124,CIT-00001397,6315599198,Airtel,smartphone,false
PHN-00001125,CIT-00001398,6977526542,Vi,smartphone,false
PHN-00001126,CIT-00001399,9914078876,Airtel,smartphone,false
PHN-00001127,CIT-00001402,8420469196,Airtel,smartphone,false
PHN-00001128,CIT-00001403,8086106883,Vi,smartphone,false
PHN-00001129,CIT-00001404,9697624470,BSNL,feature_phone,false
PHN-00001130,CIT-00001405,6782106097,BSNL,smartphone,false
PHN-00001131,CIT-00001406,9665204272,Airtel,smartphone,false
PHN-00001132,CIT-00001407,7659027509,Airtel,smartphone,false
PHN-00001133,CIT-00001409,6839178852,Airtel,smartphone,false
PHN-00001134,CIT-00001410,9599781169,BSNL,feature_phone,false
PHN-00001135,CIT-00001411,9233618112,Jio,smartphone,false
PHN-00001136,CIT-00001412,6302515536,Jio,feature_phone,false
PHN-00001137,CIT-00001413,9140843721,Jio,smartphone,false
PHN-00001138,CIT-00001414,9352288734,Vi,feature_phone,false
PHN-00001139,CIT-00001415,6706765199,Vi,smartphone,false
PHN-00001140,CIT-00001416,7633017992,BSNL,feature_phone,false
PHN-00001141,CIT-00001418,6164253806,Airtel,smartphone,false
PHN-00001142,CIT-00001419,8549742430,Vi,smartphone,false
PHN-00001143,CIT-00001420,9531988329,BSNL,smartphone,false
PHN-00001144,CIT-00001421,8249435473,Vi,feature_phone,false
PHN-00001145,CIT-00001423,9595486142,Jio,smartphone,false
PHN-00001146,CIT-00001424,6986350510,Vi,smartphone,false
PHN-00001147,CIT-00001425,9906241257,BSNL,smartphone,false
PHN-00001148,CIT-00001426,6675430057,Airtel,feature_phone,false
PHN-00001149,CIT-00001427,6512998238,Vi,smartphone,false
PHN-00001150,CIT-00001429,9350324551,Airtel,smartphone,false
PHN-00001151,CIT-00001431,8660254055,Jio,smartphone,false
PHN-00001152,CIT-00001433,8381348580,Jio,smartphone,false
PHN-00001153,CIT-00001434,8216954202,BSNL,smartphone,false
PHN-00001154,CIT-00001435,7829258159,Vi,smartphone,false
PHN-00001155,CIT-00001437,8089020160,Jio,smartphone,false
PHN-00001156,CIT-00001438,9797900493,Airtel,feature_phone,false
PHN-00001157,CIT-00001439,8178225965,Vi,feature_phone,false
PHN-00001158,CIT-00001441,7781807176,BSNL,smartphone,false
PHN-00001159,CIT-00001442,9598003022,Jio,smartphone,false
PHN-00001160,CIT-00001443,8962575446,Vi,smartphone,false
PHN-00001161,CIT-00001444,9521139183,Jio,smartphone,false
PHN-00001162,CIT-00001445,6319398749,Vi,feature_phone,false
PHN-00001163,CIT-00001446,7842116152,Vi,feature_phone,false
PHN-00001164,CIT-00001447,7182447709,Jio,smartphone,false
PHN-00001165,CIT-00001448,7775015123,Jio,smartphone,false
PHN-00001166,CIT-00001450,6262585154,Airtel,smartphone,false
PHN-00001167,CIT-00001451,9884142567,Airtel,smartphone,false
PHN-00001168,CIT-00001454,7365629064,Vi,smartphone,false
PHN-00001169,CIT-00001455,7870921592,Airtel,smartphone,false
PHN-00001170,CIT-00001457,7292001387,Airtel,smartphone,false
PHN-00001171,CIT-00001458,7652355223,BSNL,smartphone,false
PHN-00001172,CIT-00001460,6969084158,Vi,feature_phone,false
PHN-00001173,CIT-00001461,8335890602,BSNL,smartphone,false
PHN-00001174,CIT-00001463,8716376873,Airtel,smartphone,false
PHN-00001175,CIT-00001464,9980483820,Vi,smartphone,false
PHN-00001176,CIT-00001467,9328535687,Airtel,smartphone,false
PHN-00001177,CIT-00001468,7994078859,Vi,smartphone,false
PHN-00001178,CIT-00001470,9988720295,Jio,smartphone,false
PHN-00001179,CIT-00001471,8201493754,BSNL,smartphone,false
PHN-00001180,CIT-00001472,6168811326,Jio,smartphone,false
PHN-00001181,CIT-00001473,7705074601,Vi,smartphone,false
PHN-00001182,CIT-00001474,9938820688,Airtel,smartphone,false
PHN-00001183,CIT-00001475,7321858637,Jio,smartphone,false
PHN-00001184,CIT-00001476,9034075150,Jio,smartphone,false
PHN-00001185,CIT-00001478,6310343416,Airtel,smartphone,false
PHN-00001186,CIT-00001479,9527701402,Jio,smartphone,false
PHN-00001187,CIT-00001480,6494156051,Vi,smartphone,false
PHN-00001188,CIT-00001481,9626279351,Jio,smartphone,false
PHN-00001189,CIT-00001482,9653917445,BSNL,feature_phone,false
PHN-00001190,CIT-00001483,6268951901,Airtel,smartphone,false
PHN-00001191,CIT-00001484,6314951631,BSNL,smartphone,false
PHN-00001192,CIT-00001485,8967883050,Vi,smartphone,false
PHN-00001193,CIT-00001487,7276832607,BSNL,smartphone,false
PHN-00001194,CIT-00001488,6987176402,BSNL,smartphone,false
PHN-00001195,CIT-00001490,9178433119,BSNL,smartphone,false
PHN-00001196,CIT-00001491,7926518665,Vi,smartphone,false
PHN-00001197,CIT-00001492,8555607270,BSNL,smartphone,false
PHN-00001198,CIT-00001494,9746495234,Vi,smartphone,false
PHN-00001199,CIT-00001495,6704728421,Airtel,smartphone,false
PHN-00001200,CIT-00001496,8078488571,BSNL,feature_phone,false
PHN-00001201,CIT-00001499,9352317732,Airtel,feature_phone,false
PHN-00001202,CIT-00001500,6784493204,Vi,smartphone,false
PHN-00001203,CIT-00001501,7717205830,BSNL,smartphone,false
PHN-00001204,CIT-00001502,9762712044,Jio,smartphone,false
PHN-00001205,CIT-00001504,7237300620,BSNL,smartphone,false
PHN-00001206,CIT-00001505,9662958593,Vi,smartphone,false
PHN-00001207,CIT-00001506,8535830322,Airtel,feature_phone,false
PHN-00001208,CIT-00001507,8244683582,Airtel,smartphone,false
PHN-00001209,CIT-00001510,8350503047,Airtel,smartphone,false
PHN-00001210,CIT-00001511,8055323419,BSNL,smartphone,false
PHN-00001211,CIT-00001512,8118661234,Airtel,smartphone,false
PHN-00001212,CIT-00001513,9277686070,Airtel,smartphone,false
PHN-00001213,CIT-00001514,8217718929,Jio,smartphone,false
PHN-00001214,CIT-00001515,6039314656,Jio,smartphone,false
PHN-00001215,CIT-00001516,8180751307,Jio,smartphone,false
PHN-00001216,CIT-00001517,7295396218,Airtel,smartphone,false
PHN-00001217,CIT-00001518,8262825111,Vi,feature_phone,false
PHN-00001218,CIT-00001520,9413567431,Jio,smartphone,false
PHN-00001219,CIT-00001522,9634344734,Airtel,smartphone,false
PHN-00001220,CIT-00001523,6124371255,Airtel,feature_phone,false
PHN-00001221,CIT-00001524,6174829859,Vi,smartphone,false
PHN-00001222,CIT-00001525,7094481400,Vi,smartphone,false
PHN-00001223,CIT-00001526,8327501983,Vi,feature_phone,false
PHN-00001224,CIT-00001527,9281731951,Vi,smartphone,false
PHN-00001225,CIT-00001528,8188909690,Jio,smartphone,false
PHN-00001226,CIT-00001529,6094538186,Airtel,smartphone,false
PHN-00001227,CIT-00001530,8527575055,Vi,feature_phone,false
PHN-00001228,CIT-00001531,6233916220,Airtel,smartphone,false
PHN-00001229,CIT-00001532,7435754628,BSNL,smartphone,false
PHN-00001230,CIT-00001534,8693723682,Airtel,smartphone,false
PHN-00001231,CIT-00001535,6088846358,BSNL,smartphone,false
PHN-00001232,CIT-00001536,9421311657,Vi,smartphone,false
PHN-00001233,CIT-00001537,6939746034,Airtel,smartphone,false
PHN-00001234,CIT-00001538,9748188253,Jio,smartphone,false
PHN-00001235,CIT-00001539,8821427981,Vi,smartphone,false
PHN-00001236,CIT-00001541,7933441723,BSNL,smartphone,false
PHN-00001237,CIT-00001542,8222614124,Vi,smartphone,false
PHN-00001238,CIT-00001544,7212561074,Jio,smartphone,false
PHN-00001239,CIT-00001545,8898338002,Vi,feature_phone,false
PHN-00001240,CIT-00001546,6472260392,Airtel,smartphone,false
PHN-00001241,CIT-00001548,7270721331,Vi,smartphone,false
PHN-00001242,CIT-00001549,6266402809,Jio,smartphone,false
PHN-00001243,CIT-00001550,7274857510,Jio,smartphone,false
PHN-00001244,CIT-00001552,8888859953,BSNL,smartphone,false
PHN-00001245,CIT-00001555,6349208827,BSNL,feature_phone,false
PHN-00001246,CIT-00001557,7538766264,Jio,smartphone,false
PHN-00001247,CIT-00001559,9607091148,Jio,smartphone,false
PHN-00001248,CIT-00001560,7468345756,Airtel,smartphone,false
PHN-00001249,CIT-00001562,9108320392,Airtel,feature_phone,false
PHN-00001250,CIT-00001563,6644536564,Jio,smartphone,false
PHN-00001251,CIT-00001564,8536008635,BSNL,smartphone,false
PHN-00001252,CIT-00001565,9001893480,Vi,feature_phone,false
PHN-00001253,CIT-00001566,6128200632,Airtel,smartphone,false
PHN-00001254,CIT-00001567,9293094504,BSNL,feature_phone,false
PHN-00001255,CIT-00001568,8454134646,Vi,smartphone,false
PHN-00001256,CIT-00001569,8514892033,BSNL,smartphone,false
PHN-00001257,CIT-00001570,8825442311,Airtel,smartphone,false
PHN-00001258,CIT-00001571,9843450095,Jio,feature_phone,false
PHN-00001259,CIT-00001572,8721394692,Vi,smartphone,false
PHN-00001260,CIT-00001573,6517762782,Airtel,feature_phone,false
PHN-00001261,CIT-00001574,7502213600,Airtel,smartphone,false
PHN-00001262,CIT-00001575,8030047809,Jio,smartphone,false
PHN-00001263,CIT-00001577,6956937003,Jio,smartphone,false
PHN-00001264,CIT-00001578,6932454228,Vi,smartphone,false
PHN-00001265,CIT-00001579,6253903724,BSNL,smartphone,false
PHN-00001266,CIT-00001580,8697910491,Jio,smartphone,false
PHN-00001267,CIT-00001581,7981796344,Vi,smartphone,false
PHN-00001268,CIT-00001584,8170674915,Jio,smartphone,false
PHN-00001269,CIT-00001585,9406402468,Jio,smartphone,false
PHN-00001270,CIT-00001586,9627082654,BSNL,smartphone,false
PHN-00001271,CIT-00001587,9857116648,Vi,smartphone,false
PHN-00001272,CIT-00001588,6079616349,Jio,smartphone,false
PHN-00001273,CIT-00001589,9947648662,Airtel,smartphone,false
PHN-00001274,CIT-00001590,8750723735,BSNL,smartphone,false
PHN-00001275,CIT-00001591,8171197409,Jio,feature_phone,false
PHN-00001276,CIT-00001592,9132278990,Jio,smartphone,false
PHN-00001277,CIT-00001593,9607240053,Jio,smartphone,false
PHN-00001278,CIT-00001594,8380063414,Airtel,smartphone,false
PHN-00001279,CIT-00001596,8809742001,BSNL,smartphone,false
PHN-00001280,CIT-00001597,6137028739,BSNL,smartphone,false
PHN-00001281,CIT-00001598,8136121025,BSNL,smartphone,false
PHN-00001282,CIT-00001599,6109777435,Jio,smartphone,false
PHN-00001283,CIT-00001600,6936066300,BSNL,smartphone,false
PHN-00001284,CIT-00001602,8995707953,Airtel,feature_phone,false
PHN-00001285,CIT-00001603,7510902610,BSNL,feature_phone,false
PHN-00001286,CIT-00001604,7218926640,Vi,feature_phone,false
PHN-00001287,CIT-00001605,9114548742,Jio,smartphone,false
PHN-00001288,CIT-00001606,8720260084,Jio,smartphone,false
PHN-00001289,CIT-00001607,6977198478,Airtel,smartphone,false
