accused_id,fir_id,criminal_id,name_en,name_kn,age,gender,address,is_known,is_arrested,role
ACC-FIR-SHV-2021-00001-000,FIR-SHV-2021-00001,,Mahesh Gowda,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-BLRR-2021-00021-000,FIR-BLRR-2021-00021,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,true,principal
ACC-FIR-BLR-2021-00030-000,FIR-BLR-2021-00030,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,false,principal
ACC-FIR-UDR-2021-00014-000,FIR-UDR-2021-00014,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-BLR-2021-00031-000,FIR-BLR-2021-00031,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,true,principal
ACC-FIR-RBG-2021-00027-000,FIR-RBG-2021-00027,CRM-0000201,Tejas Singh,ಗೌರವ್ ನಂಬಿಯಾರ್,47,M,,true,false,principal
ACC-FIR-BLRR-2021-00022-000,FIR-BLRR-2021-00022,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-BLR-2021-00032-000,FIR-BLR-2021-00032,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,false,principal
ACC-FIR-BLR-2021-00033-000,FIR-BLR-2021-00033,,Radha Swamy,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-BLRR-2021-00023-000,FIR-BLRR-2021-00023,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-SHV-2021-00002-000,FIR-SHV-2021-00002,,Shivakumar Lingayat,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-GBG-2021-00001-000,FIR-GBG-2021-00001,CRM-0000115,Amala Desai,ಸರಿತಾ ಪ್ರಭು,49,F,,true,false,principal
ACC-FIR-BLR-2021-00034-000,FIR-BLR-2021-00034,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,false,principal
ACC-FIR-BLR-2021-00035-000,FIR-BLR-2021-00035,CRM-0000229,Ramesh Adiga,ಅಭಿಷೇಕ್ ಲಿಂಗಾಯತ್,39,M,,true,false,principal
ACC-FIR-UDR-2021-00015-000,FIR-UDR-2021-00015,CRM-0000206,Yogesh Naik,ಅನಿಲ್ ಅಡಿಗ,22,M,,false,true,principal
ACC-FIR-BLR-2021-00036-000,FIR-BLR-2021-00036,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,true,principal
ACC-FIR-HBL-2021-00006-000,FIR-HBL-2021-00006,,Ganesh Sharma,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-MYS-2021-00002-000,FIR-MYS-2021-00002,,Anil Naik,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-BLR-2021-00037-000,FIR-BLR-2021-00037,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,false,principal
ACC-FIR-BLR-2021-00038-000,FIR-BLR-2021-00038,,Abhishek Shetty,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-MGL-2021-00006-000,FIR-MGL-2021-00006,,Rekha Tantri,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-UDR-2021-00016-000,FIR-UDR-2021-00016,CRM-0000228,Jyothi Pillai,ಶಾಂತಾ ಮೂರ್ತಿ,23,F,,true,false,principal
ACC-FIR-MGL-2021-00007-000,FIR-MGL-2021-00007,CRM-0000017,Shruthi Rao,ವಿದ್ಯಾ ರಾವ್,36,F,,false,false,principal
ACC-FIR-BLR-2021-00039-000,FIR-BLR-2021-00039,CRM-0000230,Mohan Shetty,ನಾಗರಾಜ್ ತಂತ್ರಿ,28,M,,true,true,principal
ACC-FIR-BLR-2021-00040-000,FIR-BLR-2021-00040,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-RBG-2021-00028-000,FIR-RBG-2021-00028,CRM-0000069,Meera Pillai,ಅನಿತಾ ಶೆಟ್ಟಿ,60,F,,true,false,principal
ACC-FIR-BLR-2021-00041-000,FIR-BLR-2021-00041,CRM-0000209,Manjunath Kumar,ಸತೀಶ್ ಹೆಗಡೆ,30,M,,false,false,principal
ACC-FIR-BLR-2021-00042-000,FIR-BLR-2021-00042,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-BLR-2021-00043-000,FIR-BLR-2021-00043,CRM-0000008,Manjunath Adiga,ಮೋಹನ್ ಉಡುಪ,22,M,,false,false,principal
ACC-FIR-HBL-2021-00007-000,FIR-HBL-2021-00007,,Amala Udupi,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-BLR-2021-00044-000,FIR-BLR-2021-00044,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,false,principal
ACC-FIR-TKR-2021-00001-000,FIR-TKR-2021-00001,CRM-0000038,Gaurav Joshi,ಸತೀಶ್ ಅಯ್ಯರ್,34,M,,false,true,principal
ACC-FIR-RBG-2021-00029-000,FIR-RBG-2021-00029,CRM-0000198,Rajesh Joshi,ಶ್ರೀಕಾಂತ್ ಸ್ವಾಮಿ,18,M,,false,false,principal
ACC-FIR-BLG-2021-00005-000,FIR-BLG-2021-00005,,Ganesh Kumar,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-TKR-2021-00002-000,FIR-TKR-2021-00002,,Satish Gowda,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-BLG-2021-00006-000,FIR-BLG-2021-00006,CRM-0000175,Ravi Raju,ಮಹೇಶ್ ನಂಬಿಯಾರ್,49,M,,false,false,principal
ACC-FIR-BLR-2021-00045-000,FIR-BLR-2021-00045,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-UDR-2021-00017-000,FIR-UDR-2021-00017,CRM-0000241,Anil Murthy,ಮಹೇಶ್ ಲಿಂಗಾಯತ್,48,M,,true,true,principal
ACC-FIR-VKT-2021-00002-000,FIR-VKT-2021-00002,,Umesh Shetty,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-KLP-2021-00024-000,FIR-KLP-2021-00024,,Deepak Vokkaliga,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-BLR2-2021-00008-000,FIR-BLR2-2021-00008,CRM-0000025,Sandeep Pillai,ನವೀನ್ ರೆಡ್ಡಿ,50,M,,false,false,principal
ACC-FIR-UDR-2021-00018-000,FIR-UDR-2021-00018,CRM-0000087,Ganesh Nayak,ರೋಹಿತ್ ಪ್ರಭು,29,M,,false,false,principal
ACC-FIR-MGL-2021-00008-000,FIR-MGL-2021-00008,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-DVG-2021-00007-000,FIR-DVG-2021-00007,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-KLP-2021-00025-000,FIR-KLP-2021-00025,CRM-0000083,Priya Hegde,ರಾಧಾ ಹೆಗಡೆ,40,F,,true,false,principal
ACC-FIR-DVG-2021-00008-000,FIR-DVG-2021-00008,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-BLR2-2021-00009-000,FIR-BLR2-2021-00009,CRM-0000059,Suresh Thakur,ಅಭಿಷೇಕ್ ಕುಮಾರ್,34,M,,true,false,principal
ACC-FIR-BLR2-2021-00009-001,FIR-BLR2-2021-00009,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,accomplice
ACC-FIR-BLR2-2021-00009-002,FIR-BLR2-2021-00009,CRM-0000093,Seeta Vokkaliga,ರೇಖಾ ಕುಮಾರ್,17,F,,true,false,accomplice
ACC-FIR-HSN-2021-00001-000,FIR-HSN-2021-00001,CRM-0000070,Ramesh Shastri,ವಿಕ್ರಮ್ ನಂಬಿಯಾರ್,58,M,,true,false,principal
ACC-FIR-MGL-2021-00009-000,FIR-MGL-2021-00009,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-DVG-2021-00009-000,FIR-DVG-2021-00009,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-BLR-2021-00046-000,FIR-BLR-2021-00046,,Tejas Lingayat,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-DVG-2021-00010-000,FIR-DVG-2021-00010,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-RMN-2021-00001-000,FIR-RMN-2021-00001,CRM-0000230,Mohan Shetty,ನಾಗರಾಜ್ ತಂತ್ರಿ,28,M,,false,false,principal
ACC-FIR-BLRR-2021-00024-000,FIR-BLRR-2021-00024,CRM-0000017,Shruthi Rao,ವಿದ್ಯಾ ರಾವ್,36,F,,true,true,principal
ACC-FIR-DVG-2021-00011-000,FIR-DVG-2021-00011,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-BLR-2021-00047-000,FIR-BLR-2021-00047,CRM-0000230,Mohan Shetty,ನಾಗರಾಜ್ ತಂತ್ರಿ,28,M,,true,true,principal
ACC-FIR-BLR-2021-00048-000,FIR-BLR-2021-00048,CRM-0000224,Basavaraj Pillai,ಶ್ರೀಕಾಂತ್ ಗೌಡ,37,M,,true,true,principal
ACC-FIR-MGL-2021-00010-000,FIR-MGL-2021-00010,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,true,principal
ACC-FIR-DVG-2021-00012-000,FIR-DVG-2021-00012,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,true,principal
ACC-FIR-HBL-2021-00008-000,FIR-HBL-2021-00008,,Kavitha Verma,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-MGL-2021-00011-000,FIR-MGL-2021-00011,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,true,principal
ACC-FIR-DVG-2021-00013-000,FIR-DVG-2021-00013,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-BLR-2021-00049-000,FIR-BLR-2021-00049,CRM-0000146,Geetha Murthy,ವಿದ್ಯಾ ರಾವ್,63,F,,true,false,principal
ACC-FIR-DVG-2021-00014-000,FIR-DVG-2021-00014,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-MGL-2021-00012-000,FIR-MGL-2021-00012,CRM-0000020,Nagaraj Pillai,ಪ್ರಶಾಂತ್ ಅಡಿಗ,38,M,,true,true,principal
ACC-FIR-UDR-2021-00019-000,FIR-UDR-2021-00019,CRM-0000234,Deepa Desai,ಲಕ್ಷ್ಮಿ ಮೂರ್ತಿ,39,F,,false,false,principal
ACC-FIR-UDR-2021-00019-001,FIR-UDR-2021-00019,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,accomplice
ACC-FIR-DVG-2021-00015-000,FIR-DVG-2021-00015,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,true,principal
ACC-FIR-BLG-2021-00007-000,FIR-BLG-2021-00007,,Sandeep Singh,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-KLP-2021-00026-000,FIR-KLP-2021-00026,,Madhu Verma,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-MGL-2021-00013-000,FIR-MGL-2021-00013,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,true,principal
ACC-FIR-DVG-2021-00016-000,FIR-DVG-2021-00016,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,true,principal
ACC-FIR-HVR-2021-00001-000,FIR-HVR-2021-00001,CRM-0000138,Tejas Reddy,ಮೋಹನ್ ನಂಬಿಯಾರ್,49,M,,false,false,principal
ACC-FIR-MGL-2021-00014-000,FIR-MGL-2021-00014,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,principal
ACC-FIR-DVG-2021-00017-000,FIR-DVG-2021-00017,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-BLG-2021-00008-000,FIR-BLG-2021-00008,CRM-0000052,Kiran Tantri,ಪ್ರಶಾಂತ್ ದೇಸಾಯಿ,55,M,,true,true,principal
ACC-FIR-BLG-2021-00008-001,FIR-BLG-2021-00008,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,true,accomplice
ACC-FIR-BLG-2021-00008-002,FIR-BLG-2021-00008,CRM-0000014,Yogesh Raju,ಉಮೇಶ್ ನಂಬಿಯಾರ್,28,M,,true,true,accomplice
ACC-FIR-DVG-2021-00018-000,FIR-DVG-2021-00018,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-HBL-2021-00009-000,FIR-HBL-2021-00009,,Gaurav Tantri,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-BDR-2021-00001-000,FIR-BDR-2021-00001,,Amala Shetty,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-DVG-2021-00019-000,FIR-DVG-2021-00019,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-BLRR-2021-00025-000,FIR-BLRR-2021-00025,CRM-0000150,Rohit Patil,ಸುರೇಶ್ ಕಾಮತ್,31,M,,true,false,principal
ACC-FIR-SHV-2021-00003-000,FIR-SHV-2021-00003,,Vikram Patil,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-DVG-2021-00020-000,FIR-DVG-2021-00020,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-HSN-2021-00002-000,FIR-HSN-2021-00002,CRM-0000070,Ramesh Shastri,ವಿಕ್ರಮ್ ನಂಬಿಯಾರ್,58,M,,false,true,principal
ACC-FIR-RBG-2021-00030-000,FIR-RBG-2021-00030,,Harsh Gowda,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-DVG-2021-00021-000,FIR-DVG-2021-00021,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-MYS-2021-00003-000,FIR-MYS-2021-00003,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,true,principal
ACC-FIR-KLP-2021-00027-000,FIR-KLP-2021-00027,CRM-0000240,Basavaraj Hegde,ಪ್ರಶಾಂತ್ ಅಯ್ಯರ್,72,M,,true,true,principal
ACC-FIR-MYS-2021-00004-000,FIR-MYS-2021-00004,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,principal
ACC-FIR-UDR-2021-00020-000,FIR-UDR-2021-00020,CRM-0000191,Vinay Adiga,ಮೋಹನ್ ಪಾಟೀಲ್,47,M,,true,false,principal
ACC-FIR-KLP-2021-00028-000,FIR-KLP-2021-00028,,Vikram Vokkaliga,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-MYS-2021-00005-000,FIR-MYS-2021-00005,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,principal
ACC-FIR-MGL-2021-00015-000,FIR-MGL-2021-00015,CRM-0000054,Basavaraj Sharma,ಗಣೇಶ್ ಶಾಸ್ತ್ರಿ,64,M,,true,true,principal
ACC-FIR-TKR-2021-00003-000,FIR-TKR-2021-00003,,Jyothi Raju,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-MYS-2021-00006-000,FIR-MYS-2021-00006,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-UDR-2021-00021-000,FIR-UDR-2021-00021,CRM-0000118,Radha Nayak,ರಾಧಾ ಪ್ರಭು,64,F,,true,false,principal
ACC-FIR-UDR-2021-00021-001,FIR-UDR-2021-00021,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,accomplice
ACC-FIR-UDR-2021-00021-002,FIR-UDR-2021-00021,CRM-0000127,Bharathi Gowda,ನಿತ್ಯಾ ಶಾಸ್ತ್ರಿ,59,F,,true,false,accomplice
ACC-FIR-UDR-2021-00021-003,FIR-UDR-2021-00021,CRM-0000234,Deepa Desai,ಲಕ್ಷ್ಮಿ ಮೂರ್ತಿ,39,F,,true,true,accomplice
ACC-FIR-UDR-2021-00021-004,FIR-UDR-2021-00021,CRM-0000141,Nagaraj Lingayat,ತೇಜಸ್ ಗೌಡ,36,M,,true,false,accomplice
ACC-FIR-RCR-2021-00002-000,FIR-RCR-2021-00002,CRM-0000155,Anita Shastri,ಲಕ್ಷ್ಮಿ ರೆಡ್ಡಿ,17,F,,true,true,principal
ACC-FIR-MYS-2021-00007-000,FIR-MYS-2021-00007,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-HBL-2021-00010-000,FIR-HBL-2021-00010,CRM-0000026,Yogesh Thakur,ಸತೀಶ್ ಭಟ್,61,M,,true,false,principal
ACC-FIR-BLR2-2021-00010-000,FIR-BLR2-2021-00010,CRM-0000146,Geetha Murthy,ವಿದ್ಯಾ ರಾವ್,63,F,,false,false,principal
ACC-FIR-MYS-2021-00008-000,FIR-MYS-2021-00008,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-BLR-2021-00050-000,FIR-BLR-2021-00050,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-MYS-2021-00009-000,FIR-MYS-2021-00009,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-BLR-2021-00051-000,FIR-BLR-2021-00051,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-CTV-2021-00001-000,FIR-CTV-2021-00001,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-MYS-2021-00010-000,FIR-MYS-2021-00010,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-BLR-2021-00052-000,FIR-BLR-2021-00052,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-CTV-2021-00002-000,FIR-CTV-2021-00002,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,true,principal
ACC-FIR-MYS-2021-00011-000,FIR-MYS-2021-00011,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,principal
ACC-FIR-BLR-2021-00053-000,FIR-BLR-2021-00053,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,false,principal
ACC-FIR-CTV-2021-00003-000,FIR-CTV-2021-00003,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-MYS-2021-00012-000,FIR-MYS-2021-00012,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,true,principal
ACC-FIR-BLR-2021-00054-000,FIR-BLR-2021-00054,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,false,principal
ACC-FIR-CTV-2021-00004-000,FIR-CTV-2021-00004,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-MYS-2021-00013-000,FIR-MYS-2021-00013,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-BLR-2021-00055-000,FIR-BLR-2021-00055,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-CTV-2021-00005-000,FIR-CTV-2021-00005,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-MYS-2021-00014-000,FIR-MYS-2021-00014,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-BLR-2021-00056-000,FIR-BLR-2021-00056,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,true,principal
ACC-FIR-CTV-2021-00006-000,FIR-CTV-2021-00006,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-MYS-2021-00015-000,FIR-MYS-2021-00015,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,principal
ACC-FIR-BLR-2021-00057-000,FIR-BLR-2021-00057,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,false,principal
ACC-FIR-CTV-2021-00007-000,FIR-CTV-2021-00007,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-MYS-2021-00016-000,FIR-MYS-2021-00016,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,principal
ACC-FIR-BLR-2021-00058-000,FIR-BLR-2021-00058,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-CTV-2021-00008-000,FIR-CTV-2021-00008,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-RBG-2021-00031-000,FIR-RBG-2021-00031,,Ganesh Krishnamurthy,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-MYS-2021-00017-000,FIR-MYS-2021-00017,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,true,principal
ACC-FIR-BLR-2021-00059-000,FIR-BLR-2021-00059,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-UDR-2021-00022-000,FIR-UDR-2021-00022,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-MYS-2021-00018-000,FIR-MYS-2021-00018,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-BLR-2021-00060-000,FIR-BLR-2021-00060,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,principal
ACC-FIR-BLR-2021-00061-000,FIR-BLR-2021-00061,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,true,principal
ACC-FIR-BLG-2021-00009-000,FIR-BLG-2021-00009,CRM-0000170,Umesh Pillai,ಶ್ರೀಕಾಂತ್ ಕುಮಾರ್,31,M,,true,false,principal
ACC-FIR-VKT-2021-00003-000,FIR-VKT-2021-00003,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-BLR-2021-00062-000,FIR-BLR-2021-00062,CRM-0000168,Kiran Gowda,ಆಕಾಶ್ ಕಾಮತ್,20,M,,false,false,principal
ACC-FIR-BLR-2021-00063-000,FIR-BLR-2021-00063,,Sandeep Ayyar,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-UDR-2021-00023-000,FIR-UDR-2021-00023,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-BLR2-2021-00011-000,FIR-BLR2-2021-00011,CRM-0000072,Prashanth Aras,ವಿಕ್ರಮ್ ಲಿಂಗಾಯತ್,66,M,,true,true,principal
ACC-FIR-BLR-2021-00064-000,FIR-BLR-2021-00064,CRM-0000222,Priya Vokkaliga,ಸೀತಾ ಶೆಟ್ಟಿ,56,F,,false,false,principal
ACC-FIR-UDR-2021-00024-000,FIR-UDR-2021-00024,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-UDR-2021-00025-000,FIR-UDR-2021-00025,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-VKT-2021-00004-000,FIR-VKT-2021-00004,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-HBL-2021-00011-000,FIR-HBL-2021-00011,CRM-0000194,Rajesh Aras,ಅಭಿಷೇಕ್ ಜೋಶಿ,70,M,,false,true,principal
ACC-FIR-UDR-2021-00026-000,FIR-UDR-2021-00026,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,true,principal
ACC-FIR-BLR2-2021-00012-000,FIR-BLR2-2021-00012,CRM-0000079,Prakash Prabhu,ನಾಗರಾಜ್ ಹೆಗಡೆ,64,M,,true,false,principal
ACC-FIR-BLR2-2021-00012-001,FIR-BLR2-2021-00012,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,accomplice
ACC-FIR-BLR2-2021-00012-002,FIR-BLR2-2021-00012,CRM-0000093,Seeta Vokkaliga,ರೇಖಾ ಕುಮಾರ್,17,F,,true,false,accomplice
ACC-FIR-MYS-2021-00019-000,FIR-MYS-2021-00019,CRM-0000171,Ganesh Singh,ಸಂದೀಪ್ ಹೆಗಡೆ,23,M,,true,false,principal
ACC-FIR-BLG-2021-00010-000,FIR-BLG-2021-00010,,Deepak Reddy,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-KDG-2021-00002-000,FIR-KDG-2021-00002,CRM-0000032,Rohit Joshi,ಗೌರವ್ ಲಿಂಗಾಯತ್,41,M,,true,false,principal
