victim_id,fir_id,name_en,gender,age,phone,address,injury_type,property_lost,loss_amount_inr,citizen_id
VIC-FIR-KLP-2021-00027-001,FIR-KLP-2021-00027,Anita Lingayat,F,28,8962693039,"No. 159, Cross, Karnataka",none,vehicle,24851750.31,
VIC-FIR-KLP-2021-00027-002,FIR-KLP-2021-00027,Basavaraj Verma,M,63,7221374950,"No. 37, Layout, Karnataka",none,gold_jewellery,12425875.155,
VIC-FIR-KLP-2021-00027-003,FIR-KLP-2021-00027,Priya Gowda,F,22,8692293187,"No. 146, Layout, Karnataka",none,none,8283916.77,
VIC-FIR-MYS-2021-00004-000,FIR-MYS-2021-00004,Rekha Desai,F,68,8537815873,"No. 46, Cross, Karnataka",none,gold_jewellery,74082.39,
VIC-FIR-MYS-2021-00004-001,FIR-MYS-2021-00004,Deepak Verma,M,27,7910146989,"No. 161, Main Road, Karnataka",none,none,74082.39,
VIC-FIR-UDR-2021-00020-000,FIR-UDR-2021-00020,Suma Udupi,F,67,6359734503,"No. 103, Cross, Karnataka",none,vehicle,7392505.73,
VIC-FIR-UDR-2021-00020-001,FIR-UDR-2021-00020,Meera Shastri,F,56,9027884466,"No. 16, Layout, Karnataka",none,cash,7392505.73,
VIC-FIR-UDR-2021-00020-002,FIR-UDR-2021-00020,Anjali Ayyar,F,55,7960888348,"No. 132, Layout, Karnataka",none,none,3696252.865,
VIC-FIR-KLP-2021-00028-000,FIR-KLP-2021-00028,Satish Krishnamurthy,M,49,8944756809,"No. 150, Cross, Karnataka",none,cash,387461.0,
VIC-FIR-KLP-2021-00028-001,FIR-KLP-2021-00028,Ravi Naik,M,53,6206330640,"No. 121, Main Road, Karnataka",none,mobile,387461.0,
VIC-FIR-MYS-2021-00005-000,FIR-MYS-2021-00005,Akash Tantri,M,33,9715479919,"No. 52, Main Road, Karnataka",none,gold_jewellery,3463975.2,
VIC-FIR-MYS-2021-00005-001,FIR-MYS-2021-00005,Jyothi Verma,F,51,6840609988,"No. 138, Cross, Karnataka",none,vehicle,3463975.2,
VIC-FIR-MGL-2021-00015-000,FIR-MGL-2021-00015,Kavitha Kumar,F,45,6336064718,"No. 93, Layout, Karnataka",none,cash,885.7,
VIC-FIR-MGL-2021-00015-001,FIR-MGL-2021-00015,Prakash Singh,M,65,8634959313,"No. 23, Cross, Karnataka",none,mobile,885.7,
VIC-FIR-TKR-2021-00003-000,FIR-TKR-2021-00003,Radha Udupi,F,73,8567659557,"No. 172, Layout, Karnataka",none,gold_jewellery,20227.87,
VIC-FIR-TKR-2021-00003-001,FIR-TKR-2021-00003,Pooja Raju,F,73,6267937893,"No. 11, Layout, Karnataka",none,mobile,20227.87,
VIC-FIR-TKR-2021-00003-002,FIR-TKR-2021-00003,Harsh Thakur,M,35,6225938460,"No. 196, Layout, Karnataka",none,cash,10113.935,
VIC-FIR-MYS-2021-00006-000,FIR-MYS-2021-00006,Umesh Kamath,M,62,7744519156,"No. 120, Layout, Karnataka",none,mobile,213901.65,
VIC-FIR-MYS-2021-00006-001,FIR-MYS-2021-00006,Suresh Sharma,M,43,6277350380,"No. 175, Cross, Karnataka",none,cash,213901.65,
VIC-FIR-UDR-2021-00021-000,FIR-UDR-2021-00021,Nagaraj Krishnamurthy,M,27,7781518495,"No. 18, Main Road, Karnataka",none,gold_jewellery,2151866.47,
VIC-FIR-UDR-2021-00021-001,FIR-UDR-2021-00021,Nagaraj Ayyar,M,32,8437134359,"No. 47, Cross, Karnataka",none,none,2151866.47,
VIC-FIR-UDR-2021-00021-002,FIR-UDR-2021-00021,Satish Desai,M,20,7090005155,"No. 118, Main Road, Karnataka",none,mobile,1075933.235,
VIC-FIR-RCR-2021-00002-000,FIR-RCR-2021-00002,Madhu Udupi,F,32,7493426799,"No. 174, Layout, Karnataka",none,vehicle,35740.39,
VIC-FIR-RCR-2021-00002-001,FIR-RCR-2021-00002,Ravi Prabhu,M,30,8096973455,"No. 18, Cross, Karnataka",none,mobile,35740.39,
VIC-FIR-MYS-2021-00007-000,FIR-MYS-2021-00007,Nirmala Hegde,F,64,8318026459,"No. 57, Layout, Karnataka",none,gold_jewellery,4368485.11,
VIC-FIR-HBL-2021-00010-000,FIR-HBL-2021-00010,Ajay Reddy,M,48,6180536190,"No. 163, Layout, Karnataka",none,gold_jewellery,586433.93,
VIC-FIR-BLR2-2021-00010-000,FIR-BLR2-2021-00010,Sujatha Thakur,F,27,8657777253,"No. 97, Layout, Karnataka",none,none,12354.11,
VIC-FIR-BLR2-2021-00010-001,FIR-BLR2-2021-00010,Satish Aras,M,21,6401902320,"No. 84, Main Road, Karnataka",none,vehicle,12354.11,
VIC-FIR-MYS-2021-00008-000,FIR-MYS-2021-00008,Srikanth Krishnamurthy,M,45,9574083263,"No. 87, Main Road, Karnataka",none,vehicle,4300998.95,
VIC-FIR-BLR-2021-00050-000,FIR-BLR-2021-00050,Ganesh Kumar,M,71,7438820742,"No. 85, Main Road, Karnataka",none,gold_jewellery,2700.92,
VIC-FIR-BLR-2021-00050-001,FIR-BLR-2021-00050,Swathi Bhat,F,73,6166646635,"No. 32, Main Road, Karnataka",none,mobile,2700.92,
VIC-FIR-MYS-2021-00009-000,FIR-MYS-2021-00009,Ganesh Joshi,M,19,6325086607,"No. 122, Cross, Karnataka",none,vehicle,2470865.3,
VIC-FIR-MYS-2021-00009-001,FIR-MYS-2021-00009,Anjali Nayak,F,54,6558346076,"No. 19, Main Road, Karnataka",none,none,2470865.3,
VIC-FIR-MYS-2021-00009-002,FIR-MYS-2021-00009,Suresh Naik,M,22,9084568977,"No. 155, Cross, Karnataka",none,vehicle,1235432.65,
VIC-FIR-BLR-2021-00051-000,FIR-BLR-2021-00051,Shruthi Patil,F,74,7580209026,"No. 41, Cross, Karnataka",none,cash,99004.51,
VIC-FIR-CTV-2021-00001-000,FIR-CTV-2021-00001,Mohan Raju,M,26,8992655752,"No. 86, Main Road, Karnataka",none,mobile,936519.38,
VIC-FIR-CTV-2021-00001-001,FIR-CTV-2021-00001,Anjali Shetty,F,58,6370193631,"No. 169, Cross, Karnataka",none,gold_jewellery,936519.38,
VIC-FIR-CTV-2021-00001-002,FIR-CTV-2021-00001,Yogesh Adiga,M,35,9805418512,"No. 11, Main Road, Karnataka",none,vehicle,468259.69,
VIC-FIR-MYS-2021-00010-000,FIR-MYS-2021-00010,Anil Swamy,M,73,8772581840,"No. 118, Main Road, Karnataka",none,cash,425801.0,
VIC-FIR-MYS-2021-00010-001,FIR-MYS-2021-00010,Harsh Reddy,M,36,7372520745,"No. 184, Main Road, Karnataka",none,mobile,425801.0,
VIC-FIR-BLR-2021-00052-000,FIR-BLR-2021-00052,Lakshmi Swamy,F,45,7061338514,"No. 8, Layout, Karnataka",none,mobile,26138.38,
VIC-FIR-BLR-2021-00052-001,FIR-BLR-2021-00052,Manjunath Adiga,M,20,6826559190,"No. 163, Main Road, Karnataka",none,mobile,26138.38,
VIC-FIR-CTV-2021-00002-000,FIR-CTV-2021-00002,Swathi Swamy,F,59,7375418226,"No. 43, Cross, Karnataka",none,gold_jewellery,55470.84,
VIC-FIR-MYS-2021-00011-000,FIR-MYS-2021-00011,Geetha Rao,F,74,6095557848,"No. 142, Main Road, Karnataka",none,vehicle,3367052.61,
VIC-FIR-MYS-2021-00011-001,FIR-MYS-2021-00011,Bharathi Udupi,F,40,7054634760,"No. 13, Cross, Karnataka",none,vehicle,3367052.61,
VIC-FIR-BLR-2021-00053-000,FIR-BLR-2021-00053,Arjun Sharma,M,44,9031900295,"No. 148, Layout, Karnataka",none,vehicle,17596.4,
VIC-FIR-BLR-2021-00053-001,FIR-BLR-2021-00053,Nirmala Adiga,F,18,9302199432,"No. 46, Layout, Karnataka",none,cash,17596.4,
VIC-FIR-BLR-2021-00053-002,FIR-BLR-2021-00053,Seeta Pillai,F,64,6389108974,"No. 112, Layout, Karnataka",none,cash,8798.2,
VIC-FIR-CTV-2021-00003-000,FIR-CTV-2021-00003,Amala Aras,F,36,8015435844,"No. 78, Layout, Karnataka",none,mobile,844012.79,
VIC-FIR-MYS-2021-00012-000,FIR-MYS-2021-00012,Geetha Nayak,F,74,9550427877,"No. 157, Cross, Karnataka",none,vehicle,1165713.4,
VIC-FIR-MYS-2021-00012-001,FIR-MYS-2021-00012,Amala Raju,F,37,7701009340,"No. 187, Layout, Karnataka",none,none,1165713.4,
VIC-FIR-BLR-2021-00054-000,FIR-BLR-2021-00054,Ganesh Reddy,M,53,9193036641,"No. 129, Layout, Karnataka",none,cash,43447.37,
VIC-FIR-BLR-2021-00054-001,FIR-BLR-2021-00054,Bharathi Kamath,F,45,9143386375,"No. 142, Cross, Karnataka",none,mobile,43447.37,
VIC-FIR-CTV-2021-00004-000,FIR-CTV-2021-00004,Shruthi Raju,F,26,6184318268,"No. 62, Layout, Karnataka",none,cash,207120.6,
VIC-FIR-CTV-2021-00004-001,FIR-CTV-2021-00004,Pooja Kumar,F,42,6703937400,"No. 185, Main Road, Karnataka",none,gold_jewellery,207120.6,
VIC-FIR-MYS-2021-00013-000,FIR-MYS-2021-00013,Prashanth Bhat,M,59,7426053283,"No. 107, Cross, Karnataka",none,mobile,4034841.8,
VIC-FIR-BLR-2021-00055-000,FIR-BLR-2021-00055,Satish Patil,M,41,8998724923,"No. 128, Layout, Karnataka",none,gold_jewellery,5630.62,
VIC-FIR-BLR-2021-00055-001,FIR-BLR-2021-00055,Srikanth Joshi,M,34,9914806522,"No. 179, Cross, Karnataka",none,none,5630.62,
VIC-FIR-BLR-2021-00055-002,FIR-BLR-2021-00055,Jyothi Ayyar,F,71,6830999715,"No. 178, Cross, Karnataka",none,mobile,2815.31,
VIC-FIR-CTV-2021-00005-000,FIR-CTV-2021-00005,Anjali Naik,F,75,9863408564,"No. 48, Main Road, Karnataka",none,vehicle,953126.43,
VIC-FIR-MYS-2021-00014-000,FIR-MYS-2021-00014,Anita Kumar,F,20,9990937988,"No. 128, Layout, Karnataka",none,vehicle,1204322.29,
VIC-FIR-BLR-2021-00056-000,FIR-BLR-2021-00056,Umesh Rao,M,55,8055824195,"No. 84, Cross, Karnataka",none,mobile,74051.37,
VIC-FIR-BLR-2021-00056-001,FIR-BLR-2021-00056,Ganesh Tantri,M,46,9263699423,"No. 165, Layout, Karnataka",none,vehicle,74051.37,
VIC-FIR-BLR-2021-00056-002,FIR-BLR-2021-00056,Nirmala Reddy,F,18,8293404542,"No. 82, Main Road, Karnataka",none,mobile,37025.685,
VIC-FIR-CTV-2021-00006-000,FIR-CTV-2021-00006,Ramesh Reddy,M,63,9240277495,"No. 52, Cross, Karnataka",none,vehicle,1001272.76,
VIC-FIR-MYS-2021-00015-000,FIR-MYS-2021-00015,Anil Nambiar,M,29,6227816979,"No. 9, Main Road, Karnataka",none,none,1099748.04,
VIC-FIR-BLR-2021-00057-000,FIR-BLR-2021-00057,Sneha Verma,F,61,9030439555,"No. 113, Main Road, Karnataka",none,gold_jewellery,87128.18,
VIC-FIR-BLR-2021-00057-001,FIR-BLR-2021-00057,Seeta Sharma,F,25,7675926010,"No. 159, Layout, Karnataka",none,mobile,87128.18,
VIC-FIR-BLR-2021-00057-002,FIR-BLR-2021-00057,Naveen Singh,M,26,7153215310,"No. 175, Main Road, Karnataka",none,cash,43564.09,
VIC-FIR-CTV-2021-00007-000,FIR-CTV-2021-00007,Prashanth Thakur,M,54,6287377444,"No. 145, Layout, Karnataka",none,cash,311347.54,
VIC-FIR-CTV-2021-00007-001,FIR-CTV-2021-00007,Amala Shastri,F,73,6738186365,"No. 2, Cross, Karnataka",none,none,311347.54,
VIC-FIR-MYS-2021-00016-000,FIR-MYS-2021-00016,Arjun Adiga,M,38,8525477865,"No. 9, Cross, Karnataka",none,gold_jewellery,327853.71,
VIC-FIR-MYS-2021-00016-001,FIR-MYS-2021-00016,Meera Singh,F,24,6046085910,"No. 48, Cross, Karnataka",none,none,327853.71,
VIC-FIR-BLR-2021-00058-000,FIR-BLR-2021-00058,Yogesh Nayak,M,53,6242462837,"No. 48, Layout, Karnataka",none,mobile,56128.98,
VIC-FIR-BLR-2021-00058-001,FIR-BLR-2021-00058,Priya Naik,F,38,6041394812,"No. 83, Cross, Karnataka",none,cash,56128.98,
VIC-FIR-CTV-2021-00008-000,FIR-CTV-2021-00008,Kavitha Ayyar,F,61,9033599039,"No. 140, Cross, Karnataka",none,cash,1464955.48,
VIC-FIR-RBG-2021-00031-000,FIR-RBG-2021-00031,Sangeetha Nambiar,F,46,9982655252,"No. 150, Cross, Karnataka",grievous,gold_jewellery,894453.98,
VIC-FIR-MYS-2021-00017-000,FIR-MYS-2021-00017,Vinay Krishnamurthy,M,63,8263163177,"No. 34, Layout, Karnataka",none,cash,3484310.43,
VIC-FIR-MYS-2021-00017-001,FIR-MYS-2021-00017,Sneha Singh,F,20,9716439717,"No. 141, Layout, Karnataka",none,none,3484310.43,
VIC-FIR-BLR-2021-00059-000,FIR-BLR-2021-00059,Akash Nayak,M,45,8671006156,"No. 198, Main Road, Karnataka",none,mobile,22510.43,
VIC-FIR-BLR-2021-00059-001,FIR-BLR-2021-00059,Amala Hegde,F,75,8606656882,"No. 62, Main Road, Karnataka",none,vehicle,22510.43,
VIC-FIR-UDR-2021-00022-000,FIR-UDR-2021-00022,Ramesh Patil,M,36,7660838617,"No. 95, Cross, Karnataka",none,cash,31640.04,
VIC-FIR-UDR-2021-00022-001,FIR-UDR-2021-00022,Madhu Aras,F,28,6879899602,"No. 170, Layout, Karnataka",none,mobile,31640.04,
VIC-FIR-MYS-2021-00018-000,FIR-MYS-2021-00018,Suresh Singh,M,75,7819871260,"No. 112, Layout, Karnataka",none,none,190423.49,
VIC-FIR-MYS-2021-00018-001,FIR-MYS-2021-00018,Sangeetha Raju,F,36,8060625754,"No. 137, Layout, Karnataka",none,gold_jewellery,190423.49,
VIC-FIR-MYS-2021-00018-002,FIR-MYS-2021-00018,Raghavendra Joshi,M,74,8462179628,"No. 67, Layout, Karnataka",none,gold_jewellery,95211.745,
VIC-FIR-BLR-2021-00060-000,FIR-BLR-2021-00060,Nitya Prabhu,F,25,9338180899,"No. 3, Main Road, Karnataka",none,none,47081.34,
VIC-FIR-BLR-2021-00060-001,FIR-BLR-2021-00060,Kiran Thakur,M,39,6963505056,"No. 193, Layout, Karnataka",none,cash,47081.34,
VIC-FIR-BLR-2021-00061-000,FIR-BLR-2021-00061,Ajay Adiga,M,63,7009086046,"No. 134, Layout, Karnataka",none,none,95136.14,
VIC-FIR-BLR-2021-00061-001,FIR-BLR-2021-00061,Deepak Swamy,M,62,8113944818,"No. 197, Layout, Karnataka",none,none,95136.14,
VIC-FIR-BLG-2021-00009-000,FIR-BLG-2021-00009,Prakash Desai,M,65,9176800571,"No. 17, Layout, Karnataka",grievous,none,167946.38,
VIC-FIR-VKT-2021-00003-000,FIR-VKT-2021-00003,Kavitha Singh,F,33,6484013703,"No. 130, Cross, Karnataka",none,gold_jewellery,287.72,
VIC-FIR-VKT-2021-00003-001,FIR-VKT-2021-00003,Suresh Verma,M,23,8420522566,"No. 160, Main Road, Karnataka",none,gold_jewellery,287.72,
VIC-FIR-BLR-2021-00062-000,FIR-BLR-2021-00062,Yogesh Patil,M,69,8351372632,"No. 197, Layout, Karnataka",none,cash,95584.26,
VIC-FIR-BLR-2021-00062-001,FIR-BLR-2021-00062,Sneha Lingayat,F,18,7425184242,"No. 75, Layout, Karnataka",none,none,95584.26,
VIC-FIR-BLR-2021-00063-000,FIR-BLR-2021-00063,Shivakumar Verma,M,21,7149614631,"No. 155, Layout, Karnataka",none,cash,1194561.2,
VIC-FIR-BLR-2021-00063-001,FIR-BLR-2021-00063,Abhishek Shastri,M,41,6394511985,"No. 104, Main Road, Karnataka",none,mobile,1194561.2,
VIC-FIR-UDR-2021-00023-000,FIR-UDR-2021-00023,Sangeetha Kumar,F,35,6587503205,"No. 174, Layout, Karnataka",none,mobile,36279.07,
VIC-FIR-UDR-2021-00023-001,FIR-UDR-2021-00023,Radha Murthy,F,34,8898457366,"No. 15, Cross, Karnataka",none,vehicle,36279.07,
VIC-FIR-UDR-2021-00023-002,FIR-UDR-2021-00023,Raghavendra Krishnamurthy,M,71,7671517291,"No. 78, Layout, Karnataka",none,gold_jewellery,18139.535,
VIC-FIR-BLR2-2021-00011-000,FIR-BLR2-2021-00011,Tejas Verma,M,58,7635446482,"No. 61, Main Road, Karnataka",none,gold_jewellery,562.34,
VIC-FIR-BLR2-2021-00011-001,FIR-BLR2-2021-00011,Shivakumar Shetty,M,41,6566792475,"No. 111, Main Road, Karnataka",none,cash,562.34,
VIC-FIR-BLR2-2021-00011-002,FIR-BLR2-2021-00011,Deepa Ayyar,F,40,7640707294,"No. 158, Cross, Karnataka",none,mobile,281.17,
VIC-FIR-BLR-2021-00064-000,FIR-BLR-2021-00064,Tejas Nayak,M,71,8331887020,"No. 176, Layout, Karnataka",none,none,255315.17,
VIC-FIR-BLR-2021-00064-001,FIR-BLR-2021-00064,Nirmala Reddy,F,22,9892128529,"No. 176, Layout, Karnataka",none,gold_jewellery,255315.17,
VIC-FIR-UDR-2021-00024-000,FIR-UDR-2021-00024,Radha Thakur,F,67,7762315274,"No. 37, Main Road, Karnataka",none,vehicle,270607.71,
VIC-FIR-UDR-2021-00025-000,FIR-UDR-2021-00025,Anjali Tantri,F,40,9187405608,"No. 106, Main Road, Karnataka",none,none,6278.04,
VIC-FIR-UDR-2021-00025-001,FIR-UDR-2021-00025,Jyothi Udupi,F,56,8966996516,"No. 51, Cross, Karnataka",none,vehicle,6278.04,
VIC-FIR-VKT-2021-00004-000,FIR-VKT-2021-00004,Rekha Desai,F,41,8227485192,"No. 59, Main Road, Karnataka",none,vehicle,660.55,
VIC-FIR-VKT-2021-00004-001,FIR-VKT-2021-00004,Kiran Vokkaliga,M,57,8610942389,"No. 153, Main Road, Karnataka",none,none,660.55,
VIC-FIR-HBL-2021-00011-000,FIR-HBL-2021-00011,Anita Desai,F,66,9950783151,"No. 2, Layout, Karnataka",none,cash,450134.96,
VIC-FIR-UDR-2021-00026-000,FIR-UDR-2021-00026,Geetha Bhat,F,48,9566319057,"No. 44, Layout, Karnataka",none,vehicle,24994.39,
VIC-FIR-BLR2-2021-00012-000,FIR-BLR2-2021-00012,Nirmala Singh,F,46,9633458455,"No. 14, Main Road, Karnataka",none,gold_jewellery,4761657.11,
VIC-FIR-BLR2-2021-00012-001,FIR-BLR2-2021-00012,Rajesh Ayyar,M,72,8282075080,"No. 133, Main Road, Karnataka",none,mobile,4761657.11,
VIC-FIR-MYS-2021-00019-000,FIR-MYS-2021-00019,Umesh Tantri,M,70,6159500268,"No. 135, Main Road, Karnataka",none,vehicle,24822.95,
VIC-FIR-MYS-2021-00019-001,FIR-MYS-2021-00019,Mahesh Pillai,M,46,6644953568,"No. 76, Layout, Karnataka",none,mobile,24822.95,
VIC-FIR-MYS-2021-00019-002,FIR-MYS-2021-00019,Sneha Tantri,F,44,6382016566,"No. 52, Layout, Karnataka",none,vehicle,12411.475,
VIC-FIR-BLG-2021-00010-000,FIR-BLG-2021-00010,Raghavendra Hegde,M,69,7817285588,"No. 96, Cross, Karnataka",none,vehicle,929933.18,
VIC-FIR-KDG-2021-00002-000,FIR-KDG-2021-00002,Kiran Bhat,M,42,6449423264,"No. 143, Cross, Karnataka",none,cash,121553.74,
VIC-FIR-KDG-2021-00002-001,FIR-KDG-2021-00002,Deepak Pillai,M,65,7655950708,"No. 28, Layout, Karnataka",none,cash,121553.74,
VIC-FIR-RBG-2021-00032-000,FIR-RBG-2021-00032,Saritha Swamy,F,59,6892917861,"No. 197, Cross, Karnataka",minor,cash,13532.11,
VIC-FIR-RBG-2021-00032-001,FIR-RBG-2021-00032,Rajesh Gowda,M,47,8625381169,"No. 182, Main Road, Karnataka",grievous,gold_jewellery,13532.11,
VIC-FIR-HBL-2021-00012-000,FIR-HBL-2021-00012,Prakash Udupi,M,30,9453424022,"No. 169, Cross, Karnataka",none,mobile,9809.02,
VIC-FIR-HBL-2021-00012-001,FIR-HBL-2021-00012,Harsh Joshi,M,38,6681913792,"No. 120, Main Road, Karnataka",none,mobile,9809.02,
VIC-FIR-BLR-2021-00065-000,FIR-BLR-2021-00065,Amala Bhat,F,54,8695373189,"No. 179, Main Road, Karnataka",none,none,31792.71,
VIC-FIR-UDR-2021-00027-000,FIR-UDR-2021-00027,Madhu Naik,F,60,8134796128,"No. 140, Layout, Karnataka",none,vehicle,715.09,
VIC-FIR-UDR-2021-00027-001,FIR-UDR-2021-00027,Kiran Kamath,M,74,8890774798,"No. 30, Main Road, Karnataka",none,none,715.09,
VIC-FIR-UDR-2021-00027-002,FIR-UDR-2021-00027,Sangeetha Tantri,F,67,9187682667,"No. 22, Layout, Karnataka",none,cash,357.545,
VIC-FIR-VKT-2021-00005-000,FIR-VKT-2021-00005,Priya Raju,F,33,6095269259,"No. 63, Layout, Karnataka",none,gold_jewellery,461.69,
VIC-FIR-VKT-2021-00005-001,FIR-VKT-2021-00005,Abhishek Kumar,M,34,8940641540,"No. 82, Layout, Karnataka",none,cash,461.69,
VIC-FIR-VKT-2021-00005-002,FIR-VKT-2021-00005,Jyothi Ayyar,F,40,6940353855,"No. 80, Layout, Karnataka",none,mobile,230.845,
VIC-FIR-UDR-2021-00028-000,FIR-UDR-2021-00028,Jyothi Gowda,F,46,6207708610,"No. 153, Main Road, Karnataka",none,mobile,47973.12,
VIC-FIR-UDR-2021-00028-001,FIR-UDR-2021-00028,Umesh Bhat,M,45,9300372681,"No. 81, Main Road, Karnataka",none,none,47973.12,
VIC-FIR-BLR-2021-00066-000,FIR-BLR-2021-00066,Nirmala Lingayat,F,46,7353860324,"No. 152, Cross, Karnataka",none,mobile,1223.09,
VIC-FIR-BLR-2021-00066-001,FIR-BLR-2021-00066,Meera Nambiar,F,47,8610346863,"No. 78, Cross, Karnataka",none,mobile,1223.09,
VIC-FIR-KLP-2021-00029-000,FIR-KLP-2021-00029,Mahesh Krishnamurthy,M,74,9227573922,"No. 117, Main Road, Karnataka",none,none,127099.32,
VIC-FIR-KLP-2021-00029-001,FIR-KLP-2021-00029,Ganesh Nayak,M,41,9250002108,"No. 8, Cross, Karnataka",none,none,127099.32,
VIC-FIR-UDR-2021-00029-000,FIR-UDR-2021-00029,Prashanth Thakur,M,69,7737545758,"No. 53, Cross, Karnataka",none,none,9560.87,
VIC-FIR-BLR-2021-00067-000,FIR-BLR-2021-00067,Anil Patil,M,46,7134395665,"No. 148, Layout, Karnataka",minor,none,76463.51,
VIC-FIR-BLR-2021-00067-001,FIR-BLR-2021-00067,Harsh Udupi,M,65,6247830808,"No. 76, Cross, Karnataka",grievous,vehicle,76463.51,
VIC-FIR-MGL-2021-00016-000,FIR-MGL-2021-00016,Mohan Pillai,M,21,8090582867,"No. 195, Layout, Karnataka",grievous,none,35702.97,
VIC-FIR-MGL-2021-00016-001,FIR-MGL-2021-00016,Shivakumar Kumar,M,26,6985884636,"No. 59, Main Road, Karnataka",grievous,cash,35702.97,
VIC-FIR-MGL-2021-00016-002,FIR-MGL-2021-00016,Vinay Swamy,M,49,8420990044,"No. 96, Cross, Karnataka",grievous,cash,17851.485,
VIC-FIR-MGL-2021-00016-003,FIR-MGL-2021-00016,Pooja Naik,F,65,9357548753,"No. 36, Layout, Karnataka",grievous,cash,11900.99,
VIC-FIR-KLP-2021-00030-000,FIR-KLP-2021-00030,Shivakumar Shetty,M,22,6493536402,"No. 198, Layout, Karnataka",none,cash,37327.1,
VIC-FIR-KLP-2021-00030-001,FIR-KLP-2021-00030,Suresh Rao,M,35,6808446141,"No. 100, Main Road, Karnataka",none,gold_jewellery,37327.1,
VIC-FIR-KLP-2021-00030-002,FIR-KLP-2021-00030,Yogesh Verma,M,52,8764182702,"No. 28, Layout, Karnataka",none,gold_jewellery,18663.55,
VIC-FIR-BLR2-2021-00013-000,FIR-BLR2-2021-00013,Harsh Hegde,M,24,7340814983,"No. 141, Main Road, Karnataka",none,mobile,17137601.97,
VIC-FIR-BLR2-2021-00013-001,FIR-BLR2-2021-00013,Arjun Thakur,M,58,8184553452,"No. 90, Layout, Karnataka",none,gold_jewellery,17137601.97,
VIC-FIR-BLR2-2021-00013-002,FIR-BLR2-2021-00013,Vidya Udupi,F,70,7936101408,"No. 195, Main Road, Karnataka",none,none,8568800.985,
VIC-FIR-BLR2-2021-00013-003,FIR-BLR2-2021-00013,Anita Joshi,F,60,9691054067,"No. 136, Layout, Karnataka",none,vehicle,5712533.989999999,
VIC-FIR-BLR2-2021-00013-004,FIR-BLR2-2021-00013,Deepa Joshi,F,31,8646125508,"No. 182, Main Road, Karnataka",none,gold_jewellery,4284400.4925,
VIC-FIR-UDR-2021-00030-000,FIR-UDR-2021-00030,Bharathi Patil,F,22,7172517008,"No. 132, Cross, Karnataka",none,vehicle,15617.83,
VIC-FIR-UDR-2021-00030-001,FIR-UDR-2021-00030,Naveen Tantri,M,28,8487419128,"No. 88, Main Road, Karnataka",none,cash,15617.83,
VIC-FIR-HBL-2021-00013-000,FIR-HBL-2021-00013,Tejas Adiga,M,26,6383976954,"No. 179, Layout, Karnataka",none,vehicle,5062.02,
VIC-FIR-HBL-2021-00013-001,FIR-HBL-2021-00013,Geetha Verma,F,22,7472130367,"No. 85, Layout, Karnataka",none,gold_jewellery,5062.02,
VIC-FIR-KLP-2021-00031-000,FIR-KLP-2021-00031,Harsh Bhat,M,61,8179683822,"No. 117, Layout, Karnataka",none,mobile,373183.57,
VIC-FIR-VKT-2021-00006-000,FIR-VKT-2021-00006,Kiran Bhat,M,30,7726142794,"No. 9, Main Road, Karnataka",none,vehicle,874.93,
VIC-FIR-VKT-2021-00006-001,FIR-VKT-2021-00006,Satish Adiga,M,72,8281734317,"No. 120, Main Road, Karnataka",none,none,874.93,
VIC-FIR-BLR2-2021-00014-000,FIR-BLR2-2021-00014,Ravi Vokkaliga,M,54,8507310032,"No. 133, Main Road, Karnataka",none,gold_jewellery,10844.85,
VIC-FIR-BLR2-2021-00014-001,FIR-BLR2-2021-00014,Umesh Adiga,M,43,7274468324,"No. 12, Cross, Karnataka",none,none,10844.85,
VIC-FIR-HBL-2021-00014-000,FIR-HBL-2021-00014,Arjun Singh,M,23,9679721347,"No. 108, Main Road, Karnataka",none,none,81300.55,
VIC-FIR-HBL-2021-00014-001,FIR-HBL-2021-00014,Arjun Aras,M,20,8660501530,"No. 135, Main Road, Karnataka",none,vehicle,81300.55,
VIC-FIR-MGL-2021-00017-000,FIR-MGL-2021-00017,Saritha Aras,F,26,8021984896,"No. 179, Cross, Karnataka",none,cash,256393.93,
VIC-FIR-VKT-2021-00007-000,FIR-VKT-2021-00007,Madhu Shastri,F,35,6196314544,"No. 9, Cross, Karnataka",none,vehicle,565.25,
VIC-FIR-HSN-2021-00003-000,FIR-HSN-2021-00003,Madhu Krishnamurthy,F,33,8848796437,"No. 107, Main Road, Karnataka",none,vehicle,362640.36,
VIC-FIR-UDR-2021-00031-000,FIR-UDR-2021-00031,Gaurav Murthy,M,27,7571434975,"No. 102, Cross, Karnataka",none,gold_jewellery,33781.7,
VIC-FIR-UDR-2021-00031-001,FIR-UDR-2021-00031,Suma Naik,F,62,7591955870,"No. 90, Cross, Karnataka",none,none,33781.7,
VIC-FIR-BLR-2021-00068-000,FIR-BLR-2021-00068,Deepa Prabhu,F,31,8764747166,"No. 148, Cross, Karnataka",none,gold_jewellery,427.19,
VIC-FIR-BLR-2021-00068-001,FIR-BLR-2021-00068,Prakash Udupi,M,22,6154697000,"No. 38, Main Road, Karnataka",none,mobile,427.19,
VIC-FIR-MGL-2021-00018-000,FIR-MGL-2021-00018,Abhishek Hegde,M,39,6289581911,"No. 116, Main Road, Karnataka",none,vehicle,15819.18,
