citizen_id,name_en,name_kn,first_name_en,last_name_en,gender,dob,age,aadhaar,dl_number,phone_primary,phone_secondary,occupation,socioeconomic_class,religion,caste,education,district_id,district_name,taluk,station_id,home_lat,home_lng,home_address,bank_account,upi_id,is_migrant
CIT-00000799,Sujatha Swamy,ರೇಖಾ ಅಯ್ಯರ್,Sujatha,Swamy,F,1997-04-10,29,233231649586,KA2820178483155,6963236253,9863070131,Auto Driver,upper,Hindu,General,Professional,KA-VKT,Vijayanagara,Hagaribommanahalli,STN-KA-VKT-0006,15.160723,76.035604,"No. 243, Cross Street, Hagaribommanahalli, Vijayanagara - 577508",9170580307146,6963236253@upi,false
CIT-00000800,Deepak Patil,ವಿನಯ್ ಶಾಸ್ತ್ರಿ,Deepak,Patil,M,2002-11-02,23,831424382244,,8691076432,,Mechanic,upper,Christian,General,Primary,KA-UDR,Udupi,Udupi,STN-KA-UDR-0004,13.679051,74.64713,"No. 203, Main Road, Udupi, Udupi - 586018",951538410240,,false
CIT-00000801,Bharathi Shetty,ಸಂಗೀತಾ ಕಾಮತ್,Bharathi,Shetty,F,1974-10-05,51,633006230504,,6942285220,,Auto Driver,upper_middle,Buddhist,ST,Professional,KA-BLR2,Ballari,Sandur,STN-KA-BLR2-0017,14.954175,76.523949,"No. 265, Cross Street, Sandur, Ballari - 582173",82773457346526,6942285220@phonepe,false
CIT-00000802,Rekha Sharma,ಸುಜಾತಾ ಅಯ್ಯರ್,Rekha,Sharma,F,2010-04-19,16,739660860489,,7772457441,,Teacher,upper,Hindu,Brahmin,Professional,KA-HBL,Hubballi-Dharwad,Kalghatagi,STN-KA-HBL-0012,15.156546,75.170952,"No. 459, Main Road, Kalghatagi, Hubballi-Dharwad - 575376",401851496873689,rekhasha@okaxis,false
CIT-00000803,Deepak Shetty,ಸಂದೀಪ್ ಕಾಮತ್,Deepak,Shetty,M,1993-08-26,32,396223142112,KA0720211339952,8637973678,,Mechanic,middle,Hindu,ST,PUC,KA-MGL,Dakshina Kannada,Mangaluru,STN-KA-MGL-0000,12.416245,75.183536,"No. 401, Layout, Mangaluru, Dakshina Kannada - 589637",3404444072111,,false
CIT-00000804,Ganesh Gowda,ರಾಮೇಶ್ ಉಡುಪ,Ganesh,Gowda,M,1992-02-09,34,812765149241,,8975778977,,Daily Wage Labourer,BPL,Hindu,Kuruba,Diploma,KA-KLP,Kalaburagi,Sedam,STN-KA-KLP-0021,17.213359,76.900617,"No. 219, Main Road, Sedam, Kalaburagi - 560460",09690041813,8975778977@upi,false
CIT-00000805,Bharathi Vokkaliga,ಶೃತಿ ದೇಸಾಯಿ,Bharathi,Vokkaliga,F,1971-06-23,55,332226650980,KA0420237156023,6600308597,7706124555,Private Employee,BPL,Hindu,Vokkaliga,Graduate,KA-MGL,Dakshina Kannada,Mangaluru,STN-KA-MGL-0000,12.452452,75.175238,"No. 61, 1st Stage, Mangaluru, Dakshina Kannada - 573765",70569490457,,false
CIT-00000806,Prashanth Shastri,ಯೋಗೇಶ್ ಕೃಷ್ಣಮೂರ್ತಿ,Prashanth,Shastri,M,1962-06-16,64,374561851205,KA3220212628318,8869744302,,Auto Driver,upper_middle,Other,Vokkaliga,PUC,KA-UDR,Udupi,Udupi,STN-KA-UDR-0000,13.339496,74.90893,"No. 19, Layout, Udupi, Udupi - 591159",0483457682541,8869744302@paytm,false
CIT-00000807,Geetha Singh,ಪೂಜಾ ಕೃಷ್ಣಮೂರ್ತಿ,Geetha,Singh,F,1962-06-02,64,478423740517,,8054767445,7138678236,Teacher,middle,Muslim,Kuruba,Graduate,KA-RBG,Dharwad,Hubballi,STN-KA-RBG-0011,15.278445,74.90083,"No. 488, Cross Street, Hubballi, Dharwad - 578652",1757322836138142,8054767445@upi,false
CIT-00000808,Pooja Desai,ಕವಿತಾ ಕೃಷ್ಣಮೂರ್ತಿ,Pooja,Desai,F,1985-02-20,41,803608278157,KA4120054180173,8520826075,6731160124,Auto Driver,lower,Muslim,Lingayat,Post Graduate,KA-MGL,Dakshina Kannada,Belthangady,STN-KA-MGL-0013,12.789693,75.452339,"No. 116, 1st Stage, Belthangady, Dakshina Kannada - 584369",5849875528109319,,false
CIT-00000809,Sujatha Kumar,ಪೂಜಾ ಜೋಶಿ,Sujatha,Kumar,F,1963-04-13,63,242199893960,KA3620061019350,8860101632,,Electrician,BPL,Christian,OBC,Illiterate,KA-BLR,Bengaluru Urban,Yelahanka,STN-KA-BLR-0039,12.969428,77.673592,"No. 94, 1st Stage, Yelahanka, Bengaluru Urban - 587472",,,false
CIT-00000810,Manjunath Murthy,ರಾಮೇಶ್ ದೇಸಾಯಿ,Manjunath,Murthy,M,1959-10-31,66,512841527765,,7421711522,,Advocate,lower_middle,Muslim,Bovi,High School,KA-MGL,Dakshina Kannada,Bantwal,STN-KA-MGL-0009,12.95231,74.898296,"No. 319, Layout, Bantwal, Dakshina Kannada - 566926",5925324254759576,7421711522@paytm,false
CIT-00000811,Ramesh Sharma,ಸತೀಶ್ ಗೌಡ,Ramesh,Sharma,M,1987-06-12,39,810862265919,KA1420216019308,8316720838,,Contractor,lower,Hindu,Nayaka,Graduate,KA-BLG,Belagavi,Khanapur,STN-KA-BLG-0016,16.246563,74.632121,"No. 284, 1st Stage, Khanapur, Belagavi - 567575",0669425055629,rameshsh@okhdfcbank,false
CIT-00000812,Arjun Ayyar,ಹರ್ಷ ತಂತ್ರಿ,Arjun,Ayyar,M,1965-06-23,61,313176158650,KA1720188229505,8384736592,,Contractor,BPL,Muslim,SC,Primary,KA-UDR,Udupi,Kundapura,STN-KA-UDR-0011,13.782337,74.886026,"No. 342, 1st Stage, Kundapura, Udupi - 577991",8708728401067,,true
CIT-00000813,Kavitha Prabhu,ಮಧು ಕೃಷ್ಣಮೂರ್ತಿ,Kavitha,Prabhu,F,1975-11-16,50,603070308854,KA0120113545534,6538053465,,Doctor,middle,Christian,Brahmin,Illiterate,KA-BLG,Belagavi,Chikkodi,STN-KA-BLG-0018,15.81921,74.46969,"No. 367, Cross Street, Chikkodi, Belagavi - 586036",2348983763895608,,false
CIT-00000814,Ramesh Ayyar,ಮಂಜುನಾಥ್ ಕಾಮತ್,Ramesh,Ayyar,M,1959-04-02,67,395401774950,KA1920136137791,7587514600,7530095840,Business Person,upper,Hindu,Lingayat,Primary,KA-BLR,Bengaluru Urban,Bengaluru South,STN-KA-BLR-0015,13.038269,77.611369,"No. 131, Colony, Bengaluru South, Bengaluru Urban - 568209",,,false
CIT-00000815,Prakash Verma,ನಾಗರಾಜ್ ಪ್ರಭು,Prakash,Verma,M,1986-10-22,39,267387502787,KA2420134298592,9559868066,,Engineer,BPL,Jain,Kuruba,Diploma,KA-BLR,Bengaluru Urban,Yelahanka,STN-KA-BLR-0041,13.066457,77.676548,"No. 200, Cross Street, Yelahanka, Bengaluru Urban - 566232",,,false
CIT-00000816,Meera Joshi,ಮಧು ರೆಡ್ಡಿ,Meera,Joshi,F,1973-12-04,52,907102023492,KA0420161017875,9422199143,,Daily Wage Labourer,BPL,Other,Kuruba,High School,KA-MYS,Mysuru,Hunsur,STN-KA-MYS-0012,12.028659,76.25132,"No. 119, Cross Street, Hunsur, Mysuru - 595675",0961830386289,9422199143@phonepe,false
CIT-00000817,Lakshmi Bhat,ಅನಿತಾ ನಾಯ್ಕ್,Lakshmi,Bhat,F,1988-05-17,38,653421055891,,6022591633,,Unemployed,lower_middle,Muslim,Kuruba,Illiterate,KA-MGL,Dakshina Kannada,Kadaba,STN-KA-MGL-0028,12.496897,75.121776,"No. 63, Main Road, Kadaba, Dakshina Kannada - 574905",,,true
CIT-00000818,Vinay Kamath,ಮಂಜುನಾಥ್ ಸ್ವಾಮಿ,Vinay,Kamath,M,2006-06-19,20,431341916288,,9554055586,8452646507,Auto Driver,lower_middle,Buddhist,SC,Primary,KA-BLR,Bengaluru Urban,Rajarajeshwari Nagar,STN-KA-BLR-0044,13.059583,77.591008,"No. 191, Layout, Rajarajeshwari Nagar, Bengaluru Urban - 582016",,,false
CIT-00000819,Sneha Desai,ಅಂಜಲಿ ಜೋಶಿ,Sneha,Desai,F,1954-02-05,72,641170723089,KA1820088965769,6930020790,9473958008,Security Guard,middle,Buddhist,Bovi,PUC,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0009,12.958841,77.599478,"No. 81, Colony, Bengaluru North, Bengaluru Urban - 593644",,,true
CIT-00000820,Kiran Naik,ಮಂಜುನಾಥ್ ವೊಕ್ಕಲಿಗ,Kiran,Naik,M,1972-09-11,53,724882652343,,7919305127,6981098446,Homemaker,middle,Buddhist,Nayaka,Graduate,KA-MYS,Mysuru,Heggadadevankote,STN-KA-MYS-0017,12.408159,76.656849,"No. 147, Nagar, Heggadadevankote, Mysuru - 566723",40632529569,,false
CIT-00000821,Prashanth Joshi,ರಾಜೇಶ್ ನಾಯ್ಕ್,Prashanth,Joshi,M,2009-10-13,16,741838429363,,7116347016,,Farmer,upper,Christian,Brahmin,Professional,KA-HVR,Haveri,Haveri,STN-KA-HVR-0000,14.618224,75.302316,"No. 344, Colony, Haveri, Haveri - 592925",76197301411,7116347016@upi,false
CIT-00000822,Vidya Verma,ಶೃತಿ ದೇಸಾಯಿ,Vidya,Verma,F,1957-03-23,69,863313933736,KA2820063056289,8042116334,,Auto Driver,middle,Other,Lingayat,Primary,KA-KLP,Kalaburagi,Sedam,STN-KA-KLP-0020,17.222792,77.163791,"No. 103, Main Road, Sedam, Kalaburagi - 569092",79844899835,vidyaver@okhdfcbank,false
CIT-00000823,Abhishek Kumar,ಉಮೇಶ್ ಮೂರ್ತಿ,Abhishek,Kumar,M,1972-10-03,53,976157435513,,6149133709,8726216315,Private Employee,middle,Buddhist,ST,Illiterate,KA-CHB,Chikkaballapura,Sidlaghatta,STN-KA-CHB-0015,13.319469,77.717396,"No. 444, Main Road, Sidlaghatta, Chikkaballapura - 565338",49301694529672,6149133709@upi,false
CIT-00000824,Nirmala Pillai,ಅಂಜಲಿ ಮೂರ್ತಿ,Nirmala,Pillai,F,1998-04-26,28,897715760670,KA1820248841911,6463643044,,Teacher,lower,Christian,General,Post Graduate,KA-KLR,Kolar,Malur,STN-KA-KLR-0011,12.82165,78.28638,"No. 83, Nagar, Malur, Kolar - 583911",12800243181,,false
CIT-00000825,Nirmala Singh,ಮೀರಾ ಶೆಟ್ಟಿ,Nirmala,Singh,F,1995-07-13,31,346857494528,,7659567997,,Engineer,middle,Muslim,Lingayat,Post Graduate,KA-MYS,Mysuru,Heggadadevankote,STN-KA-MYS-0015,11.850729,76.894316,"No. 480, Colony, Heggadadevankote, Mysuru - 593766",250833678092273,7659567997@gpay,false
CIT-00000826,Sneha Thakur,ರಾಧಾ ಮೂರ್ತಿ,Sneha,Thakur,F,1974-06-08,52,334036073771,KA1020235017468,8055372858,,Homemaker,middle,Buddhist,Vokkaliga,Primary,KA-KLP,Kalaburagi,Chittapur,STN-KA-KLP-0012,17.239654,77.188639,"No. 117, Nagar, Chittapur, Kalaburagi - 563424",0613806490028,8055372858@upi,false
CIT-00000827,Raghavendra Verma,ಅನಿಲ್ ಶಾಸ್ತ್ರಿ,Raghavendra,Verma,M,1996-11-30,29,653039519468,KA4120124653109,7575744582,8742377204,Contractor,middle,Sikh,OBC,Primary,KA-RBG,Dharwad,Navalgund,STN-KA-RBG-0024,15.588887,74.897075,"No. 127, Cross Street, Navalgund, Dharwad - 560076",87139503854336,7575744582@phonepe,false
CIT-00000828,Srikanth Singh,ಪ್ರಶಾಂತ್ ತಂತ್ರಿ,Srikanth,Singh,M,1963-07-16,63,591051065688,KA2320156044325,8080861057,7652846159,Farmer,upper,Hindu,Lingayat,Primary,KA-HBL,Hubballi-Dharwad,Hubballi,STN-KA-HBL-0004,15.120457,75.219976,"No. 127, Main Road, Hubballi, Hubballi-Dharwad - 583305",73822655999331,,false
CIT-00000829,Harsh Bhat,ರಾಘವೇಂದ್ರ ಮೂರ್ತಿ,Harsh,Bhat,M,1990-08-22,35,346259541280,KA1920132256784,9499816484,9243143560,Unemployed,BPL,Christian,Others,Professional,KA-HBL,Hubballi-Dharwad,Hubballi,STN-KA-HBL-0004,15.078505,75.19559,"No. 189, Cross Street, Hubballi, Hubballi-Dharwad - 574537",9493055340094674,harshbha@okaxis,false
CIT-00000830,Suresh Nayak,ಆಕಾಶ್ ಲಿಂಗಾಯತ್,Suresh,Nayak,M,2009-03-25,17,752157231488,,7465307229,,Driver,upper,Jain,Nayaka,High School,KA-BLR,Bengaluru Urban,Mahadevapura,STN-KA-BLR-0056,12.890357,77.6289,"No. 313, Main Road, Mahadevapura, Bengaluru Urban - 596348",755596841389288,sureshna@ybl,false
CIT-00000831,Madhu Ayyar,ಭಾರತಿ ರಾವ್,Madhu,Ayyar,F,1999-07-25,26,371479685199,,9566731584,,Government Employee,BPL,Other,General,Graduate,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0009,12.935865,77.598849,"No. 185, Main Road, Bengaluru North, Bengaluru Urban - 584537",,,false
CIT-00000832,Saritha Raju,ಜ್ಯೋತಿ ಲಿಂಗಾಯತ್,Saritha,Raju,F,1974-10-25,51,900698219290,KA3820233812159,8496411358,,Homemaker,upper_middle,Jain,Vokkaliga,Diploma,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0005,12.975971,77.474297,"No. 163, Main Road, Bengaluru North, Bengaluru Urban - 588812",,,false
CIT-00000833,Madhu Nambiar,ಸೀತಾ ಉಡುಪ,Madhu,Nambiar,F,1980-11-26,45,523486341521,KA2420125490547,7402197020,,Tailor,middle,Hindu,Brahmin,High School,KA-KLP,Kalaburagi,Afzalpur,STN-KA-KLP-0006,17.101157,77.380035,"No. 171, Layout, Afzalpur, Kalaburagi - 594153",867417144859,madhunam@okaxis,false
CIT-00000834,Nitya Aras,ಜ್ಯೋತಿ ಸ್ವಾಮಿ,Nitya,Aras,F,1962-02-08,64,438673979600,KA0820212889478,7044981895,,Security Guard,upper_middle,Muslim,Others,Post Graduate,KA-RBG,Dharwad,Dharwad,STN-KA-RBG-0001,15.597603,75.23578,"No. 399, Nagar, Dharwad, Dharwad - 590687",607804990332631,7044981895@gpay,false
CIT-00000835,Ganesh Krishnamurthy,ಸುರೇಶ್ ಪ್ರಭು,Ganesh,Krishnamurthy,M,2006-07-09,20,645209814818,KA1320064032225,6282731542,6258870657,Business Person,middle,Other,OBC,Illiterate,KA-BLR2,Ballari,Hagaribommanahalli,STN-KA-BLR2-0009,15.22333,77.048303,"No. 171, 1st Stage, Hagaribommanahalli, Ballari - 568177",4805009851685,6282731542@upi,true
CIT-00000836,Kavitha Nambiar,ಶಾಂತಾ ಅರಸ್,Kavitha,Nambiar,F,1987-09-24,38,388038145909,KA1220181694654,8806344680,7340702672,Tailor,upper,Hindu,Vokkaliga,Diploma,KA-BLG,Belagavi,Raibag,STN-KA-BLG-0022,16.166678,74.823175,"No. 323, Colony, Raibag, Belagavi - 569471",,,false
CIT-00000837,Prakash Lingayat,ತೇಜಸ್ ಉಡುಪ,Prakash,Lingayat,M,1974-06-18,52,280735015348,KA3620061923496,9096496545,,Homemaker,upper_middle,Buddhist,Kuruba,PUC,KA-BLR-R,Bengaluru Rural,Hosakote,STN-KA-BLR-R-0003,13.065342,77.503662,"No. 350, Nagar, Hosakote, Bengaluru Rural - 596598",,,true
CIT-00000838,Rajesh Nayak,ಸುರೇಶ್ ಪಾಟೀಲ್,Rajesh,Nayak,M,1971-02-04,55,688377356719,KA0320232828596,6133278091,,Electrician,middle,Muslim,General,Graduate,KA-YDG,Yadgir,Gurmatkal,STN-KA-YDG-0005,16.794821,76.954798,"No. 164, Cross Street, Gurmatkal, Yadgir - 583781",9556821069088,6133278091@upi,false
CIT-00000839,Umesh Aras,ಅರ್ಜುನ್ ಸ್ವಾಮಿ,Umesh,Aras,M,1963-02-03,63,752980024614,KA0820053474410,8740579376,,Doctor,upper_middle,Christian,ST,Graduate,KA-RBG,Dharwad,Kalghatagi,STN-KA-RBG-0022,15.405763,74.97113,"No. 494, Nagar, Kalghatagi, Dharwad - 568756",22580484951,umeshara@okhdfcbank,false
CIT-00000840,Shruthi Bhat,ಅಂಜಲಿ ನಾಯ್ಕ್,Shruthi,Bhat,F,2001-12-07,24,964415079585,KA2820195342116,8724443807,9442149504,Driver,middle,Buddhist,Vokkaliga,Post Graduate,KA-MGL,Dakshina Kannada,Belthangady,STN-KA-MGL-0013,12.823618,75.426782,"No. 285, Layout, Belthangady, Dakshina Kannada - 587297",266252871694,shruthib@oksbi,false
CIT-00000841,Shruthi Adiga,ನಿತ್ಯಾ ರೆಡ್ಡಿ,Shruthi,Adiga,F,1994-08-05,31,295625057521,,7999030372,,Homemaker,lower,Hindu,OBC,High School,KA-BLR,Bengaluru Urban,Bengaluru South,STN-KA-BLR-0013,12.939554,77.71112,"No. 395, Main Road, Bengaluru South, Bengaluru Urban - 588397",9742106646763,shruthia@okaxis,false
CIT-00000842,Bharathi Krishnamurthy,ಪೂಜಾ ಗೌಡ,Bharathi,Krishnamurthy,F,1955-06-08,71,881301035614,KA0620069115496,8979847401,,Advocate,lower,Buddhist,General,Graduate,KA-UDR,Udupi,Kundapura,STN-KA-UDR-0011,13.772398,74.890206,"No. 53, Layout, Kundapura, Udupi - 563005",492361167747731,8979847401@upi,false
CIT-00000843,Suma Murthy,ಸರಿತಾ ಸ್ವಾಮಿ,Suma,Murthy,F,1966-02-04,60,320615598928,,9750248399,,Farmer,middle,Jain,Lingayat,Graduate,KA-UDR,Udupi,Udupi,STN-KA-UDR-0007,13.451284,75.116473,"No. 330, 1st Stage, Udupi, Udupi - 578411",775223565515,,false
CIT-00000844,Jyothi Tantri,ಸರಿತಾ ಅಯ್ಯರ್,Jyothi,Tantri,F,1998-03-26,28,325954250434,,6911168802,,Daily Wage Labourer,middle,Jain,Brahmin,Post Graduate,KA-BLG,Belagavi,Khanapur,STN-KA-BLG-0017,15.950763,74.294715,"No. 103, 1st Stage, Khanapur, Belagavi - 575355",2620471489080,6911168802@gpay,false
CIT-00000845,Raghavendra Verma,ಅನಿಲ್ ಕೃಷ್ಣಮೂರ್ತಿ,Raghavendra,Verma,M,1959-12-07,66,883053789409,KA1220245398786,7050258028,,Private Employee,BPL,Sikh,OBC,High School,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0006,13.096545,77.57047,"No. 268, 1st Stage, Bengaluru North, Bengaluru Urban - 591611",668198648646659,,false
CIT-00000846,Prakash Desai,ಸಂದೀಪ್ ಅಡಿಗ,Prakash,Desai,M,1954-04-16,72,380982053377,KA1320119291722,7932501922,9196703105,Unemployed,lower_middle,Muslim,ST,Professional,KA-BDR,Bidar,Basavakalyan,STN-KA-BDR-0008,18.283419,77.369828,"No. 431, 1st Stage, Basavakalyan, Bidar - 560737",3128479433152,prakashd@okhdfcbank,false
CIT-00000847,Nirmala Kumar,ಸರಿತಾ ಕುಮಾರ್,Nirmala,Kumar,F,1980-08-23,45,868106300721,,9583649289,,Driver,lower,Buddhist,OBC,Primary,KA-BLG,Belagavi,Khanapur,STN-KA-BLG-0016,16.24423,74.568647,"No. 203, Nagar, Khanapur, Belagavi - 582551",,,false
CIT-00000848,Suresh Udupi,ಆಕಾಶ್ ಗೌಡ,Suresh,Udupi,M,1956-02-24,70,309758776987,,6474935494,,Government Employee,lower,Sikh,SC,Post Graduate,KA-RBG,Dharwad,Dharwad,STN-KA-RBG-0001,15.528124,75.229495,"No. 325, Layout, Dharwad, Dharwad - 562349",608709993542762,,false
CIT-00000849,Sandeep Shastri,ವಿಕ್ರಮ್ ಕುಮಾರ್,Sandeep,Shastri,M,1989-03-07,37,250351838604,KA2320057088005,9314305961,,Private Employee,lower,Buddhist,Brahmin,Primary,KA-HBL,Hubballi-Dharwad,Dharwad,STN-KA-HBL-0009,15.463271,75.060536,"No. 497, Colony, Dharwad, Hubballi-Dharwad - 564510",0081982228328006,sandeeps@okhdfcbank,false
CIT-00000850,Satish Shastri,ಶಿವಕುಮಾರ್ ಭಟ್,Satish,Shastri,M,2002-06-20,24,779539455928,KA0320165059543,9053894452,8905413237,Mechanic,upper,Christian,General,Primary,KA-UDR,Udupi,Brahmavar,STN-KA-UDR-0023,13.741457,74.947792,"No. 208, Main Road, Brahmavar, Udupi - 569293",1515473653193366,9053894452@paytm,false
CIT-00000851,Kavitha Krishnamurthy,ಶಾಂತಾ ಅಡಿಗ,Kavitha,Krishnamurthy,F,1981-07-09,45,948262329861,KA2420134731903,6101454783,,Electrician,lower,Christian,Nayaka,Primary,KA-RBG,Dharwad,Dharwad,STN-KA-RBG-0008,15.318639,75.186467,"No. 485, Main Road, Dharwad, Dharwad - 593077",,,false
CIT-00000852,Umesh Tantri,ರಾಜೇಶ್ ಕೃಷ್ಣಮೂರ್ತಿ,Umesh,Tantri,M,1994-04-21,32,222480642048,KA1320155768369,6214099149,7141710191,Daily Wage Labourer,upper,Muslim,Brahmin,PUC,KA-BLR,Bengaluru Urban,Bengaluru West,STN-KA-BLR-0031,13.196442,77.607734,"No. 107, Nagar, Bengaluru West, Bengaluru Urban - 571191",,,true
CIT-00000853,Suresh Ayyar,ಉಮೇಶ್ ದೇಸಾಯಿ,Suresh,Ayyar,M,1960-10-26,65,813961107647,KA0820167379219,6361150647,,Auto Driver,upper_middle,Christian,Brahmin,Graduate,KA-KLP,Kalaburagi,Gulbarga,STN-KA-KLP-0015,17.530604,77.019046,"No. 223, Main Road, Gulbarga, Kalaburagi - 563310",403618406148,,false
CIT-00000854,Sneha Singh,ಪ್ರಿಯಾ ವೊಕ್ಕಲಿಗ,Sneha,Singh,F,1995-06-19,31,548630188445,KA1220174804166,8933147684,,Teacher,upper_middle,Hindu,SC,Post Graduate,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0000,12.801791,77.509361,"No. 484, 1st Stage, Bengaluru North, Bengaluru Urban - 589522",0252843129543130,,false
CIT-00000855,Shruthi Rao,ರಾಧಾ ರಾವ್,Shruthi,Rao,F,1996-05-16,30,621769797099,,7331132773,,Vendor,upper,Jain,Nayaka,Diploma,KA-RBG,Dharwad,Navalgund,STN-KA-RBG-0024,15.584495,74.899819,"No. 187, Cross Street, Navalgund, Dharwad - 569156",,,true
CIT-00000856,Prashanth Rao,ಅಭಿಷೇಕ್ ನಂಬಿಯಾರ್,Prashanth,Rao,M,1968-11-03,57,960591279728,,9308183281,8957267687,Tailor,lower,Other,Nayaka,High School,KA-BDR,Bidar,Humnabad,STN-KA-BDR-0016,17.79393,77.167884,"No. 199, Colony, Humnabad, Bidar - 560729",246358593210985,,false
CIT-00000857,Sangeetha Krishnamurthy,ಜ್ಯೋತಿ ರೆಡ್ಡಿ,Sangeetha,Krishnamurthy,F,1979-10-08,46,468920058209,KA1020201730389,9816917231,8041535481,Student,middle,Christian,Kuruba,High School,KA-MGL,Dakshina Kannada,Kadaba,STN-KA-MGL-0029,12.902868,75.453714,"No. 37, 1st Stage, Kadaba, Dakshina Kannada - 592914",574418146950,,true
CIT-00000858,Rekha Murthy,ಸ್ನೇಹಾ ಲಿಂಗಾಯತ್,Rekha,Murthy,F,1963-08-09,62,978403105953,KA1420181062814,6356511699,,Security Guard,lower,Christian,Nayaka,Professional,KA-BLR,Bengaluru Urban,Bengaluru South,STN-KA-BLR-0015,13.081795,77.646335,"No. 418, 1st Stage, Bengaluru South, Bengaluru Urban - 589945",508580426726,rekhamur@oksbi,false
CIT-00000859,Nitya Adiga,ಸ್ವಾತಿ ಲಿಂಗಾಯತ್,Nitya,Adiga,F,1986-12-08,39,203153912040,KA1920202875958,7120407844,,Business Person,lower_middle,Buddhist,Others,PUC,KA-MGL,Dakshina Kannada,Kadaba,STN-KA-MGL-0029,12.853209,75.403799,"No. 419, Layout, Kadaba, Dakshina Kannada - 566874",8063763158690451,7120407844@paytm,false
CIT-00000860,Ganesh Patil,ಮೋಹನ್ ಪಾಟೀಲ್,Ganesh,Patil,M,1997-10-14,28,514468204018,,6794142824,,Teacher,upper_middle,Jain,SC,Primary,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0005,13.009338,77.424293,"No. 248, Layout, Bengaluru North, Bengaluru Urban - 581418",79498006595,ganeshpa@ybl,true
CIT-00000861,Kavitha Kumar,ಅನಿತಾ ವೊಕ್ಕಲಿಗ,Kavitha,Kumar,F,1955-01-24,71,618498693502,KA0820236205436,8727122463,,Engineer,upper_middle,Jain,Kuruba,PUC,KA-BLR,Bengaluru Urban,Rajarajeshwari Nagar,STN-KA-BLR-0045,13.061734,77.800104,"No. 188, Main Road, Rajarajeshwari Nagar, Bengaluru Urban - 566697",,,false
CIT-00000862,Ravi Swamy,ವಿಕ್ರಮ್ ಭಟ್,Ravi,Swamy,M,1957-08-12,68,716701037756,KA1320214592545,9759110724,,Security Guard,BPL,Jain,Vokkaliga,Graduate,KA-MYS,Mysuru,T Narsipur,STN-KA-MYS-0022,12.481633,76.894886,"No. 185, Colony, T Narsipur, Mysuru - 563506",8695946738522,raviswam@ybl,false
CIT-00000863,Ramesh Tantri,ರಾಘವೇಂದ್ರ ಅಯ್ಯರ್,Ramesh,Tantri,M,1997-10-24,28,459487761268,,9680511947,,Farmer,BPL,Muslim,General,Professional,KA-HBL,Hubballi-Dharwad,Navalgund,STN-KA-HBL-0020,15.048769,75.346853,"No. 354, Nagar, Navalgund, Hubballi-Dharwad - 560234",,,false
CIT-00000864,Gaurav Sharma,ದೀಪಕ್ ಶೆಟ್ಟಿ,Gaurav,Sharma,M,1978-06-25,48,769231831425,KA1820156815282,8459236499,9985124612,Teacher,lower,Buddhist,ST,Diploma,KA-YDG,Yadgir,Shorapur,STN-KA-YDG-0007,16.624263,76.850823,"No. 50, Nagar, Shorapur, Yadgir - 596830",,,false
CIT-00000865,Swathi Sharma,ಪ್ರಿಯಾ ರೆಡ್ಡಿ,Swathi,Sharma,F,1982-02-01,44,694182754307,,9439002089,6409646642,Auto Driver,lower_middle,Jain,SC,High School,KA-RCR,Raichur,Manvi,STN-KA-RCR-0007,16.264522,77.053676,"No. 201, Main Road, Manvi, Raichur - 564951",1417471574996472,,false
CIT-00000866,Radha Lingayat,ರಾಧಾ ಅಡಿಗ,Radha,Lingayat,F,2005-12-19,20,734619240012,KA0420138000808,9111724789,,Advocate,lower,Hindu,ST,Professional,KA-CTV,Chitradurga,Hosadurga,STN-KA-CTV-0012,14.008283,76.736117,"No. 293, Cross Street, Hosadurga, Chitradurga - 578604",29895548172,9111724789@paytm,true
CIT-00000867,Mahesh Verma,ರಾಘವೇಂದ್ರ ವೊಕ್ಕಲಿಗ,Mahesh,Verma,M,2005-07-24,20,860098678000,KA0420135191200,9317864897,,Security Guard,BPL,Hindu,Others,Graduate,KA-BLR,Bengaluru Urban,Mahadevapura,STN-KA-BLR-0052,13.069893,77.555626,"No. 369, Main Road, Mahadevapura, Bengaluru Urban - 573832",33034902575,,false
CIT-00000868,Prashanth Rao,ತೇಜಸ್ ಭಟ್,Prashanth,Rao,M,1960-11-27,65,294158631959,,9539895476,,Doctor,middle,Christian,ST,Primary,KA-MYS,Mysuru,Mysuru,STN-KA-MYS-0005,12.412378,76.499498,"No. 134, Cross Street, Mysuru, Mysuru - 593992",35790622481,9539895476@phonepe,false
CIT-00000869,Satish Kumar,ರಾಮೇಶ್ ಕೃಷ್ಣಮೂರ್ತಿ,Satish,Kumar,M,1966-11-08,59,591710434106,,6652677676,,Driver,middle,Christian,OBC,Post Graduate,KA-UDR,Udupi,Kundapura,STN-KA-UDR-0011,13.792445,74.827091,"No. 448, 1st Stage, Kundapura, Udupi - 595458",864792317611,6652677676@phonepe,false
