log_id,fir_id,event_type,timestamp,officer_id,description,latitude,longitude,location
ILOG-00000888,FIR-KDG-2021-00001,FIR_FILED,2021-03-04T11:00:00,OFF-0002417,FIR KA/KDG/2021/00001 registered at STN-KA-KDG-0003,,,
ILOG-00000876,FIR-HBL-2021-00015,ARREST,2021-03-04T12:00:00,OFF-0001159,"Accused Gaurav Joshi arrested at Near Market, Hubballi-Dharwad",,,
ILOG-00000880,FIR-BLR-2021-00028,EVIDENCE_COLLECTED,2021-03-04T12:00:00,OFF-0000203,Evidence EVI-00000263 collected: Fingerprints lifted from crime scene matched with accused,,,
ILOG-00000884,FIR-MGL-2021-00013,FIR_FILED,2021-03-04T13:00:00,OFF-0000983,FIR KA/MGL/2021/00013 registered at STN-KA-MGL-0020,,,
ILOG-00000883,FIR-BLR-2021-00028,EVIDENCE_COLLECTED,2021-03-04T14:00:00,OFF-0000204,Evidence EVI-00000266 collected: Neighbour's statement recorded,,,
ILOG-00000877,FIR-BLR-2021-00028,FIR_FILED,2021-03-04T16:00:00,OFF-0000194,FIR KA/BLR/2021/00028 registered at STN-KA-BLR-0020,,,
ILOG-00000892,FIR-MGL-2021-00014,OFFICER_ASSIGNED,2021-03-04T20:00:00,,Officer None assigned as IO (Current Load: 0 cases),,,
ILOG-00000875,FIR-HBL-2021-00015,SUSPECT_IDENTIFIED,2021-03-04T22:00:00,,Suspect Gaurav Joshi identified through investigation,,,
ILOG-00000889,FIR-KDG-2021-00001,OFFICER_ASSIGNED,2021-03-04T23:00:00,OFF-0002417,Officer OFF-0002417 assigned as IO (Current Load: 0 cases),,,
ILOG-00000878,FIR-BLR-2021-00028,OFFICER_ASSIGNED,2021-03-05T04:00:00,OFF-0000203,Officer OFF-0000203 assigned as IO (Current Load: 0 cases),,,
ILOG-00000885,FIR-MGL-2021-00013,OFFICER_ASSIGNED,2021-03-05T04:00:00,OFF-0000989,Officer OFF-0000989 assigned as IO (Current Load: 0 cases),,,
ILOG-00000896,FIR-HBL-2021-00016,FIR_FILED,2021-03-05T09:00:00,,FIR KA/HBL/2021/00016 registered at STN-KA-HBL-0022,,,
ILOG-00000899,FIR-KDG-2021-00002,FIR_FILED,2021-03-05T09:00:00,OFF-0002431,FIR KA/KDG/2021/00002 registered at STN-KA-KDG-0006,,,
ILOG-00000868,FIR-BLR2-2021-00007,EVIDENCE_COLLECTED,2021-03-05T10:00:00,OFF-0003439,Evidence EVI-00000274 collected: Statement of shop keeper recorded,,,
ILOG-00000861,FIR-RMN-2021-00003,EVIDENCE_COLLECTED,2021-03-05T11:00:00,OFF-0002968,Evidence EVI-00000272 collected: FASTag records showing vehicle movement,,,
ILOG-00000835,FIR-MGL-2021-00012,EVIDENCE_COLLECTED,2021-03-05T12:00:00,OFF-0000963,Evidence EVI-00000229 collected: Stolen jewellery identified and recovered,,,
ILOG-00000838,FIR-HBL-2021-00013,EVIDENCE_COLLECTED,2021-03-05T14:00:00,OFF-0001195,Evidence EVI-00000248 collected: Shop CCTV footage showing accused vehicle,,,
ILOG-00000874,FIR-HBL-2021-00015,EVIDENCE_COLLECTED,2021-03-05T14:00:00,OFF-0001158,Evidence EVI-00000270 collected: Market CCTV footage retrieved,,,
ILOG-00000696,FIR-HBL-2021-00006,ARREST,2021-03-05T15:00:00,OFF-0001146,"Accused Gaurav Joshi arrested at Near Bus Stand, Hubballi-Dharwad",,,
ILOG-00000848,FIR-HVR-2021-00020,EVIDENCE_COLLECTED,2021-03-05T16:00:00,OFF-0003105,Evidence EVI-00000249 collected: Voluntary statement of witness given,,,
ILOG-00000897,FIR-HBL-2021-00016,OFFICER_ASSIGNED,2021-03-05T21:00:00,,Officer None assigned as IO (Current Load: 0 cases),,,
ILOG-00000802,FIR-BLR-2021-00027,SUSPECT_IDENTIFIED,2021-03-06T00:00:00,OFF-0000359,Suspect Rajesh Pillai identified through investigation,,,
ILOG-00000900,FIR-KDG-2021-00002,OFFICER_ASSIGNED,2021-03-06T03:00:00,OFF-0002431,Officer OFF-0002431 assigned as IO (Current Load: 0 cases),,,
ILOG-00000901,FIR-KDG-2021-00002,EVIDENCE_COLLECTED,2021-03-06T09:00:00,OFF-0002431,Evidence EVI-00000281 collected: Stolen jewellery identified and recovered,,,
ILOG-00000854,FIR-RBG-2021-00035,EVIDENCE_COLLECTED,2021-03-06T12:00:00,OFF-0003745,Evidence EVI-00000261 collected: CCTV footage from nearby bank ATM showing accused,,,
ILOG-00000831,FIR-HSN-2021-00002,EVIDENCE_COLLECTED,2021-03-06T14:00:00,OFF-0002275,Evidence EVI-00000259 collected: Stolen jewellery identified and recovered,,,
ILOG-00000823,FIR-HBL-2021-00011,EVIDENCE_COLLECTED,2021-03-06T16:00:00,OFF-0001101,Evidence EVI-00000248 collected: CCTV footage from nearby bank ATM showing accused,,,
ILOG-00000834,FIR-MGL-2021-00012,EVIDENCE_COLLECTED,2021-03-06T16:00:00,OFF-0000965,Evidence EVI-00000247 collected: Toll plaza records with vehicle photograph,,,
ILOG-00000906,FIR-KDG-2021-00004,FIR_FILED,2021-03-06T17:00:00,OFF-0002433,FIR KA/KDG/2021/00004 registered at STN-KA-KDG-0007,,,
ILOG-00000765,FIR-VKT-2021-00019,ARREST,2021-03-06T18:00:00,OFF-0003274,"Accused Arjun Shastri arrested at Near Highway, Vijayanagara",,,
ILOG-00000907,FIR-KDG-2021-00004,OFFICER_ASSIGNED,2021-03-06T20:00:00,OFF-0002433,Officer OFF-0002433 assigned as IO (Current Load: 0 cases),,,
ILOG-00000839,FIR-HBL-2021-00013,SUSPECT_IDENTIFIED,2021-03-07T00:00:00,,Suspect Gaurav Joshi identified through investigation,,,
ILOG-00000911,FIR-HBL-2021-00017,FIR_FILED,2021-03-07T08:00:00,,FIR KA/HBL/2021/00017 registered at STN-KA-HBL-0021,,,
ILOG-00000914,FIR-KDG-2021-00003,FIR_FILED,2021-03-07T09:00:00,OFF-0002431,FIR KA/KDG/2021/00003 registered at STN-KA-KDG-0006,,,
ILOG-00000085,FIR-RBG-2021-00002,CHARGESHEET,2021-03-07T10:00:00,OFF-0003745,Chargesheet filed against 1 accused,,,
ILOG-00000887,FIR-MGL-2021-00013,EVIDENCE_COLLECTED,2021-03-07T10:00:00,OFF-0000982,Evidence EVI-00000257 collected: CCTV footage from nearby bank ATM showing accused,,,
ILOG-00000915,FIR-KDG-2021-00003,OFFICER_ASSIGNED,2021-03-07T10:00:00,OFF-0002431,Officer OFF-0002431 assigned as IO (Current Load: 1 cases),,,
ILOG-00000882,FIR-BLR-2021-00028,EVIDENCE_COLLECTED,2021-03-07T12:00:00,OFF-0000206,Evidence EVI-00000265 collected: Hotel CCTV showing accused check-in,,,
ILOG-00000913,FIR-HBL-2021-00017,EVIDENCE_COLLECTED,2021-03-07T12:00:00,OFF-0001205,Evidence EVI-00000270 collected: Traffic camera footage of escape route,,,
ILOG-00000893,FIR-MGL-2021-00014,EVIDENCE_COLLECTED,2021-03-07T14:00:00,OFF-0001011,Evidence EVI-00000279 collected: Recovered vehicle from accused's possession,,,
ILOG-00000825,FIR-HBL-2021-00011,EVIDENCE_COLLECTED,2021-03-07T15:00:00,OFF-0001100,Evidence EVI-00000258 collected: Recovered stolen gold jewellery,,,
ILOG-00000869,FIR-BLR2-2021-00007,EVIDENCE_COLLECTED,2021-03-07T15:00:00,OFF-0003423,Evidence EVI-00000275 collected: Hotel CCTV showing accused check-in,,,
ILOG-00000919,FIR-MGL-2021-00018,FIR_FILED,2021-03-07T15:00:00,,FIR KA/MGL/2021/00018 registered at STN-KA-MGL-0000,,,
ILOG-00000828,FIR-HBL-2021-00012,EVIDENCE_COLLECTED,2021-03-07T17:00:00,OFF-0001264,Evidence EVI-00000258 collected: Country-made weapon seized,,,
ILOG-00000890,FIR-KDG-2021-00001,EVIDENCE_COLLECTED,2021-03-07T17:00:00,OFF-0002417,Evidence EVI-00000278 collected: Market CCTV footage retrieved,,,
ILOG-00000920,FIR-MGL-2021-00018,OFFICER_ASSIGNED,2021-03-07T18:00:00,OFF-0000822,Officer OFF-0000822 assigned as IO (Current Load: 1 cases),,,
ILOG-00000923,FIR-HBL-2021-00018,FIR_FILED,2021-03-07T18:00:00,OFF-0001259,FIR KA/HBL/2021/00018 registered at STN-KA-HBL-0029,,,
ILOG-00000912,FIR-HBL-2021-00017,OFFICER_ASSIGNED,2021-03-07T19:00:00,OFF-0001202,Officer OFF-0001202 assigned as IO (Current Load: 0 cases),,,
ILOG-00000755,FIR-HVR-2021-00017,ARREST,2021-03-08T10:00:00,OFF-0003084,"Accused Akash Lingayat arrested at Near Highway, Haveri",,,
ILOG-00000895,FIR-MGL-2021-00014,EVIDENCE_COLLECTED,2021-03-08T10:00:00,OFF-0001013,Evidence EVI-00000280 collected: Shop CCTV footage showing accused vehicle,,,
ILOG-00000843,FIR-BLG-2021-00004,EVIDENCE_COLLECTED,2021-03-08T11:00:00,OFF-0001385,Evidence EVI-00000267 collected: Chemical analysis of seized narcotic,,,
ILOG-00000849,FIR-HVR-2021-00020,EVIDENCE_COLLECTED,2021-03-08T13:00:00,OFF-0003102,Evidence EVI-00000250 collected: Recovered stolen gold jewellery,,,
ILOG-00000894,FIR-MGL-2021-00014,EVIDENCE_COLLECTED,2021-03-08T13:00:00,OFF-0001013,Evidence EVI-00000247 collected: GPS tracker data from accused vehicle,,,
ILOG-00000860,FIR-RMN-2021-00003,EVIDENCE_COLLECTED,2021-03-08T14:00:00,OFF-0002969,Evidence EVI-00000271 collected: Market CCTV footage retrieved,,,
ILOG-00000931,FIR-MGL-2021-00017,FIR_FILED,2021-03-08T14:00:00,OFF-0000935,FIR KA/MGL/2021/00017 registered at STN-KA-MGL-0014,,,
ILOG-00000924,FIR-HBL-2021-00018,OFFICER_ASSIGNED,2021-03-08T15:00:00,OFF-0001263,Officer OFF-0001263 assigned as IO (Current Load: 0 cases),,,
ILOG-00000853,FIR-RBG-2021-00035,EVIDENCE_COLLECTED,2021-03-08T16:00:00,OFF-0003752,Evidence EVI-00000260 collected: Broken window glass collected from scene,,,
ILOG-00000886,FIR-MGL-2021-00013,EVIDENCE_COLLECTED,2021-03-08T16:00:00,OFF-0000986,Evidence EVI-00000247 collected: Toll plaza records with vehicle photograph,,,
ILOG-00000918,FIR-KDG-2021-00003,EVIDENCE_COLLECTED,2021-03-08T16:00:00,OFF-0002429,Evidence EVI-00000282 collected: Shop CCTV footage showing accused vehicle,,,
ILOG-00000936,FIR-MGL-2021-00017,EVIDENCE_COLLECTED,2021-03-08T16:00:00,OFF-0000943,Evidence EVI-00000290 collected: Voluntary statement of witness given,,,
ILOG-00000927,FIR-MGL-2021-00016,FIR_FILED,2021-03-08T19:00:00,OFF-0000983,FIR KA/MGL/2021/00016 registered at STN-KA-MGL-0020,,,
ILOG-00000932,FIR-MGL-2021-00017,OFFICER_ASSIGNED,2021-03-08T21:00:00,OFF-0000941,Officer OFF-0000941 assigned as IO (Current Load: 0 cases),,,
ILOG-00000637,FIR-HVR-2021-00010,SUSPECT_IDENTIFIED,2021-03-09T00:00:00,OFF-0003102,Suspect Akash Lingayat identified through investigation,,,
ILOG-00000669,FIR-HVR-2021-00013,SUSPECT_IDENTIFIED,2021-03-09T00:00:00,OFF-0003124,Suspect Akash Lingayat identified through investigation,,,
ILOG-00000734,FIR-RBG-2021-00032,SUSPECT_IDENTIFIED,2021-03-09T00:00:00,OFF-0003758,Suspect Arjun Shastri identified through investigation,,,
ILOG-00000850,FIR-HVR-2021-00020,EVIDENCE_COLLECTED,2021-03-09T09:00:00,OFF-0003102,Evidence EVI-00000256 collected: Tool mark examination report,,,
ILOG-00000872,FIR-HBL-2021-00015,EVIDENCE_COLLECTED,2021-03-09T09:00:00,OFF-0001158,Evidence EVI-00000276 collected: Voluntary statement of witness given,,,
ILOG-00000956,FIR-HBL-2021-00020,FIR_FILED,2021-03-09T09:00:00,,FIR KA/HBL/2021/00020 registered at STN-KA-HBL-0019,,,
ILOG-00000879,FIR-BLR-2021-00028,EVIDENCE_COLLECTED,2021-03-09T10:00:00,OFF-0000195,Evidence EVI-00000262 collected: Stolen mobile phone recovered from accused,,,
ILOG-00000873,FIR-HBL-2021-00015,EVIDENCE_COLLECTED,2021-03-09T11:00:00,OFF-0001156,Evidence EVI-00000277 collected: Broken window glass collected from scene,,,
ILOG-00000857,FIR-HBL-2021-00014,EVIDENCE_COLLECTED,2021-03-09T12:00:00,OFF-0001127,Evidence EVI-00000270 collected: CCTV footage from nearby bank ATM showing accused,,,
ILOG-00000951,FIR-CHT-2021-00001,FIR_FILED,2021-03-09T12:00:00,OFF-0002752,FIR KA/CHT/2021/00001 registered at STN-KA-CHT-0002,,,
ILOG-00000944,FIR-MGL-2021-00019,EVIDENCE_COLLECTED,2021-03-09T13:00:00,OFF-0000856,Evidence EVI-00000247 collected: GPS tracker data from accused vehicle,,,
ILOG-00000953,FIR-CHT-2021-00001,EVIDENCE_COLLECTED,2021-03-09T13:00:00,OFF-0002751,Evidence EVI-00000292 collected: Market CCTV footage retrieved,,,
ILOG-00000960,FIR-CHT-2021-00002,FIR_FILED,2021-03-09T13:00:00,,FIR KA/CHT/2021/00002 registered at STN-KA-CHT-0001,,,
ILOG-00000921,FIR-MGL-2021-00018,EVIDENCE_COLLECTED,2021-03-09T15:00:00,OFF-0000826,Evidence EVI-00000285 collected: Recovered vehicle from accused's possession,,,
ILOG-00000952,FIR-CHT-2021-00001,OFFICER_ASSIGNED,2021-03-09T15:00:00,OFF-0002752,Officer OFF-0002752 assigned as IO (Current Load: 0 cases),,,
ILOG-00000957,FIR-HBL-2021-00020,OFFICER_ASSIGNED,2021-03-09T16:00:00,,Officer None assigned as IO (Current Load: 0 cases),,,
ILOG-00000867,FIR-BLR2-2021-00007,EVIDENCE_COLLECTED,2021-03-09T17:00:00,OFF-0003432,Evidence EVI-00000273 collected: Recovered stolen gold jewellery,,,
ILOG-00000910,FIR-KDG-2021-00004,EVIDENCE_COLLECTED,2021-03-09T17:00:00,OFF-0002435,Evidence EVI-00000286 collected: Shop CCTV footage showing accused vehicle,,,
ILOG-00000948,FIR-KDG-2021-00006,FIR_FILED,2021-03-09T17:00:00,OFF-0002417,FIR KA/KDG/2021/00006 registered at STN-KA-KDG-0003,,,
ILOG-00000963,FIR-CHT-2021-00002,EVIDENCE_COLLECTED,2021-03-09T17:00:00,OFF-0002747,Evidence EVI-00000298 collected: Voluntary statement of witness given,,,
ILOG-00000928,FIR-MGL-2021-00016,OFFICER_ASSIGNED,2021-03-09T18:00:00,OFF-0000982,Officer OFF-0000982 assigned as IO (Current Load: 1 cases),,,
ILOG-00000840,FIR-HBL-2021-00013,ARREST,2021-03-09T19:00:00,OFF-0001196,"Accused Gaurav Joshi arrested at Near Railway Station, Hubballi-Dharwad",,,
ILOG-00000937,FIR-KDG-2021-00005,FIR_FILED,2021-03-09T19:00:00,OFF-0002419,FIR KA/KDG/2021/00005 registered at STN-KA-KDG-0004,,,
ILOG-00000941,FIR-MGL-2021-00019,FIR_FILED,2021-03-09T19:00:00,OFF-0000851,FIR KA/MGL/2021/00019 registered at STN-KA-MGL-0003,,,
ILOG-00000961,FIR-CHT-2021-00002,OFFICER_ASSIGNED,2021-03-09T20:00:00,OFF-0002749,Officer OFF-0002749 assigned as IO (Current Load: 0 cases),,,
ILOG-00000949,FIR-KDG-2021-00006,OFFICER_ASSIGNED,2021-03-09T22:00:00,OFF-0002417,Officer OFF-0002417 assigned as IO (Current Load: 1 cases),,,
ILOG-00000942,FIR-MGL-2021-00019,OFFICER_ASSIGNED,2021-03-09T23:00:00,OFF-0000862,Officer OFF-0000862 assigned as IO (Current Load: 0 cases),,,
ILOG-00000776,FIR-MGL-2021-00009,SUSPECT_IDENTIFIED,2021-03-10T00:00:00,OFF-0001002,Suspect Gaurav Joshi identified through investigation,,,
ILOG-00000938,FIR-KDG-2021-00005,OFFICER_ASSIGNED,2021-03-10T00:00:00,OFF-0002419,Officer OFF-0002419 assigned as IO (Current Load: 0 cases),,,
ILOG-00000909,FIR-KDG-2021-00004,EVIDENCE_COLLECTED,2021-03-10T09:00:00,OFF-0002433,Evidence EVI-00000284 collected: Stolen jewellery identified and recovered,,,
ILOG-00000959,FIR-HBL-2021-00020,EVIDENCE_COLLECTED,2021-03-10T10:00:00,OFF-0001195,Evidence EVI-00000295 collected: Hotel CCTV showing accused check-in,,,
ILOG-00000908,FIR-KDG-2021-00004,EVIDENCE_COLLECTED,2021-03-10T12:00:00,OFF-0002433,Evidence EVI-00000283 collected: GPS tracker data from accused vehicle,,,
ILOG-00000958,FIR-HBL-2021-00020,EVIDENCE_COLLECTED,2021-03-10T12:00:00,OFF-0001197,Evidence EVI-00000291 collected: Country-made weapon seized,,,
ILOG-00000978,FIR-HBL-2021-00021,FIR_FILED,2021-03-10T12:00:00,,FIR KA/HBL/2021/00021 registered at STN-KA-HBL-0017,,,
ILOG-00000986,FIR-BLR-2021-00029,FIR_FILED,2021-03-10T12:00:00,OFF-0000052,FIR KA/BLR/2021/00029 registered at STN-KA-BLR-0005,,,
ILOG-00000735,FIR-RBG-2021-00032,ARREST,2021-03-10T13:00:00,OFF-0003759,"Accused Arjun Shastri arrested at Near Market, Dharwad",,,
ILOG-00000940,FIR-KDG-2021-00005,EVIDENCE_COLLECTED,2021-03-10T14:00:00,OFF-0002418,Evidence EVI-00000283 collected: GPS tracker data from accused vehicle,,,
ILOG-00000803,FIR-BLR-2021-00027,ARREST,2021-03-10T15:00:00,OFF-0000359,"Accused Rajesh Pillai arrested at Near Highway, Bengaluru Urban",,,
ILOG-00000982,FIR-KDG-2021-00008,FIR_FILED,2021-03-10T16:00:00,OFF-0002419,FIR KA/KDG/2021/00008 registered at STN-KA-KDG-0004,,,
ILOG-00000881,FIR-BLR-2021-00028,EVIDENCE_COLLECTED,2021-03-10T17:00:00,OFF-0000205,Evidence EVI-00000264 collected: Tool mark examination report,,,
ILOG-00000898,FIR-HBL-2021-00016,EVIDENCE_COLLECTED,2021-03-10T17:00:00,OFF-0001208,Evidence EVI-00000270 collected: Shop CCTV footage showing accused vehicle,,,
ILOG-00000935,FIR-MGL-2021-00017,EVIDENCE_COLLECTED,2021-03-10T17:00:00,OFF-0000935,Evidence EVI-00000289 collected: CCTV footage from nearby bank ATM showing accused,,,
ILOG-00000964,FIR-MGL-2021-00015,FIR_FILED,2021-03-10T17:00:00,OFF-0000955,FIR KA/MGL/2021/00015 registered at STN-KA-MGL-0016,,,
ILOG-00000987,FIR-BLR-2021-00029,OFFICER_ASSIGNED,2021-03-10T18:00:00,OFF-0000062,Officer OFF-0000062 assigned as IO (Current Load: 1 cases),,,
ILOG-00000968,FIR-HBL-2021-00019,FIR_FILED,2021-03-10T19:00:00,OFF-0001212,FIR KA/HBL/2021/00019 registered at STN-KA-HBL-0023,,,
ILOG-00000974,FIR-KDG-2021-00007,FIR_FILED,2021-03-10T19:00:00,OFF-0002433,FIR KA/KDG/2021/00007 registered at STN-KA-KDG-0007,,,
ILOG-00000979,FIR-HBL-2021-00021,OFFICER_ASSIGNED,2021-03-10T23:00:00,OFF-0001178,Officer OFF-0001178 assigned as IO (Current Load: 0 cases),,,
ILOG-00000644,FIR-HVR-2021-00011,SUSPECT_IDENTIFIED,2021-03-11T00:00:00,OFF-0003111,Suspect Akash Lingayat identified through investigation,,,
ILOG-00000975,FIR-KDG-2021-00007,OFFICER_ASSIGNED,2021-03-11T07:00:00,OFF-0002433,Officer OFF-0002433 assigned as IO (Current Load: 1 cases),,,
ILOG-00000983,FIR-KDG-2021-00008,OFFICER_ASSIGNED,2021-03-11T08:00:00,OFF-0002419,Officer OFF-0002419 assigned as IO (Current Load: 1 cases),,,
ILOG-00000997,FIR-CHT-2021-00004,FIR_FILED,2021-03-11T09:00:00,OFF-0002752,FIR KA/CHT/2021/00004 registered at STN-KA-CHT-0002,,,
ILOG-00000929,FIR-MGL-2021-00016,EVIDENCE_COLLECTED,2021-03-11T10:00:00,OFF-0000986,Evidence EVI-00000285 collected: Recovered vehicle from accused's possession,,,
ILOG-00000965,FIR-MGL-2021-00015,OFFICER_ASSIGNED,2021-03-11T10:00:00,OFF-0000955,Officer OFF-0000955 assigned as IO (Current Load: 0 cases),,,
ILOG-00001000,FIR-CHT-2021-00004,EVIDENCE_COLLECTED,2021-03-11T13:00:00,OFF-0002753,Evidence EVI-00000297 collected: Stolen mobile phone recovered from accused,,,
ILOG-00000925,FIR-HBL-2021-00018,EVIDENCE_COLLECTED,2021-03-11T15:00:00,OFF-0001258,Evidence EVI-00000291 collected: Broken window glass collected from scene,,,
ILOG-00000943,FIR-MGL-2021-00019,EVIDENCE_COLLECTED,2021-03-11T15:00:00,OFF-0000863,Evidence EVI-00000285 collected: Stolen cash recovered from accused,,,
ILOG-00000992,FIR-HBL-2021-00022,FIR_FILED,2021-03-11T15:00:00,,FIR KA/HBL/2021/00022 registered at STN-KA-HBL-0021,,,
ILOG-00000980,FIR-HBL-2021-00021,EVIDENCE_COLLECTED,2021-03-11T16:00:00,OFF-0001184,Evidence EVI-00000276 collected: Voluntary statement of witness given,,,
ILOG-00000969,FIR-HBL-2021-00019,OFFICER_ASSIGNED,2021-03-11T18:00:00,OFF-0001212,Officer OFF-0001212 assigned as IO (Current Load: 0 cases),,,
ILOG-00000998,FIR-CHT-2021-00004,OFFICER_ASSIGNED,2021-03-11T20:00:00,OFF-0002752,Officer OFF-0002752 assigned as IO (Current Load: 1 cases),,,
ILOG-00000993,FIR-HBL-2021-00022,OFFICER_ASSIGNED,2021-03-12T00:00:00,OFF-0001202,Officer OFF-0001202 assigned as IO (Current Load: 1 cases),,,
ILOG-00000192,FIR-BLR-2021-00014,CHARGESHEET,2021-03-12T10:00:00,OFF-0000200,Chargesheet filed against 1 accused,,,
ILOG-00000638,FIR-HVR-2021-00010,ARREST,2021-03-12T10:00:00,OFF-0003104,"Accused Akash Lingayat arrested at Near Railway Station, Haveri",,,
ILOG-00001009,FIR-HBL-2021-00023,FIR_FILED,2021-03-12T12:00:00,OFF-0001089,FIR KA/HBL/2021/00023 registered at STN-KA-HBL-0004,,,
ILOG-00001012,FIR-HBL-2021-00023,EVIDENCE_COLLECTED,2021-03-12T12:00:00,OFF-0001090,Evidence EVI-00000299 collected: Hotel CCTV showing accused check-in,,,
ILOG-00000902,FIR-KDG-2021-00002,EVIDENCE_COLLECTED,2021-03-12T13:00:00,OFF-0002432,Evidence EVI-00000282 collected: Traffic camera footage of escape route,,,
ILOG-00000926,FIR-HBL-2021-00018,EVIDENCE_COLLECTED,2021-03-12T13:00:00,OFF-0001259,Evidence EVI-00000276 collected: Statement of auto driver who saw accused,,,
ILOG-00000985,FIR-KDG-2021-00008,EVIDENCE_COLLECTED,2021-03-12T14:00:00,OFF-0002421,Evidence EVI-00000300 collected: GPS tracker data from accused vehicle,,,
ILOG-00001008,FIR-CHT-2021-00003,EVIDENCE_COLLECTED,2021-03-12T14:00:00,OFF-0002782,Evidence EVI-00000292 collected: CCTV footage from nearby bank ATM showing accused,,,
ILOG-00000930,FIR-MGL-2021-00016,EVIDENCE_COLLECTED,2021-03-12T15:00:00,OFF-0000989,Evidence EVI-00000247 collected: GPS tracker data from accused vehicle,,,
ILOG-00000966,FIR-MGL-2021-00015,EVIDENCE_COLLECTED,2021-03-12T15:00:00,OFF-0000955,Evidence EVI-00000247 collected: GPS tracker data from accused vehicle,,,
ILOG-00000981,FIR-HBL-2021-00021,EVIDENCE_COLLECTED,2021-03-12T16:00:00,OFF-0001181,Evidence EVI-00000299 collected: Hotel CCTV showing accused check-in,,,
ILOG-00001018,FIR-BLR-2021-00031,FIR_FILED,2021-03-12T16:00:00,OFF-0000069,FIR KA/BLR/2021/00031 registered at STN-KA-BLR-0007,,,
ILOG-00001015,FIR-KDG-2021-00010,FIR_FILED,2021-03-12T17:00:00,,FIR KA/KDG/2021/00010 registered at STN-KA-KDG-0002,,,
ILOG-00001004,FIR-CHT-2021-00003,FIR_FILED,2021-03-12T18:00:00,,FIR KA/CHT/2021/00003 registered at STN-KA-CHT-0008,,,
ILOG-00001016,FIR-KDG-2021-00010,OFFICER_ASSIGNED,2021-03-13T04:00:00,,Officer None assigned as IO (Current Load: 0 cases),,,
ILOG-00001019,FIR-BLR-2021-00031,OFFICER_ASSIGNED,2021-03-13T06:00:00,OFF-0000070,Officer OFF-0000070 assigned as IO (Current Load: 0 cases),,,
ILOG-00001010,FIR-HBL-2021-00023,OFFICER_ASSIGNED,2021-03-13T07:00:00,OFF-0001089,Officer OFF-0001089 assigned as IO (Current Load: 0 cases),,,
ILOG-00000922,FIR-MGL-2021-00018,EVIDENCE_COLLECTED,2021-03-13T09:00:00,OFF-0000826,Evidence EVI-00000280 collected: Market CCTV footage retrieved,,,
ILOG-00000934,FIR-MGL-2021-00017,EVIDENCE_COLLECTED,2021-03-13T10:00:00,OFF-0000941,Evidence EVI-00000288 collected: Stolen mobile phone recovered from accused,,,
ILOG-00000999,FIR-CHT-2021-00004,EVIDENCE_COLLECTED,2021-03-13T10:00:00,OFF-0002752,Evidence EVI-00000292 collected: CCTV footage from nearby bank ATM showing accused,,,
ILOG-00000994,FIR-HBL-2021-00022,EVIDENCE_COLLECTED,2021-03-13T12:00:00,OFF-0001205,Evidence EVI-00000305 collected: Broken window glass collected from scene,,,
ILOG-00001041,FIR-HBL-2021-00024,FIR_FILED,2021-03-13T13:00:00,,FIR KA/HBL/2021/00024 registered at STN-KA-HBL-0019,,,
ILOG-00000955,FIR-CHT-2021-00001,EVIDENCE_COLLECTED,2021-03-13T14:00:00,OFF-0002756,Evidence EVI-00000294 collected: Statement of shop keeper recorded,,,
ILOG-00001006,FIR-CHT-2021-00003,EVIDENCE_COLLECTED,2021-03-13T14:00:00,OFF-0002785,Evidence EVI-00000297 collected: Broken window glass collected from scene,,,
ILOG-00001021,FIR-KDG-2021-00009,FIR_FILED,2021-03-13T14:00:00,,FIR KA/KDG/2021/00009 registered at STN-KA-KDG-0002,,,
ILOG-00000670,FIR-HVR-2021-00013,ARREST,2021-03-13T15:00:00,OFF-0003123,"Accused Akash Lingayat arrested at Near Railway Station, Haveri",,,
ILOG-00001005,FIR-CHT-2021-00003,OFFICER_ASSIGNED,2021-03-13T16:00:00,,Officer None assigned as IO (Current Load: 0 cases),,,
ILOG-00001020,FIR-BLR-2021-00031,EVIDENCE_COLLECTED,2021-03-13T16:00:00,OFF-0000074,Evidence EVI-00000301 collected: Ballistic report on firearm,,,
ILOG-00001044,FIR-CHT-2021-00006,FIR_FILED,2021-03-13T16:00:00,,FIR KA/CHT/2021/00006 registered at STN-KA-CHT-0004,,,
ILOG-00000917,FIR-KDG-2021-00003,EVIDENCE_COLLECTED,2021-03-13T17:00:00,OFF-0002430,Evidence EVI-00000284 collected: Stolen jewellery identified and recovered,,,
ILOG-00000954,FIR-CHT-2021-00001,EVIDENCE_COLLECTED,2021-03-13T17:00:00,OFF-0002757,Evidence EVI-00000293 collected: Recovered stolen gold jewellery,,,
ILOG-00000989,FIR-BLR-2021-00029,EVIDENCE_COLLECTED,2021-03-13T17:00:00,OFF-0000056,Evidence EVI-00000302 collected: Shop CCTV footage showing accused vehicle,,,
ILOG-00001034,FIR-CHT-2021-00005,FIR_FILED,2021-03-13T17:00:00,,FIR KA/CHT/2021/00005 registered at STN-KA-CHT-0001,,,
ILOG-00001024,FIR-BLR-2021-00030,FIR_FILED,2021-03-13T18:00:00,OFF-0000066,FIR KA/BLR/2021/00030 registered at STN-KA-BLR-0006,,,
ILOG-00000718,FIR-HVR-2021-00016,SUSPECT_IDENTIFIED,2021-03-14T00:00:00,,Suspect Akash Lingayat identified through investigation,,,
