fir_id,event_id,fir_number,station_id,district_id,district_name,occurred_date,reported_date,crime_type,crime_category,ipc_sections,severity,status,description_en,description_kn,latitude,longitude,complainant_name,complainant_phone,complainant_address,estimated_loss_inr,num_accused,num_victims,num_witnesses,is_gang_crime,season,accomplice_criminal_ids,vehicle_ids,phone_ids,campaign_id,nearest_poi_id,investigating_officer_id,sho_officer_id,gang_id,festival_context,primary_criminal_id
FIR-BLR-2021-00056,EVT-00000001-20210408,KA/BLR/2021/00056,STN-KA-BLR-0052,KA-BLR,Bengaluru Urban,2021-04-08,2021-04-09,POSSESS,narcotics,NDPS_27|324|34,3,Under Investigation,"Gold mobile phone stolen from house while complainant was away. Total loss estimated at Rs. 74,051.","ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು shop ದಿಂದ ರೂ. 74,051 ಮೌಲ್ಯದ mobile phone ಕದ್ದಿದ್ದಾನೆ.",13.137851,77.409832,Basavaraj Kumar,8816874586,Karnataka - 581979,74051.37,1,3,2,true,summer,,,PHN-00003689,,POI-000246,OFF-0000506,OFF-0000506,GANG-0003,,CRM-0000006
FIR-CTV-2021-00006,EVT-00000002-20210408,KA/CTV/2021/00006,STN-KA-CTV-0014,KA-CTV,Chitradurga,2021-04-08,2021-04-13,VEH_THEFT,property,379|324|34,2,Charge Sheet Filed,Vehicle theft reported. auto rickshaw (KA 40 CC 9843) parked at shop found missing.,ದೂರುದಾರರ car (KA 42 AA 3360) ವಾಹನವು bus stand ನಿಂದ ಕಾಣೆಯಾಗಿದೆ.,13.958929,76.80466,Sujatha Shastri,9120197276,Karnataka - 590206,1001272.76,1,1,0,true,summer,,,PHN-00004114,,POI-003472,,,GANG-0002,,CRM-0000180
FIR-MYS-2021-00015,EVT-00000000-20210409,KA/MYS/2021/00015,STN-KA-MYS-0001,KA-MYS,Mysuru,2021-04-09,2021-04-12,CYBER,cyber,66C_IT,3,Transferred,"Accused posing as bank official defrauded complainant of Rs. 1,099,748 by obtaining OTP.",,12.421742,76.896514,Deepak Sharma,7759393173,Karnataka - 560099,1099748.04,1,1,2,true,summer,,,PHN-00001669,,POI-000482,OFF-0000662,OFF-0000662,GANG-0000,,CRM-0000074
FIR-BLR-2021-00057,EVT-00000001-20210409,KA/BLR/2021/00057,STN-KA-BLR-0002,KA-BLR,Bengaluru Urban,2021-04-09,2021-04-11,POSSESS,narcotics,NDPS_27,3,Under Investigation,"Gold gold jewellery stolen from house while complainant was away. Total loss estimated at Rs. 87,128.",,13.189172,77.502228,Rajesh Tantri,8634754797,Karnataka - 593597,87128.18,1,3,2,true,summer,,,PHN-00003689,,POI-000348,,,GANG-0003,,CRM-0000006
FIR-CTV-2021-00007,EVT-00000002-20210409,KA/CTV/2021/00007,STN-KA-CTV-0014,KA-CTV,Chitradurga,2021-04-09,2021-04-12,VEH_THEFT,property,379|324|34,2,Under Investigation,Complainant's car bearing registration KA 09 AB 8090 was stolen from the complainant's house.,ದೂರುದಾರರ motorcycle (KA 36 AB 7997) ವಾಹನವು bus stand ನಿಂದ ಕಾಣೆಯಾಗಿದೆ.,13.953484,76.738031,Shruthi Tantri,7811166628,Karnataka - 567564,311347.54,1,2,0,true,summer,,,PHN-00001399,,POI-003475,,,GANG-0002,,CRM-0000180
FIR-MYS-2021-00016,EVT-00000000-20210410,KA/MYS/2021/00016,STN-KA-MYS-0001,KA-MYS,Mysuru,2021-04-10,2021-04-10,CYBER,cyber,66C_IT,3,Final Report,"Complainant received fraudulent call/message and was cheated of Rs. 327,853 through online transfer.",,12.425343,76.882966,Anil Krishnamurthy,9094091756,Karnataka - 594284,327853.71,1,2,1,true,summer,,,PHN-00001669,,POI-000485,OFF-0000662,OFF-0000662,GANG-0000,Eid_ul_Fitr,CRM-0000074
FIR-BLR-2021-00058,EVT-00000001-20210410,KA/BLR/2021/00058,STN-KA-BLR-0020,KA-BLR,Bengaluru Urban,2021-04-10,2021-04-10,POSSESS,narcotics,NDPS_27,3,Under Investigation,"The complainant reported that the accused stole two-wheeler valued at Rs. 56,128 from bus stand on the above date.",,12.972547,77.566484,Shivakumar Krishnamurthy,8886391857,Karnataka - 581946,56128.98,1,2,1,true,summer,,,PHN-00003689,,POI-000106,OFF-0000202,OFF-0000202,GANG-0003,Eid_ul_Fitr,CRM-0000006
FIR-CTV-2021-00008,EVT-00000002-20210410,KA/CTV/2021/00008,STN-KA-CTV-0004,KA-CTV,Chitradurga,2021-04-10,2021-04-11,VEH_THEFT,property,379,2,Charge Sheet Filed,Vehicle theft reported. car (KA 39 CC 3698) parked at the complainant's house found missing.,,13.93742,76.61623,Rohit Gowda,8705162789,Karnataka - 579426,1464955.48,1,1,0,true,summer,,,PHN-00004114,,POI-003470,OFF-0003321,OFF-0003318,GANG-0002,Eid_ul_Fitr,CRM-0000180
FIR-RBG-2021-00031,EVT-00000003-20210410,KA/RBG/2021/00031,STN-KA-RBG-0000,KA-RBG,Dharwad,2021-04-10,2021-04-13,DACOITY,property,395|324|34,5,Withdrawn,"The complainant reported that the accused stole gold jewellery valued at Rs. 894,453 from bus stand on the above date.",,15.304848,74.953239,Rohit Desai,7134075654,Karnataka - 578943,894453.98,1,1,0,false,summer,,,,,POI-003698,OFF-0003600,OFF-0003597,,Eid_ul_Fitr,
FIR-MYS-2021-00017,EVT-00000000-20210411,KA/MYS/2021/00017,STN-KA-MYS-0003,KA-MYS,Mysuru,2021-04-11,2021-04-11,CYBER,cyber,66C_IT,3,Under Investigation,"Accused posing as bank official defrauded complainant of Rs. 3,484,310 by obtaining OTP.",,11.958003,77.092395,Ramesh Sharma,7422223095,Karnataka - 583647,3484310.43,1,2,1,true,summer,,,PHN-00001669,,POI-000499,OFF-0000675,OFF-0000675,GANG-0000,Eid_ul_Fitr,CRM-0000074
FIR-BLR-2021-00059,EVT-00000001-20210411,KA/BLR/2021/00059,STN-KA-BLR-0036,KA-BLR,Bengaluru Urban,2021-04-11,2021-04-11,POSSESS,narcotics,NDPS_27,3,Charge Sheet Filed,Unknown person(s) committed theft of gold jewellery from the complainant's house. Complainant noticed the theft at 19:00 hours.,,13.048127,77.771447,Ramesh Swamy,6336950606,Karnataka - 580563,22510.43,1,2,0,true,summer,,,PHN-00003689,,POI-000211,OFF-0000343,OFF-0000343,GANG-0003,Eid_ul_Fitr,CRM-0000006
FIR-UDR-2021-00022,EVT-00000002-20210411,KA/UDR/2021/00022,STN-KA-UDR-0013,KA-UDR,Udupi,2021-04-11,2021-04-11,THEFT,property,379,2,Closed (Undetected),"The complainant reported that the accused stole cash valued at Rs. 31,640 from street on the above date.",ಅಜ್ಞಾತ ವ್ಯಕ್ತಿ(ಗಳು) street ದಿಂದ gold jewellery ಕದ್ದಿದ್ದಾರೆ. 21:00 hours ಗಂಟೆಗೆ ಕಳ್ಳತನ ಗೊತ್ತಾಯಿತು.,13.397426,74.553931,Prakash Nayak,7649879598,Karnataka - 586210,31640.04,1,2,2,true,summer,,,PHN-00004114,,POI-002412,,,GANG-0002,Eid_ul_Fitr,CRM-0000180
FIR-MYS-2021-00018,EVT-00000000-20210412,KA/MYS/2021/00018,STN-KA-MYS-0023,KA-MYS,Mysuru,2021-04-12,2021-04-12,CYBER,cyber,66C_IT|324|34,3,Charge Sheet Filed,"Accused posing as bank official defrauded complainant of Rs. 190,423 by obtaining OTP.","ದೂರುದಾರರಿಗೆ ವಂಚಕ ಕರೆ ಬಂದು OTP ಪಡೆದು ರೂ. 190,423 ವಂಚಿಸಲಾಗಿದೆ.",11.836685,76.190754,Amala Shetty,9544042127,Karnataka - 585041,190423.49,1,3,2,true,summer,,,PHN-00004083,,POI-000615,OFF-0000792,OFF-0000792,GANG-0000,Eid_ul_Fitr,CRM-0000074
FIR-BLR-2021-00060,EVT-00000001-20210412,KA/BLR/2021/00060,STN-KA-BLR-0046,KA-BLR,Bengaluru Urban,2021-04-12,2021-04-12,POSSESS,narcotics,NDPS_27,3,Charge Sheet Filed,"Gold mobile phone stolen from house while complainant was away. Total loss estimated at Rs. 47,081.",ಅಜ್ಞಾತ ವ್ಯಕ್ತಿ(ಗಳು) street ದಿಂದ gold jewellery ಕದ್ದಿದ್ದಾರೆ. 21:00 hours ಗಂಟೆಗೆ ಕಳ್ಳತನ ಗೊತ್ತಾಯಿತು.,13.023144,77.433528,Deepak Joshi,8086860347,Karnataka - 566947,47081.34,1,2,1,true,summer,,,PHN-00003689,,POI-000248,OFF-0000440,OFF-0000440,GANG-0003,Eid_ul_Fitr,CRM-0000006
FIR-BLR-2021-00061,EVT-00000000-20210413,KA/BLR/2021/00061,STN-KA-BLR-0044,KA-BLR,Bengaluru Urban,2021-04-13,2021-04-14,POSSESS,narcotics,NDPS_27,3,Charge Sheet Filed,"Gold gold jewellery stolen from house while complainant was away. Total loss estimated at Rs. 95,136.",,12.875941,77.624081,Geetha Joshi,7349551104,Karnataka - 560792,95136.14,1,2,1,true,summer,,,PHN-00003689,,POI-000351,OFF-0000420,OFF-0000413,GANG-0003,,CRM-0000006
FIR-BLG-2021-00009,EVT-00000001-20210413,KA/BLG/2021/00009,STN-KA-BLG-0003,KA-BLG,Belagavi,2021-04-13,2021-04-13,ROBBERY,property,392|324|34,4,Under Investigation,"Complainant robbed of gold jewellery worth Rs. 167,946 by 3 unknown persons.",,15.5418,75.159452,Akash Hegde,6493498013,Karnataka - 594139,167946.38,1,1,2,false,summer,,VEH-00000948,PHN-00002384,,POI-001053,,,,,CRM-0000170
FIR-VKT-2021-00003,EVT-00000000-20210414,KA/VKT/2021/00003,STN-KA-VKT-0007,KA-VKT,Vijayanagara,2021-04-14,2021-04-14,TRESPASS,property,447,2,Charge Sheet Filed,Gold cash stolen from house while complainant was away. Total loss estimated at Rs. 287.,,15.002155,76.064007,Saritha Tantri,9258054574,Karnataka - 595694,287.72,1,2,2,true,summer,,VEH-00000240,PHN-00000603,,POI-003305,,,GANG-0004,,CRM-0000213
FIR-BLR-2021-00062,EVT-00000001-20210414,KA/BLR/2021/00062,STN-KA-BLR-0021,KA-BLR,Bengaluru Urban,2021-04-14,2021-04-14,POSSESS,narcotics,NDPS_27,3,Transferred,Unknown person(s) committed theft of mobile phone from market area. Complainant noticed the theft at 22:00 hours.,,13.028746599291566,77.53807944764507,Vinay Ayyar,7422364337,Karnataka - 592569,95584.26,1,2,2,false,summer,,,,,POI-000133,OFF-0000220,OFF-0000210,,,CRM-0000168
FIR-BLR-2021-00063,EVT-00000002-20210414,KA/BLR/2021/00063,STN-KA-BLR-0016,KA-BLR,Bengaluru Urban,2021-04-14,2021-04-15,FRAUD,fraud,420|324|34,3,Final Report,"Complainant cheated of Rs. 1,194,561 by accused who posed as lottery.",ಅಜ್ಞಾತ ವ್ಯಕ್ತಿ(ಗಳು) the complainant's house ದಿಂದ laptop ಕದ್ದಿದ್ದಾರೆ. 22:00 hours ಗಂಟೆಗೆ ಕಳ್ಳತನ ಗೊತ್ತಾಯಿತು.,12.913404,77.71631,Geetha Lingayat,6341870866,Karnataka - 572641,1194561.2,1,2,2,false,summer,,,,,POI-000083,OFF-0000164,OFF-0000158,,,
FIR-UDR-2021-00023,EVT-00000000-20210415,KA/UDR/2021/00023,STN-KA-UDR-0004,KA-UDR,Udupi,2021-04-15,2021-04-15,THEFT,property,379|324|34,2,Withdrawn,"Gold gold jewellery stolen from house while complainant was away. Total loss estimated at Rs. 36,279.","ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು market area ದಿಂದ ರೂ. 36,279 ಮೌಲ್ಯದ gold jewellery ಕದ್ದಿದ್ದಾನೆ.",13.250524,74.944298,Rohit Patil,7821199725,Karnataka - 566894,36279.07,1,3,0,true,summer,,,PHN-00001399,,POI-002358,OFF-0002474,,GANG-0002,,CRM-0000180
FIR-BLR2-2021-00011,EVT-00000001-20210415,KA/BLR2/2021/00011,STN-KA-BLR2-0018,KA-BLR2,Ballari,2021-04-15,2021-04-20,THEFT,property,379,2,Charge Sheet Filed,The complainant reported that the accused stole gold jewellery valued at Rs. 562 from bus stand on the above date.,ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು bus stand ದಿಂದ ರೂ. 562 ಮೌಲ್ಯದ laptop ಕದ್ದಿದ್ದಾನೆ.,15.069263,76.675259,Sujatha Joshi,6946488639,Karnataka - 564953,562.34,1,3,2,false,summer,,,PHN-00001429,,POI-003617,,,,,CRM-0000072
FIR-BLR-2021-00064,EVT-00000000-20210416,KA/BLR/2021/00064,STN-KA-BLR-0011,KA-BLR,Bengaluru Urban,2021-04-16,2021-04-16,BURGLARY,property,457|324|34,3,Under Investigation,Unknown persons broke fake delivery and committed theft of gold jewellery. Case registered u/s 457 IPC.,"ಆರೋಪಿಯು fake delivery ಮೂಲಕ ದೂರುದಾರರ ಮನೆಗೆ ನುಗ್ಗಿ ರೂ. 255,315 ಮೌಲ್ಯದ laptop ಕದ್ದಿದ್ದಾನೆ.",12.783031796153153,77.56172557089893,Prashanth Naik,6837059352,Karnataka - 592294,255315.17,1,2,2,false,summer,,VEH-00001232,PHN-00004126,,POI-000057,OFF-0000121,OFF-0000121,,,CRM-0000222
FIR-UDR-2021-00024,EVT-00000001-20210416,KA/UDR/2021/00024,STN-KA-UDR-0000,KA-UDR,Udupi,2021-04-16,2021-04-16,CHAIN,property,392,3,Final Report,"The complainant was traveling when 5 persons on motorcycle snatched gold chain worth Rs. 270,607.","ದೂರುದಾರರು ಸಂಚಾರ ಮಾಡುತ್ತಿದ್ದಾಗ 5 ವ್ಯಕ್ತಿಗಳು ಮೋಟಾರ್ ಸೈಕಲ್ ಮೇಲೆ ಬಂದು ರೂ. 270,607 ಮೌಲ್ಯದ ಚಿನ್ನದ ಸರ ಎಳೆದುಕೊಂಡು ಓಡಿದ್ದಾರೆ.",13.369177,74.674494,Arjun Shetty,7303359856,Karnataka - 570194,270607.71,1,1,2,true,summer,,,PHN-00001669,,POI-002333,OFF-0002448,OFF-0002448,GANG-0000,,CRM-0000074
FIR-UDR-2021-00025,EVT-00000000-20210417,KA/UDR/2021/00025,STN-KA-UDR-0001,KA-UDR,Udupi,2021-04-17,2021-04-17,THEFT,property,379,2,Transferred,"Gold cash stolen from house while complainant was away. Total loss estimated at Rs. 6,278.","ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು bus stand ದಿಂದ ರೂ. 6,278 ಮೌಲ್ಯದ mobile phone ಕದ್ದಿದ್ದಾನೆ.",13.387568,74.71568,Saritha Tantri,6957585773,Karnataka - 572812,6278.04,1,2,2,true,summer,,,PHN-00004114,,POI-002340,,,GANG-0002,,CRM-0000180
FIR-VKT-2021-00004,EVT-00000001-20210417,KA/VKT/2021/00004,STN-KA-VKT-0007,KA-VKT,Vijayanagara,2021-04-17,2021-04-20,TRESPASS,property,447,2,Under Investigation,Unknown person(s) committed theft of gold jewellery from bus stand. Complainant noticed the theft at 22:00 hours.,ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು the complainant's house ದಿಂದ ರೂ. 660 ಮೌಲ್ಯದ cash ಕದ್ದಿದ್ದಾನೆ.,14.971677,76.044226,Radha Sharma,7870635898,Karnataka - 575162,660.55,1,2,0,true,summer,,VEH-00000240,PHN-00000603,,POI-003284,,,GANG-0004,,CRM-0000213
FIR-HBL-2021-00011,EVT-00000002-20210417,KA/HBL/2021/00011,STN-KA-HBL-0025,KA-HBL,Hubballi-Dharwad,2021-04-17,2021-04-22,CYBER,cyber,66C_IT,3,Charge Sheet Filed,"Accused posing as bank official defrauded complainant of Rs. 450,134 by obtaining OTP.",,15.114447,75.314348,Bharathi Verma,8891610458,Karnataka - 595193,450134.96,1,1,0,false,summer,,,PHN-00002013,,POI-000991,OFF-0001234,OFF-0001231,,,CRM-0000194
FIR-UDR-2021-00026,EVT-00000000-20210418,KA/UDR/2021/00026,STN-KA-UDR-0025,KA-UDR,Udupi,2021-04-18,2021-04-18,THEFT,property,379,2,Under Investigation,"The complainant reported that the accused stole mobile phone valued at Rs. 24,994 from shop on the above date.","ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು street ದಿಂದ ರೂ. 24,994 ಮೌಲ್ಯದ two-wheeler ಕದ್ದಿದ್ದಾನೆ.",13.692092,75.055515,Tejas Raju,9852101668,Karnataka - 590667,24994.39,1,1,1,true,summer,,,PHN-00001399,,POI-002483,OFF-0002630,OFF-0002624,GANG-0002,,CRM-0000180
FIR-BLR2-2021-00012,EVT-00000001-20210418,KA/BLR2/2021/00012,STN-KA-BLR2-0004,KA-BLR2,Ballari,2021-04-18,2021-04-20,FRAUD,fraud,420|324|34,3,Under Investigation,"Cheating case. Accused promised lottery and collected Rs. 4,761,657 without fulfilling obligations.",ಅಜ್ಞಾತ ವ್ಯಕ್ತಿ(ಗಳು) the complainant's house ದಿಂದ laptop ಕದ್ದಿದ್ದಾರೆ. 19:00 hours ಗಂಟೆಗೆ ಕಳ್ಳತನ ಗೊತ್ತಾಯಿತು.,15.266329,77.034358,Saritha Gowda,6653753954,Karnataka - 582702,4761657.11,3,2,0,true,summer,CRM-0000213|CRM-0000093,,PHN-00000667,,POI-003663,OFF-0003412,,GANG-0004,,CRM-0000079
FIR-MYS-2021-00019,EVT-00000002-20210418,KA/MYS/2021/00019,STN-KA-MYS-0008,KA-MYS,Mysuru,2021-04-18,2021-04-18,THEFT,property,379|324|34,2,Transferred,"Gold cash stolen from house while complainant was away. Total loss estimated at Rs. 24,822.","ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು market area ದಿಂದ ರೂ. 24,822 ಮೌಲ್ಯದ mobile phone ಕದ್ದಿದ್ದಾನೆ.",11.919944,76.313567,Madhu Pillai,9789627298,Karnataka - 584164,24822.95,1,3,2,false,summer,,,PHN-00004110,,POI-000534,OFF-0000697,OFF-0000697,,,CRM-0000171
FIR-BLG-2021-00010,EVT-00000000-20210419,KA/BLG/2021/00010,STN-KA-BLG-0020,KA-BLG,Belagavi,2021-04-19,2021-04-19,VEH_THEFT,property,379|324|34,2,Charge Sheet Filed,Vehicle theft reported. motorcycle (KA 13 AA 9284) parked at shop found missing.,,15.594167,74.771798,Rajesh Ayyar,6867387020,Karnataka - 588934,929933.18,1,1,0,false,summer,,,,,POI-001143,OFF-0001375,OFF-0001375,,,
FIR-KDG-2021-00002,EVT-00000001-20210419,KA/KDG/2021/00002,STN-KA-KDG-0006,KA-KDG,Kodagu,2021-04-19,2021-04-19,CHAIN,property,392|324|34,3,Final Report,Chain snatching incident reported near shop. Two persons on unknown snatched chain and fled.,"ದೂರುದಾರರು ಸಂಚಾರ ಮಾಡುತ್ತಿದ್ದಾಗ 3 ವ್ಯಕ್ತಿಗಳು ಮೋಟಾರ್ ಸೈಕಲ್ ಮೇಲೆ ಬಂದು ರೂ. 121,553 ಮೌಲ್ಯದ ಚಿನ್ನದ ಸರ ಎಳೆದುಕೊಂಡು ಓಡಿದ್ದಾರೆ.",11.812138,75.889263,Suma Tantri,8193116643,Karnataka - 573111,121553.74,1,2,0,false,summer,,,,,POI-002295,OFF-0002431,,,,CRM-0000032
FIR-RBG-2021-00032,EVT-00000000-20210420,KA/RBG/2021/00032,STN-KA-RBG-0015,KA-RBG,Dharwad,2021-04-20,2021-04-20,ASSAULT,violent,324,3,Closed (Undetected),Complainant was attacked by 2 persons. Injuries sustained. Admitted to hospital.,,15.505633,74.876889,Arjun Bhat,7439940522,Karnataka - 569499,13532.11,1,2,1,false,summer,,,PHN-00000322,,POI-003784,OFF-0003709,OFF-0003705,,,CRM-0000236
FIR-HBL-2021-00012,EVT-00000001-20210420,KA/HBL/2021/00012,STN-KA-HBL-0025,KA-HBL,Hubballi-Dharwad,2021-04-20,2021-04-22,THEFT,property,379,2,Under Investigation,"The complainant reported that the accused stole laptop valued at Rs. 9,809 from bus stand on the above date.",,15.131333,75.302095,Sandeep Desai,8589280130,Karnataka - 587408,9809.02,1,2,0,false,summer,,VEH-00000436,PHN-00001114,,POI-000975,OFF-0001239,OFF-0001231,,,CRM-0000137
FIR-BLR-2021-00065,EVT-00000000-20210421,KA/BLR/2021/00065,STN-KA-BLR-0048,KA-BLR,Bengaluru Urban,2021-04-21,2021-04-23,THEFT,property,379|324|34,2,Final Report,Unknown person(s) committed theft of mobile phone from bus stand. Complainant noticed the theft at 21:00 hours.,"ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು the complainant's house ದಿಂದ ರೂ. 31,792 ಮೌಲ್ಯದ two-wheeler ಕದ್ದಿದ್ದಾನೆ.",12.957241,77.766717,Mahesh Kumar,7040218017,Karnataka - 566838,31792.71,1,1,1,false,summer,,,,,POI-000290,OFF-0000462,OFF-0000453,,,
FIR-UDR-2021-00027,EVT-00000001-20210421,KA/UDR/2021/00027,STN-KA-UDR-0018,KA-UDR,Udupi,2021-04-21,2021-04-22,TRESPASS,property,447,2,Charge Sheet Filed,The complainant reported that the accused stole mobile phone valued at Rs. 715 from market area on the above date.,,13.433435,75.034861,Seeta Udupi,6018563050,Karnataka - 578595,715.09,2,3,2,true,summer,CRM-0000074,,PHN-00002519,,POI-002442,,,GANG-0000,,CRM-0000234
FIR-VKT-2021-00005,EVT-00000002-20210421,KA/VKT/2021/00005,STN-KA-VKT-0016,KA-VKT,Vijayanagara,2021-04-21,2021-04-21,TRESPASS,property,447,2,Charge Sheet Filed,Unknown person(s) committed theft of gold jewellery from market area. Complainant noticed the theft at 23:00 hours.,ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು street ದಿಂದ ರೂ. 461 ಮೌಲ್ಯದ mobile phone ಕದ್ದಿದ್ದಾನೆ.,14.826446,76.42086,Umesh Verma,6013461040,Karnataka - 579131,461.69,1,3,2,false,summer,,VEH-00000287,PHN-00004071,,POI-003347,OFF-0003289,,,,CRM-0000042
FIR-UDR-2021-00028,EVT-00000000-20210422,KA/UDR/2021/00028,STN-KA-UDR-0012,KA-UDR,Udupi,2021-04-22,2021-04-24,THEFT,property,379,2,Under Investigation,"The complainant reported that the accused stole cash valued at Rs. 47,973 from street on the above date.","ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು shop ದಿಂದ ರೂ. 47,973 ಮೌಲ್ಯದ cash ಕದ್ದಿದ್ದಾನೆ.",13.815704,74.921861,Deepa Prabhu,7831187246,Karnataka - 595645,47973.12,1,2,2,true,summer,,,PHN-00001399,,POI-002404,OFF-0002524,,GANG-0002,,CRM-0000180
FIR-BLR-2021-00066,EVT-00000001-20210422,KA/BLR/2021/00066,STN-KA-BLR-0048,KA-BLR,Bengaluru Urban,2021-04-22,2021-04-23,DRUNK_DRV,traffic,185MV|324|34,2,Final Report,"Gold mobile phone stolen from house while complainant was away. Total loss estimated at Rs. 1,223.",,12.954989,77.764172,Kiran Pillai,8817413207,Karnataka - 573869,1223.09,1,2,2,false,summer,,,,,POI-000018,OFF-0000463,OFF-0000453,,,
FIR-KLP-2021-00029,EVT-00000002-20210422,KA/KLP/2021/00029,STN-KA-KLP-0005,KA-KLP,Kalaburagi,2021-04-22,2021-04-22,CHAIN,property,392|324|34,3,Final Report,Chain snatching incident reported near shop. Two persons on public bus snatched chain and fled.,"ದೂರುದಾರರು ಸಂಚಾರ ಮಾಡುತ್ತಿದ್ದಾಗ 1 ವ್ಯಕ್ತಿಗಳು ಮೋಟಾರ್ ಸೈಕಲ್ ಮೇಲೆ ಬಂದು ರೂ. 127,099 ಮೌಲ್ಯದ ಚಿನ್ನದ ಸರ ಎಳೆದುಕೊಂಡು ಓಡಿದ್ದಾರೆ.",17.402763,77.007411,Madhu Swamy,9283424005,Karnataka - 573902,127099.32,1,2,1,false,summer,,,PHN-00000090,,POI-001382,OFF-0001491,OFF-0001481,,,CRM-0000107
FIR-UDR-2021-00029,EVT-00000000-20210423,KA/UDR/2021/00029,STN-KA-UDR-0029,KA-UDR,Udupi,2021-04-23,2021-04-23,THEFT,property,379,2,Final Report,"Gold laptop stolen from house while complainant was away. Total loss estimated at Rs. 9,560.",ಅಜ್ಞಾತ ವ್ಯಕ್ತಿ(ಗಳು) street ದಿಂದ laptop ಕದ್ದಿದ್ದಾರೆ. 19:00 hours ಗಂಟೆಗೆ ಕಳ್ಳತನ ಗೊತ್ತಾಯಿತು.,13.342349,74.726235,Vikram Kumar,6880904000,Karnataka - 592711,9560.87,1,1,0,true,summer,,,PHN-00001399,,POI-002500,OFF-0002653,OFF-0002653,GANG-0002,,CRM-0000180
FIR-BLR-2021-00067,EVT-00000001-20210423,KA/BLR/2021/00067,STN-KA-BLR-0045,KA-BLR,Bengaluru Urban,2021-04-23,2021-04-28,RIOTING,violent,147,4,Under Investigation,Unknown person(s) committed theft of gold jewellery from the complainant's house. Complainant noticed the theft at 21:00 hours.,"ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು bus stand ದಿಂದ ರೂ. 76,463 ಮೌಲ್ಯದ gold jewellery ಕದ್ದಿದ್ದಾನೆ.",12.825565,77.574813,Pooja Raju,7601662243,Karnataka - 568519,76463.51,1,2,2,false,summer,,,PHN-00004089,,POI-000061,OFF-0000432,,,,CRM-0000097
FIR-MGL-2021-00016,EVT-00000000-20210424,KA/MGL/2021/00016,STN-KA-MGL-0012,KA-MGL,Dakshina Kannada,2021-04-24,2021-04-25,ROBBERY,property,392,4,Withdrawn,Armed robbery committed near street. Accused fled on motorcycle after snatching two-wheeler.,ಅಜ್ಞಾತ ವ್ಯಕ್ತಿ(ಗಳು) bus stand ದಿಂದ gold jewellery ಕದ್ದಿದ್ದಾರೆ. 23:00 hours ಗಂಟೆಗೆ ಕಳ್ಳತನ ಗೊತ್ತಾಯಿತು.,12.719912400029623,75.23714031825035,Pooja Nambiar,8250400238,Karnataka - 563663,35702.97,1,4,1,false,summer,,,,,POI-000726,OFF-0000919,OFF-0000919,,,
FIR-KLP-2021-00030,EVT-00000001-20210424,KA/KLP/2021/00030,STN-KA-KLP-0025,KA-KLP,Kalaburagi,2021-04-24,2021-04-29,THEFT,property,379,2,Under Investigation,"The complainant reported that the accused stole two-wheeler valued at Rs. 37,327 from shop on the above date.",,17.401913,76.787046,Mohan Pillai,7142722511,Karnataka - 579260,37327.1,1,3,1,false,summer,,,,,POI-001359,OFF-0001651,OFF-0001651,,,CRM-0000083
FIR-BLR2-2021-00013,EVT-00000002-20210424,KA/BLR2/2021/00013,STN-KA-BLR2-0011,KA-BLR2,Ballari,2021-04-24,2021-04-26,NARCOTICS,narcotics,NDPS_20,4,Under Investigation,Accused apprehended with 28g of ganja near the complainant's house. Contraband seized.,"ದೂರುದಾರರು ವರದಿ ಮಾಡಿದ ಪ್ರಕಾರ ಆರೋಪಿಯು bus stand ದಿಂದ ರೂ. 17,137,601 ಮೌಲ್ಯದ cash ಕದ್ದಿದ್ದಾನೆ.",15.220994,77.115166,Gaurav Shetty,8038033273,Karnataka - 574331,17137601.97,1,5,1,false,summer,,,,,POI-003568,OFF-0003461,,,,
